Key	文本内容1
text_shopUniversalTabName_1	Specialty Store
text_shopUniversalTabName_2	Hero Store
text_shopUniversalTabName_3	Gear Store
text_shopUniversalTabName_4	Activity Store
text_shopUniversalTabName_5	Arena Store
text_shopUniversalTabName_6	Team Store
text_shopUniversalTabName_7	Legion Store
text_shopUniversalTabName_8	Royal City Store
text_shopUniversalTabName_9	Rune Store
text_shopUniversalConfigName_101	Specialty Store
text_shopUniversalConfigName_102	VIP Store
text_shopUniversalConfigName_103	Lucky Store
text_shopUniversalConfigName_201	Hero Store
text_shopUniversalConfigName_202	Ancient Hero Store
text_shopUniversalConfigName_301	Gear modification material
text_shopUniversalConfigName_302	Rare Gear
text_shopUniversalConfigName_303	Epic Gear
text_shopUniversalConfigName_304	Mythic Gear
text_shopUniversalConfigName_305	Ancient Gear
text_shopUniversalConfigName_306	Genesis Gear
text_shopUniversalConfigName_401	Activity Store
text_shopUniversalConfigName_501	Arena Store
text_shopUniversalConfigName_601	Team Store
text_shopUniversalConfigName_701	Legion Store
text_shopUniversalConfigName_801	Royal City Store
text_shopUniversalConfigName_901	Rune Store
text_shopUniversalConfigDesc1_1	Resets daily at 5:00
text_shopUniversalConfigDesc1_2	Resets at Monday 5:00
text_shopUniversalConfigDesc1_3	Hi, friend!
text_shopUniversalConfigDesc2_101	All my rare items are here!
text_shopUniversalConfigDesc2_102	Great discounts, but you can only buy once per week!
text_shopUniversalConfigDesc2_103	Good luck will come to you!
text_shopUniversalConfigDesc2_202	You can summon powerful heroes here.
text_shopUniversalConfigDesc2_301	These things will make your gear even better.
text_shopUniversalConfigDesc2_302	Equip them to get stronger.
text_shopUniversalConfigDesc2_401	Remember to come here and exchange for items every day!
text_shopUniversalConfigDesc2_501	Only the strong can walk away with the prizes here!
text_shopUniversalConfigDesc2_601	This is the fruit of your team\'s teamwork!
text_shopUniversalConfigDesc2_701	These are your legion benefits!
text_shopUniversalConfigDesc2_801	Climb to a higher position to get better rewards.
text_shopUniversalConfigDesc2_901	Use Rune Crystals wisely to strengthen your heroes!
text_shopUniversalGoodsLabel_1	Featured
text_shopUniversalGoodsLabel_21	90% Off
text_shopUniversalGoodsLabel_22	80% Off
text_shopUniversalGoodsLabel_23	70% Off
text_shopUniversalGoodsLabel_24	60% Off
text_shopUniversalGoodsLabel_25	50% Off
text_skyWeapName_0	Holy Weapon inactivated
text_skyWeapName_1	Holy Weapon
text_skyWingName_0	Holy Wings inactivated
text_skyWingName_1	Holy Wings
text_skyMountName_0	Holy Mount inactivated
text_skyMountName_1	Holy Mount
text_skySkillName1_1	Talent Skill #1
text_skySkillName1_2	Talent Skill #2
text_skySkillName1_3	Talent Skill #3
text_skySkillName1_4	Talent Skill #4
text_skyChangeName1_1	Angel Sword
text_skyChangeName1_2	Icey Blade
text_skyChangeName1_3	Magic Blade
text_skyChangeName1_4	Golden Holy Sword
text_skyChangeName1_5	Ultimate Sword
text_skyChangeName1_6	Royal Scepter
text_skyChangeName1_7	Greed Lollipop
text_skyChangeName1_8	Ash Blade
text_skyChangeName1_9	Azure Blade
text_skyChangeName1_10	Lucifer Sword
text_skyChangeName1_11	Undying Sword
text_skyChangeName2_1	Angel Wings
text_skyChangeName2_2	Ice Wings
text_skyChangeName2_3	Magic Wings
text_skyChangeName2_4	Golden Wings
text_skyChangeName2_5	Ultimate Wings
text_skyChangeName2_6	Royal Wings
text_skyChangeName2_7	Greedy Wings
text_skyChangeName2_8	Ash Wings
text_skyChangeName2_9	Azure Wings
text_skyChangeName2_10	Lucifer Wings
text_skyChangeName2_11	Undying Wings
text_skyChangeName3_1	Rabid Wolf
text_skyChangeName3_2	Fanged Lion
text_skyChangeName3_3	Fossil Dragon
text_skyChangeName3_4	Golden Holy Dragon
text_skyChangeName3_5	Ultimate Bone Dragon
text_skyChangeName3_6	Royal City Knight
text_skyChangeName3_7	Sheep Rider
text_skyChangeName3_8	Ash Mount
text_skyChangeName3_9	Dark Demon Dragon
text_skyChangeName3_10	Death Colt
text_skyChangeName3_11	Undying Bone Dragon
text_skyChangeGetWayDesc1_0	Unlocks at Holy Weapon Rank 0
text_skyChangeGetWayDesc1_1	Unlocks at Holy Weapon Rank 1
text_skyChangeGetWayDesc1_2	Unlocks at Holy Weapon Rank 4
text_skyChangeGetWayDesc1_3	Unlocks at Holy Weapon Rank 7
text_skyChangeGetWayDesc1_4	Unlocks at Holy Weapon Rank 10
text_skyChangeGetWayDesc1_5	New Server Power Rankings 1st Place
text_skyChangeGetWayDesc1_6	Royal City Store
text_skyChangeGetWayDesc1_7	Events
text_skyChangeGetWayDesc1_8	Luxury Assist Pack #1
text_skyChangeGetWayDesc1_9	Buy Perks Card
text_skyChangeGetWayDesc1_10	Events
text_skyChangeGetWayDesc1_11	Events
text_skyChangeGetWayDesc2_0	Unlocks at Holy Wings Rank 0
text_skyChangeGetWayDesc2_1	Unlocks at Holy Wings Rank 1
text_skyChangeGetWayDesc2_2	Unlocks at Holy Wings Rank 4
text_skyChangeGetWayDesc2_3	Unlocks at Holy Wings Rank 7
text_skyChangeGetWayDesc2_4	Unlocks at Holy Wings Rank 10
text_skyChangeGetWayDesc2_5	New Server Power Rankings 1st Place
text_skyChangeGetWayDesc2_6	Royal City Store
text_skyChangeGetWayDesc2_7	Events
text_skyChangeGetWayDesc2_8	Luxury Assist Pack #2
text_skyChangeGetWayDesc2_9	Buy SP Perks Card
text_skyChangeGetWayDesc2_10	Events
text_skyChangeGetWayDesc2_11	Events
text_skyChangeGetWayDesc3_0	Unlocks at Holy Mount Rank 0
text_skyChangeGetWayDesc3_1	Unlocks at Holy Mount Rank 1
text_skyChangeGetWayDesc3_2	Unlocks at Holy Mount Rank 4
text_skyChangeGetWayDesc3_3	Unlocks at Holy Mount Rank 7
text_skyChangeGetWayDesc3_4	Unlocks at Holy Mount Rank 10
text_skyChangeGetWayDesc3_5	New Server Power Rankings 1st Place
text_skyChangeGetWayDesc3_6	VIP Store
text_skyChangeGetWayDesc3_7	Events
text_skyChangeGetWayDesc3_8	Luxury Assist Pack #3
text_skyChangeGetWayDesc3_9	Battle of Kings Reward
text_skyChangeGetWayDesc3_10	Lucky Store
text_skyChangeGetWayDesc3_11	Events
text_skyChangeClassDesc_1	Permanent
text_skyChangeClassDesc_2	Timed
text_chatLordName_fight_force	Power Overlord
text_chatLordName_arena	Arena Overlord
text_chatLordName_tower	Tower Overlord
text_chatLordName_country1	King of Wei
text_chatLordName_country2	King of Wu
text_chatLordName_country3	King of Shu
text_chatLordName_world_war	Majesty
text_chatLordName_legion	Legion Overlord
text_chatLordName_tavern	Lucky One
text_setting_headFrameDesc	A limited edition avatar with great collector\'s value. After acquiring it, go to [Settings] to use it.
text_setting_headFrameType1	Event Avatar
text_setting_headFrameType2	Exclusive Avatar
text_setting_headFrameType3	Gallery Avatar
text_settingHeadFrameName_1_10001	Golden New Year Pig
text_settingHeadFrameName_1_10002	Glory of Labor
text_settingHeadFrameName_1_10003	Cute Lollipop
text_settingHeadFrameName_1_10004	Zongzi Baby
text_settingHeadFrameName_1_10005	Precursor Knight
text_settingHeadFrameName_1_10006	Precursor Knight
text_settingHeadFrameName_1_10007	待配置
text_settingHeadFrameName_1_10008	待配置
text_settingHeadFrameName_1_10009	待配置
text_settingHeadFrameName_2_20001	Power Overlord
text_settingHeadFrameName_3_1	Normal Avatar
text_settingHeadFrameConditionDesc_1_1	Event unlock
text_settingHeadFrameConditionDesc_2_1	Highest power on the server to unlock
text_settingHeadFrameConditionDesc_3_1	Illuminate in gallery to unlock
text_settingHeadFrameConditionDesc_3_2	Uncommon lord to unlock
text_settingHeadFrameConditionDesc_3_3	Unlock at Normal.150
text_settingHeadFrameConditionDesc_3_4	Unlock at Elite.150
text_settingHeadFrameConditionDesc_3_5	Unlock at Hard.150
text_settingHeadFrameConditionDesc_3_6	Unlock at Nightmare.150
text_settingHeadFrameConditionDesc_3_7	Unlock at Hell.150
text_settingHeadFrameTimDesc_1	Permanent
text_settingHeadFrameTimDesc_2	While you have highest power
text_fateName_1	Cute Sisters
text_fateName_2	Mr. Nobody
text_fateName_3	Beauty and the Beast
text_fateName_4	Attack Specialist
text_fateName_5	Concerted Attack
text_fateName_6	Well Balanced
text_fateName_7	Little Green Hat
text_fateName_8	Jack of All Trades
text_fateName_9	Natural Protection
text_fateName_10	Dwarf Elite
text_fateName_11	Naga Clan
text_fateName_12	Light Protection
text_fateName_13	Dark Envoy
text_fateName_14	Foodie
text_fateName_15	Ruler
text_fateName_16	Good Old Man
text_fateName_17	Interdependence
text_fateName_18	Mystery Man
text_fateName_19	Best Partner
text_fateName_20	Sturdy Build
text_fateName_21	Ocean Creatures
text_fateName_22	Damage Dealer
text_fateName_23	Magic Expert
text_fateName_24	Alliance of Justice
text_fateName_25	Soul Reaper
text_fateName_26	Perfect Aim
text_fateName_27	Ancient Power
text_fateName_28	Best Backup
text_fateName_29	Royal Guard
text_fateName_30	Neutral Honor
text_fateName_31	Opposing Ways
text_fateName_32	Rise from the Grave
text_fateName_33	Irreconcilable
text_fateName_34	Advent of Queen
text_fateName_35	Counter Balance
text_fateName_36	Ancient Memories
text_fateName_37	A Welcome Death
text_fateName_38	Strong as Rock
text_fateName_39	Special Operation
text_fateName_40	Dark and Light
text_fateName_41	Righteous and Resolute
text_fateName_42	Strange Clothing
text_fateName_43	Strong Interference
text_fateName_44	Piercing Blow
text_fateName_45	Know Your Enemy
text_fateName_46	Team Princess
text_fateName_47	Master of Death
text_fateName_48	Magic Master
text_fateName_49	Impenetrable
text_fateName_50	The Crazy Trio
text_fateName_51	Melee Machine
text_fateName_52	Damage Dealer
text_fateName_53	Fight Together
text_fateName_54	Powerful Alliance
text_fateName_55	Strong Support
text_fateName_56	Wise and Courageous
text_fateName_57	Bizarre and Odd
text_fateName_58	Unstoppable
text_heroQualityTitle_1	Apprentice
text_heroQualityTitle_2	Silver
text_heroQualityTitle_3	Gold
text_heroQualityTitle_4	Violet Gold
text_heroQualityTitle_5	Diamond
text_heroQualityTitle_6	Majesty
text_heroEquipConfName_10101	Traveler Helmet
text_heroEquipConfName_20101	Traveler Longsword
text_heroEquipConfName_30101	Traveler Shoulder Pads
text_heroEquipConfName_40101	Traveler Armor
text_heroEquipConfName_50101	Traveler Cloak
text_heroEquipConfName_60101	Traveler Necklace
text_heroEquipConfName_10301	Legion Helmet
text_heroEquipConfName_20301	Legion Longsword
text_heroEquipConfName_30301	Legion Shoulder Pads
text_heroEquipConfName_40301	Legion Armor
text_heroEquipConfName_50301	Legion Cloak
text_heroEquipConfName_60301	Legion Necklace
text_heroEquipConfName_10401	Rhino Helmet
text_heroEquipConfName_20401	Rhino Claws
text_heroEquipConfName_30401	Rhino Shoulder Pads
text_heroEquipConfName_40401	Rhino Armor
text_heroEquipConfName_50401	Rhino Cloak
text_heroEquipConfName_60401	Rhino Necklace
text_heroEquipConfName_10402	Jackal Helmet
text_heroEquipConfName_20402	Jackal Lance
text_heroEquipConfName_30402	Jackal Shoulder Pads
text_heroEquipConfName_40402	Jackal Armor
text_heroEquipConfName_50402	Jackal Cloak
text_heroEquipConfName_60402	Jackal Necklace
text_heroEquipConfName_10501	Ice Helmet
text_heroEquipConfName_20501	Ice Blade
text_heroEquipConfName_30501	Ice Shoulder Pads
text_heroEquipConfName_40501	Ice Armor
text_heroEquipConfName_50501	Ice Cloak
text_heroEquipConfName_60501	Ice Necklace
text_heroEquipConfName_10502	Thunder Helmet
text_heroEquipConfName_20502	Thunder Axe
text_heroEquipConfName_30502	Thunder Shoulder Pads
text_heroEquipConfName_40502	Thunder Armor
text_heroEquipConfName_50502	Thunder Cloak
text_heroEquipConfName_60502	Thunder Necklace
text_heroEquipConfName_10503	Dragonscale Helmet
text_heroEquipConfName_20503	Dragonscale Battle Axe
text_heroEquipConfName_30503	Dragonscale Shoulder Pads
text_heroEquipConfName_40503	Dragonscale Armor
text_heroEquipConfName_50503	Dragonscale Cloak
text_heroEquipConfName_60503	Dragonscale Pendant
text_heroEquipConfName_10601	Giant Dragon Helmet
text_heroEquipConfName_20601	Giant Dragon Blade
text_heroEquipConfName_30601	Giant Dragon Shoulder Pads
text_heroEquipConfName_40601	Giant Dragon Armor
text_heroEquipConfName_50601	Giant Dragon Cloak
text_heroEquipConfName_60601	Giant Dragon Necklace
text_heroEquipConfName_10602	Blood Demon Helmet
text_heroEquipConfName_20602	Blood Demon Longsword
text_heroEquipConfName_30602	Blood Demon Shoulder Pads
text_heroEquipConfName_40602	Blood Demon Armor
text_heroEquipConfName_50602	Blood Demon Cloak
text_heroEquipConfName_60602	Blood Demon Necklace
text_heroEquipConfName_10603	Spectral Helmet
text_heroEquipConfName_20603	Spectral Staff
text_heroEquipConfName_30603	Spectral Shoulder Pads
text_heroEquipConfName_40603	Spectral Armor
text_heroEquipConfName_50603	Spectral Cloak
text_heroEquipConfName_60603	Spectral Necklace
text_heroEquipConfName_10701	Titan Helmet
text_heroEquipConfName_20701	Titan Blade
text_heroEquipConfName_30701	Titan Shoulder Pads
text_heroEquipConfName_40701	Titan Armor
text_heroEquipConfName_50701	Titan Cloak
text_heroEquipConfName_60701	Titan Necklace
text_heroEquipConfName_10702	Thor Helmet
text_heroEquipConfName_20702	Thor Hammer
text_heroEquipConfName_30702	Thor Shoulder Pads
text_heroEquipConfName_40702	Thor Armor
text_heroEquipConfName_50702	Thor Cloak
text_heroEquipConfName_60702	Thor Necklace
text_heroEquipConfName_10703	Hades Helmet
text_heroEquipConfName_20703	Hades Longsword
text_heroEquipConfName_30703	Hades Shoulder Pads
text_heroEquipConfName_40703	Hades Armor
text_heroEquipConfName_50703	Hades Cloak
text_heroEquipConfName_60703	Hades Necklace
text_heroEquipConfDesc_10101	A traveler\'s hat made especially for new adventurers.
text_heroEquipConfDesc_20101	A long iron sword made especially for new adventurers. Perfect for hunting monsters.
text_heroEquipConfDesc_30101	These shoulder pads aren\'t the strongest, but work well for blocking some light damage.
text_heroEquipConfDesc_40101	Cloth armor made especially for new adventurers. Perfect for blocking some light damage.
text_heroEquipConfDesc_50101	A wind-resistant cloak made especially for new adventurers. Perfect for blocking some light damage.
text_heroEquipConfDesc_60101	A decorative necklace made especially for new adventurers, capable of channeling minor magic energies.
text_heroEquipConfDesc_10301	A hard helmet made for warriors in the army.
text_heroEquipConfDesc_20301	A firm blade made for warriors in the army, can cut through all light armor.
text_heroEquipConfDesc_30301	Hard shoulder pads made for warriors in the army can block damage from swords.
text_heroEquipConfDesc_40301	Hard armor made for warriors in the army can block damage from swords.
text_heroEquipConfDesc_50301	A wind-resistant cloak made for warriors in the army can block some battlefield damage.
text_heroEquipConfDesc_60301	A magic necklace made for warriors in the army can block light magic damage.
text_heroEquipConfDesc_10401	A hard helmet forged from rhino horn. Great defensive gear.
text_heroEquipConfDesc_20401	These claws forged from rhino horn and iron deal great tearing damage.
text_heroEquipConfDesc_30401	Strong shoulder pads made of iron and inlaid with rhino horn.
text_heroEquipConfDesc_40401	Strong armor made of iron and inlaid with bone from a rhino skull.
text_heroEquipConfDesc_50401	A cloak made with the toughness of rhino horn can offer great defensive protection.
text_heroEquipConfDesc_60401	A magic necklace made from rhino horn. Capable of channeling a little bit of magic energies.
text_heroEquipConfDesc_10402	A steel helmet marked with a jackal totem can provide great defense.
text_heroEquipConfDesc_20402	A long lance made from polished jackal fangs that deal great piercing damage.
text_heroEquipConfDesc_30402	Strong shoulder pads made of iron and inlaid with jackal fangs.
text_heroEquipConfDesc_40402	Armor made with the strength of a jackal totem, can provide decent defense.
text_heroEquipConfDesc_50402	A beautiful cloak made of jackal fur can provide warmth and defense.
text_heroEquipConfDesc_60402	A magic necklace made from a jackal fang. Capable of channeling a little bit of magic energies.
text_heroEquipConfDesc_10501	The ice crown worn by the Tundra Master can increase the wearer\'s accuracy damage.
text_heroEquipConfDesc_20501	An icy blade hidden in the arctic lands. Attacks deal extra ice damage.
text_heroEquipConfDesc_30501	Durable shoulder pads made from dark ice iron can block a portion of magic damage.
text_heroEquipConfDesc_40501	Durable armor made from dark ice iron can provide your heroes with extremely high armor.
text_heroEquipConfDesc_50501	Radiates ice energy continuously. Grants a chance to dodge enemy hero attacks.
text_heroEquipConfDesc_60501	An Ice Necklace made with the Heart of Winter. Greatly increases crit.
text_heroEquipConfDesc_10502	Legend says this helmet was worn by a warrior of the gods and fills its wearer with power.
text_heroEquipConfDesc_20502	A sharp battle axe filled with the power of thunder. Destroy your enemies with the fury of the skies.
text_heroEquipConfDesc_30502	These shoulder pads surge with power and provide great magic resistance.
text_heroEquipConfDesc_40502	Said to contain a power strong enough to reduce enemy damage.
text_heroEquipConfDesc_50502	This cloak surges with power and provides decent defense.
text_heroEquipConfDesc_60502	Said to contain a power that increases damage dealt to enemies.
text_heroEquipConfDesc_10503	This mask was once worn by a dragon slayer and provides its wearer with courage.
text_heroEquipConfDesc_20503	A battle axe said to be forged from dragon scales, it cuts through iron like butter.
text_heroEquipConfDesc_30503	Shoulder pads made from strong dragon scales, an incredibly rare defensive gear.
text_heroEquipConfDesc_40503	Armor made from strong dragon scales that can block the majority of physical damage.
text_heroEquipConfDesc_50503	A stylish cloak said to be made from dragon scales that increases your dodge against enemy attacks.
text_heroEquipConfDesc_60503	A mysterious necklace made from the Heart of Dragons, greatly increases your ATK.
text_heroEquipConfDesc_10601	A strong helmet said to be made from dragon bones. Gear of this power is not often found in the world.
text_heroEquipConfDesc_20601	The crimson Giant Dragon Blade has seen many heroes fall before its attacks.
text_heroEquipConfDesc_30601	Strong shoulder pads made from dragon horns can block almost all magic damage.
text_heroEquipConfDesc_40601	The Giant Dragon Armor burns a crimson red and contains the power of dragons, making your attacks nearly unstoppable.
text_heroEquipConfDesc_50601	A Giant Dragon Cloak said to be handmade by a dragon slayer can conceal himself amongst the dragons.
text_heroEquipConfDesc_60601	A necklace made by a dwarven dragon slayer out of dragon blood from a fresh kill.
text_heroEquipConfDesc_10602	The blood demons of the night sometimes wear this evil helmet to appear more imposing.
text_heroEquipConfDesc_20602	This sword is rumored to have belonged to the Blood Demon King. Many souls have fallen to its blade.
text_heroEquipConfDesc_30602	Sharp and noble Blood Demon Shoulder Pads that display the mystery and the bloodlust of the blood demons.
text_heroEquipConfDesc_40602	The treasure of the blood demons, said to hide the wearer in its grasp.
text_heroEquipConfDesc_50602	A symbol of the blood demons, the bat wings make its enemies tremble with fear.
text_heroEquipConfDesc_60602	This Blood Demon Necklace was nurtured for centuries in a pool of blood. It is an object of supreme evil.
text_heroEquipConfDesc_10603	A helmet worn by the Fearless in the underworld, feeding their pride and vanity.
text_heroEquipConfDesc_20603	The staff of the Fearless, said to be able to summon the undead souls of the underworld.
text_heroEquipConfDesc_30603	These arm guards contain the spirit of a hellhound and can resist all magics in this world.
text_heroEquipConfDesc_40603	Spectral Armor is made by Hades himself and is only given to the strongest of the Fearless.
text_heroEquipConfDesc_50603	The Spectral Cloak is infused with countless souls of the dead, who surround it wherever it goes.
text_heroEquipConfDesc_60603	The Spectral Necklace was made with an Eye of Nether and is the source of all undead magic.
text_heroEquipConfDesc_10701	A golden helmet worn by the titans, dignified and solemn.
text_heroEquipConfDesc_20701	A giant sword wielded by the Titan King, said to be able to split mountains in two.
text_heroEquipConfDesc_30701	Titan Shoulder Pads made by the expert craftsmen of the Titan race.
text_heroEquipConfDesc_40701	Light, strong and pliable. Greatly increases hero armor.
text_heroEquipConfDesc_50701	Titan Cloaks are worn by all Titan nobles and grant good fortune to those who wear them.
text_heroEquipConfDesc_60701	Crafted by the Titans using Divine Stones to absorb the limitless magic energies that abound between the realms.
text_heroEquipConfDesc_10702	The divine helmet worn by Thor, said to have been lost to the mortal world after the twilight of the gods.
text_heroEquipConfDesc_20702	Thor\'s most favored object during his lifetime, it struck fear into the hearts of gods.
text_heroEquipConfDesc_30702	Thor\'s armor. After spending so many years with him, it absorbed his ability to call on lightning.
text_heroEquipConfDesc_40702	Lightning surrounds the armor like intertwining snakes, causing all to jump back in fear.
text_heroEquipConfDesc_50702	Thor\'s signature cloak, flashing with the blue lightning.
text_heroEquipConfDesc_60702	Thor Necklace was inlaid with the Heart of Lightning causing even the gods to tremble with fear.
text_heroEquipConfDesc_10703	The helmet worn by Hades, the Lord of the Underworld.
text_heroEquipConfDesc_20703	Infused with millions of undead souls from the netherworld, it leaves only death in its tracks.
text_heroEquipConfDesc_30703	Quenched in the rivers of the nether, Hades Pads turn all them touched to ash.
text_heroEquipConfDesc_40703	Hades commanded the people of the underworld to forge this fallen Dark Gold from the mortal world.
text_heroEquipConfDesc_50703	The symbol and glory of a king. No one wants to see what truly lies underneath Hades Cloak.
text_heroEquipConfDesc_60703	A necklace made by Hades using the souls of fallen gods. It contains a power to make the world tremble.
text_heroEquipSuitName_201	Traveler Set
text_heroEquipSuitName_301	Legion Set
text_heroEquipSuitName_401	Rhino Set
text_heroEquipSuitName_402	Jackal Set
text_heroEquipSuitName_501	Ice Set
text_heroEquipSuitName_502	Thunder Set
text_heroEquipSuitName_503	Dragonscale Set
text_heroEquipSuitName_601	Giant Dragon Set
text_heroEquipSuitName_602	Blood Demon Set
text_heroEquipSuitName_603	Spectral Set
text_heroEquipSuitName_701	Titan Set
text_heroEquipSuitName_702	Thor Set
text_heroEquipSuitName_703	Hades Set
text_soldierName_100	Basic Infantry
text_soldierName_101	Basic Infantry
text_soldierName_102	Intermediate Infantry
text_soldierName_103	Advanced Infantry
text_soldierName_104	Elite Infantry
text_soldierName_105	Honor Infantry
text_soldierName_106	Berserker
text_soldierName_200	Basic Archer
text_soldierName_201	Basic Archer
text_soldierName_202	Intermediate Archer
text_soldierName_203	Advanced Archer
text_soldierName_204	Elite Archer
text_soldierName_205	Honor Archer
text_soldierName_206	Divine Archer
text_soldierName_300	Basic Rider
text_soldierName_301	Basic Rider
text_soldierName_302	Intermediate Rider
text_soldierName_303	Advanced Rider
text_soldierName_304	Elite Rider
text_soldierName_305	Honor Rider
text_soldierName_306	Dragon Rider
text_summonName_5001	Speed Drake
text_summonName_40050201	Enraged Boar
text_summonName_51100201	Skeleton Soldier
text_summonName_51130101	Snake Club
text_summonName_61020101	Lava Elf
text_summonName_61020201	Hellfire
text_summonName_61030201	Griffon Clone
text_battletalk_1	Oh, why do you resist?
text_battletalk_2	It\'s pointless!
text_battletalk_3	Witness my power!
text_battletalk_4	It worked!
text_battletalk_5	You\'re done!
text_battletalk_6	I\'ll win this time!
text_battletalk_7	No one can stop me!
text_battletalk_8	Can anyone beat me?
text_battletalk_9	Hah, you\'re no match for me!
text_battletalk_10	I will have victory!
text_battletalk_11	Heh, you will fall before me!
text_battletalk_12	Don\'t be so savage!
text_battletalk_13	No one can defeat me!
text_battletalk_14	Witness my skill!
text_battletalk_15	Kill! Kill! Kill!
text_innateDesc_1	ATK +
text_innateDesc_2	Armor +
text_innateDesc_3	Skill DEF +
text_innateDesc_4	HP +
text_innateDesc_5	DEF +
text_innateDesc_11	ATK +
text_innateDesc_12	Armor +
text_innateDesc_13	Skill DEF +
text_innateDesc_14	HP +
text_innateDesc_15	DEF +
text_innateDesc_21	Armor Piercing +
text_innateDesc_22	Skill DEF Piercing +
text_innateDesc_23	Skill Damage Bonus +
text_innateDesc_24	Skill Damage Mitigation +
text_innateDesc_25	Skill Crit Rate +
text_innateDesc_26	Anti-Debuff +
text_innateDesc_27	Healing Bonus +
text_innateDesc_28	Ignore DEF +
text_innateDesc_41	Crit Damage +
text_innateDesc_42	Crit DMG Mitigation +
text_innateDesc_43	Damage Bonus +
text_innateDesc_44	Damage Mitigation +
text_innateDesc_45	Accuracy +
text_innateDesc_46	Dodge +
text_innateDesc_47	Crit +
text_innateDesc_48	Anti-Crit +
text_innateDesc_61	Initial Rage +
text_innateDesc_62	Rage Regen Speed +
text_innateDesc_101	All ATK +
text_innateDesc_102	All Armor +
text_innateDesc_103	All Skill DEF +
text_innateDesc_104	All HP +
text_innateDesc_105	All DEF +
text_innateDesc_111	All ATK +
text_innateDesc_112	All Armor +
text_innateDesc_113	All Skill DEF +
text_innateDesc_114	All HP +
text_innateDesc_115	All DEF +
text_innateDesc_121	All Armor Piercing +
text_innateDesc_122	All Skill DEF Piercing +
text_innateDesc_123	All Skill Damage Bonus +
text_innateDesc_124	All Skill Damage Mitigation +
text_innateDesc_125	All Skill Crit Rate +
text_innateDesc_126	All Anti-Debuff +
text_innateDesc_127	All Healing Bonus +
text_innateDesc_128	All Ignore DEF +
text_innateDesc_141	All Crit Damage +
text_innateDesc_142	All Crit DMG Mitigation +
text_innateDesc_143	All Damage Bonus +
text_innateDesc_144	All Damage Mitigation +
text_innateDesc_145	All Accuracy +
text_innateDesc_146	All Dodge +
text_innateDesc_147	All Crit +
text_innateDesc_148	All Anti-Crit +
text_innateDesc_161	All Initial Rage +
text_innateDesc_162	All Rage Regen Speed +
text_growhelp_strength_name_playerLv0	Lord Level Up
text_growhelp_strength_name_war_college0	Learn Effective Battle Formations
text_growhelp_strength_name_dragon0	Advance Dragon
text_growhelp_strength_name_heroQuality	Deploy Hero 
text_growhelp_strength_name_heroQuality4	Deploy 4-Star Hero 
text_growhelp_strength_name_heroQuality5	Deploy 5-Star Hero 
text_growhelp_strength_name_heroQuality6	Deploy 6-Star Hero 
text_growhelp_strength_name_heroQuality7	Deploy 7-Star Hero 
text_growhelp_strength_name_heroQuality8	Deploy 8-Star Hero 
text_growhelp_strength_name_heroQuality9	Deploy 9-Star Hero 
text_growhelp_strength_name_heroQuality10	Deploy 10-Star Hero 
text_growhelp_strength_name_heroQuality11	Deploy 11-Star Hero 
text_growhelp_strength_name_heroQuality12	Deploy 12-Star Hero 
text_growhelp_strength_name_heroQuality13	Deploy 13-Star Hero 
text_growhelp_strength_name_heroQuality14	Deploy 14-Star Hero 
text_growhelp_strength_name_heroQuality15	Deploy 15-Star Hero
text_growhelp_strength_name_equipQuality2	Equip Gear
text_growhelp_strength_name_equipQuality3	Equip Rare Gear
text_growhelp_strength_name_equipQuality4	Equip Epic Gear
text_growhelp_strength_name_equipQuality5	Equip Mythic Gear
text_growhelp_strength_name_equipQuality6	Equip Ancient Gear
text_growhelp_strength_name_equipQuality7	Equip Genesis Gear
text_growhelp_strength_name_heroLvUp0	Hero Level Up
text_growhelp_strength_name_equipUpgrade0	Enhance Gear
text_growhelp_strength_name_reborn0	Hero Advance
text_growhelp_strength_name_soldier0	Advance Troops
text_growhelp_strength_name_heroTitle0	Hero Title Promotion
text_growhelp_strength_name_fate0	Hero Destiny Activate
text_growhelp_strength_name_equipRefine0	Refine Gear
text_growhelp_strength_name_part0	Slot Awakening
text_growhelp_strength_name_gem0	Inlay Gems
text_growhelp_strength_name_sky0	Artifact Advance
text_growhelp_strength_name_skySkill0	Artifact Skill Increase
text_growhelp_strength_name_destiny0	Hero Enhance Fate
text_growhelp_strength_name_equipImprove0	Gear Modification
text_growhelp_strength_name_skyGather0	Artifact Collect
text_growhelp_strength_name_skyAwake0	Artifact Awake
text_growhelp_strength_desc_playerLv	Lord level up to unlock new feature!
text_growhelp_strength_desc_war_college	Proper formation can influence the battle!
text_growhelp_strength_desc_dragon	The dragons are born to war!
text_growhelp_strength_desc_heroQuality	Summon powerful heroes!
text_growhelp_strength_desc_equipQuality	Equip the best gears and crush all the enemies!
text_growhelp_strength_desc_heroLvUp	This is the basic of all everything!
text_growhelp_strength_desc_equipUpgrade	Forge fantastic gears!
text_growhelp_strength_desc_reborn	Activate the exclusive talents of heroes!
text_growhelp_strength_desc_soldier	Create your own powerful troops!
text_growhelp_strength_desc_heroTitle	The title is the symbol of identity!
text_growhelp_strength_desc_fate	Sharply increase the base stats!
text_growhelp_strength_desc_equipRefine	Activate special stats bonuses!
text_growhelp_strength_desc_part	Activate the unlimited potential of heroes!
text_growhelp_strength_desc_gem	Gem is the symbol of power!
