索引id	武将等级	兵种ID	品质	基础攻击	基础血量	基础怒气	基础武防	基础魔防	基础命中率万分比	基础闪避率万分比	基础暴击率万分比	基础韧性率万分比	伤害加成	伤害减免	无视护甲万分比	无视技防万分比	治疗加成	怒气回复加成	负面抗性	暴击伤害	暴击减伤	技能伤害加成	技能伤害减免	突破等级	技能等级
2004307	257	6	0	453113	6791049	4325	282483	282483	4641	4641	4641	4641	4641	4641	1292	1292	1292	1292	1292	2842	0	1550	3618	10	4
2004308	259	6	0	461483	6915768	4358	287680	287680	4707	4707	4707	4707	4707	4707	1310	1310	1310	1310	1310	2882	0	1572	3669	10	4
2004309	262	6	0	474156	7104640	4408	295549	295549	4805	4805	4805	4805	4805	4805	1337	1337	1337	1337	1337	2943	0	1605	3746	10	5
2004310	264	6	0	483598	7246192	4441	301438	301438	4872	4872	4872	4872	4872	4872	1356	1356	1356	1356	1356	2984	0	1627	3798	10	5
2004311	266	6	0	494446	7409982	4475	308238	308238	4939	4939	4939	4939	4939	4939	1375	1375	1375	1375	1375	3025	0	1650	3850	10	5
2004312	269	6	0	510441	7651525	4525	318265	318265	5040	5040	5040	5040	5040	5040	1403	1403	1403	1403	1403	3087	0	1683	3929	10	5
2004313	271	6	0	521518	7818770	4559	325208	325208	5108	5108	5108	5108	5108	5108	1422	1422	1422	1422	1422	3128	0	1706	3982	10	5
2004314	274	6	0	537838	8065229	4611	335440	335440	5211	5211	5211	5211	5211	5211	1450	1450	1450	1450	1450	3191	0	1740	4062	10	5
2004315	276	6	0	549150	8236024	4645	342530	342530	5279	5279	5279	5279	5279	5279	1469	1469	1469	1469	1469	3233	0	1763	4115	10	5
2004316	278	6	0	560559	8408291	4680	349682	349682	5349	5349	5349	5349	5349	5349	1489	1489	1489	1489	1489	3276	0	1787	4169	10	5
2004317	281	6	0	578875	8684763	4733	361159	361159	5453	5453	5453	5453	5453	5453	1518	1518	1518	1518	1518	3340	0	1822	4251	10	6
2004318	283	6	0	591485	8875067	4768	369059	369059	5524	5524	5524	5524	5524	5524	1537	1537	1537	1537	1537	3383	0	1845	4306	10	6
2004319	286	6	0	610069	9155577	4821	380702	380702	5630	5630	5630	5630	5630	5630	1567	1567	1567	1567	1567	3448	0	1881	4389	10	6
2004320	288	6	0	627295	9414574	4857	391463	391463	5701	5701	5701	5701	5701	5701	1587	1587	1587	1587	1587	3492	0	1904	4444	10	6
2004321	290	6	0	641268	9624023	4893	400155	400155	5773	5773	5773	5773	5773	5773	1607	1607	1607	1607	1607	3536	0	1928	4500	10	6
2004322	293	6	0	662544	9942952	4947	413389	413389	5881	5881	5881	5881	5881	5881	1637	1637	1637	1637	1637	3602	0	1965	4585	10	6
2004323	295	6	0	689248	10342247	4983	430041	430041	5954	5954	5954	5954	5954	5954	1657	1657	1657	1657	1657	3647	0	1989	4641	10	6
2004324	298	6	0	710346	10658481	5038	443163	443163	6064	6064	6064	6064	6064	6064	1688	1688	1688	1688	1688	3714	0	2025	4727	10	6
2004325	300	6	0	724970	10877694	5075	452260	452260	6138	6138	6138	6138	6138	6138	1708	1708	1708	1708	1708	3759	0	2050	4784	10	7
2004326	302	6	0	742435	11139544	5113	463131	463131	6212	6212	6212	6212	6212	6212	1729	1729	1729	1729	1729	3804	0	2075	4842	10	7
2004327	305	6	0	764273	11466892	5169	476713	476713	6324	6324	6324	6324	6324	6324	1760	1760	1760	1760	1760	3873	0	2112	4929	10	7
2004328	307	6	0	779542	11695793	5206	486212	486212	6399	6399	6399	6399	6399	6399	1781	1781	1781	1781	1781	3919	0	2137	4988	10	7
2004329	310	6	0	802004	12032518	5263	500183	500183	6512	6512	6512	6512	6512	6512	1813	1813	1813	1813	1813	3988	0	2175	5076	10	7
2004330	312	6	0	817843	12270058	5301	510034	510034	6588	6588	6588	6588	6588	6588	1834	1834	1834	1834	1834	4035	0	2201	5135	10	7
2004331	314	6	0	834797	12524698	5339	520572	520572	6665	6665	6665	6665	6665	6665	1855	1855	1855	1855	1855	4082	0	2226	5195	10	7
2004332	317	6	0	859773	12899835	5397	536095	536095	6780	6780	6780	6780	6780	6780	1887	1887	1887	1887	1887	4152	0	2265	5285	10	7
2004333	319	6	0	877095	13160007	5436	546862	546862	6858	6858	6858	6858	6858	6858	1909	1909	1909	1909	1909	4200	0	2291	5345	10	7
2004334	322	6	0	903121	13550921	5495	563037	563037	6974	6974	6974	6974	6974	6974	1941	1941	1941	1941	1941	4271	0	2330	5437	10	8
2004335	324	6	0	922426	13840867	5534	575039	575039	7053	7053	7053	7053	7053	7053	1963	1963	1963	1963	1963	4319	0	2356	5498	10	8
2004336	326	6	0	940813	14117024	5574	586468	586468	7132	7132	7132	7132	7132	7132	1985	1985	1985	1985	1985	4368	0	2382	5559	10	8
2004337	329	6	0	969011	14540549	5633	603994	603994	7251	7251	7251	7251	7251	7251	2018	2018	2018	2018	2018	4441	0	2422	5652	10	8
2004338	331	6	0	987828	14823162	5673	615690	615690	7330	7330	7330	7330	7330	7330	2040	2040	2040	2040	2040	4489	0	2449	5714	10	8
2004339	334	6	0	1015505	15238875	5733	632891	632891	7451	7451	7451	7451	7451	7451	2074	2074	2074	2074	2074	4563	0	2489	5808	10	8
2004340	336	6	0	1034855	15529418	5774	644927	644927	7532	7532	7532	7532	7532	7532	2096	2096	2096	2096	2096	4613	0	2516	5871	10	8
2004341	338	6	0	1055532	15839212	5815	657870	657870	7613	7613	7613	7613	7613	7613	2119	2119	2119	2119	2119	4662	0	2543	5934	10	8
2004342	341	6	0	1086256	16299526	5876	677103	677103	7735	7735	7735	7735	7735	7735	2153	2153	2153	2153	2153	4737	0	2584	6029	10	9
2004343	343	6	0	1109034	16640838	5917	691357	691357	7817	7817	7817	7817	7817	7817	2176	2176	2176	2176	2176	4788	0	2611	6093	10	9
2004344	346	6	0	1140948	17118995	5979	711333	711333	7941	7941	7941	7941	7941	7941	2210	2210	2210	2210	2210	4863	0	2653	6190	10	9
2004345	348	6	0	1163079	17450583	6021	725184	725184	8024	8024	8024	8024	8024	8024	2234	2234	2234	2234	2234	4914	0	2680	6255	10	9
2004346	350	6	0	1185405	17785080	6063	739156	739156	8108	8108	8108	8108	8108	8108	2257	2257	2257	2257	2257	4965	0	2708	6320	10	9
2004347	353	6	0	1218246	18277127	6126	759713	759713	8233	8233	8233	8233	8233	8233	2292	2292	2292	2292	2292	5043	0	2750	6418	10	9
2004348	355	6	0	1241046	18618729	6168	773982	773982	8318	8318	8318	8318	8318	8318	2315	2315	2315	2315	2315	5094	0	2778	6484	10	9
2004349	358	6	0	1274562	19120873	6232	794961	794961	8445	8445	8445	8445	8445	8445	2351	2351	2351	2351	2351	5172	0	2821	6583	10	9
2004350	359	6	0	1287253	19311045	6253	802902	802902	8488	8488	8488	8488	8488	8488	2363	2363	2363	2363	2363	5198	0	2835	6616	10	9
2014001	90	3	0	23754	357511	5365	14891	14891	729	729	729	729	729	729	203	203	203	203	203	446	0	243	568	5	1
2014002	90	3	0	23996	361136	5367	15042	15042	732	732	732	732	732	732	203	203	203	203	203	448	0	244	570	5	1
2014003	90	3	0	24120	363010	5367	15120	15120	733	733	733	733	733	733	204	204	204	204	204	449	0	245	572	5	1
2014004	90	3	0	24362	366639	5369	15271	15271	736	736	736	736	736	736	205	205	205	205	205	451	0	246	574	5	1
2014005	90	3	0	24604	370271	5370	15422	15422	739	739	739	739	739	739	205	205	205	205	205	453	0	247	576	5	1
2014006	90	3	0	24729	372149	5371	15500	15500	741	741	741	741	741	741	206	206	206	206	206	454	0	247	577	5	1
2014007	91	3	0	24972	375785	5372	15652	15652	744	744	744	744	744	744	207	207	207	207	207	455	0	248	580	5	1
2014008	91	3	0	25063	377165	5374	15709	15709	747	747	747	747	747	747	208	208	208	208	208	457	0	249	582	5	1
2014009	91	3	0	25155	378546	5375	15767	15767	750	750	750	750	750	750	208	208	208	208	208	459	0	250	584	5	1
2014010	91	3	0	25247	379929	5377	15824	15824	753	753	753	753	753	753	209	209	209	209	209	461	0	251	587	5	1
2014011	91	3	0	25339	381311	5378	15882	15882	756	756	756	756	756	756	210	210	210	210	210	463	0	252	589	5	1
2014012	92	3	0	25431	382695	5380	15939	15939	759	759	759	759	759	759	211	211	211	211	211	465	0	253	591	5	1
2014013	92	3	0	25555	384560	5382	16017	16017	763	763	763	763	763	763	212	212	212	212	212	467	0	255	595	5	1
2014014	92	3	0	25640	385847	5384	16071	16071	766	766	766	766	766	766	213	213	213	213	213	469	0	256	597	5	1
2014015	92	3	0	25764	387715	5386	16148	16148	771	771	771	771	771	771	214	214	214	214	214	472	0	257	601	5	1
2014016	93	3	0	25850	389003	5388	16202	16202	774	774	774	774	774	774	215	215	215	215	215	474	0	258	603	5	1
2014017	93	3	0	25936	390305	5389	16256	16256	777	777	777	777	777	777	216	216	216	216	216	476	0	259	605	5	1
2014018	93	3	0	26023	391608	5391	16310	16310	780	780	780	780	780	780	217	217	217	217	217	477	0	260	608	5	1
2014019	93	3	0	26110	392912	5392	16364	16364	783	783	783	783	783	783	218	218	218	218	218	479	0	261	610	5	1
2014020	93	3	0	26196	394217	5394	16419	16419	786	786	786	786	786	786	218	218	218	218	218	481	0	262	613	5	1
2014021	94	3	0	26283	395522	5395	16473	16473	789	789	789	789	789	789	219	219	219	219	219	483	0	263	615	5	1
2014022	94	3	0	26504	398858	5397	16613	16613	794	794	794	794	794	794	221	221	221	221	221	486	0	265	619	5	1
2014023	94	3	0	26654	401127	5399	16708	16708	797	797	797	797	797	797	221	221	221	221	221	488	0	266	621	5	1
2014024	94	3	0	26875	404467	5401	16849	16849	801	801	801	801	801	801	223	223	223	223	223	491	0	267	625	5	1
2014025	95	3	0	27026	406739	5403	16944	16944	804	804	804	804	804	804	224	224	224	224	224	492	0	268	627	5	1
2014026	95	3	0	27109	407987	5404	16996	16996	807	807	807	807	807	807	224	224	224	224	224	494	0	269	629	5	1
2014027	95	3	0	27191	409235	5406	17048	17048	811	811	811	811	811	811	225	225	225	225	225	496	0	270	632	5	1
2014028	95	3	0	27274	410484	5407	17100	17100	814	814	814	814	814	814	226	226	226	226	226	498	0	271	634	5	1
2014029	95	3	0	27357	411734	5409	17152	17152	817	817	817	817	817	817	227	227	227	227	227	500	0	273	637	5	1
2014030	96	3	0	27440	412985	5411	17203	17203	820	820	820	820	820	820	228	228	228	228	228	502	0	274	639	5	1
2014031	96	3	0	27524	414247	5412	17256	17256	823	823	823	823	823	823	229	229	229	229	229	504	0	275	641	5	1
2014032	96	3	0	27608	415510	5414	17308	17308	826	826	826	826	826	826	230	230	230	230	230	506	0	276	644	5	1
2014033	96	3	0	27692	416774	5415	17361	17361	829	829	829	829	829	829	230	230	230	230	230	508	0	277	646	5	1
2014034	96	3	0	27776	418039	5417	17413	17413	832	832	832	832	832	832	231	231	231	231	231	510	0	278	649	5	1
2014035	97	3	0	27860	419304	5418	17466	17466	835	835	835	835	835	835	232	232	232	232	232	512	0	279	651	5	1
2014036	97	3	0	27982	421151	5421	17543	17543	840	840	840	840	840	840	234	234	234	234	234	514	0	280	655	5	1
2014037	97	3	0	28067	422429	5422	17596	17596	843	843	843	843	843	843	234	234	234	234	234	516	0	281	657	5	1
2014038	97	3	0	28190	424277	5425	17672	17672	848	848	848	848	848	848	236	236	236	236	236	519	0	283	661	5	1
2014039	98	3	0	28275	425557	5426	17725	17725	851	851	851	851	851	851	237	237	237	237	237	521	0	284	663	5	1
2014040	98	3	0	28360	426848	5428	17779	17779	854	854	854	854	854	854	237	237	237	237	237	523	0	285	666	5	1
2014041	98	3	0	28446	428141	5429	17833	17833	858	858	858	858	858	858	238	238	238	238	238	525	0	286	668	5	1
2014042	98	3	0	28532	429434	5431	17886	17886	861	861	861	861	861	861	239	239	239	239	239	527	0	287	671	5	1
2014043	98	3	0	28618	430728	5433	17940	17940	864	864	864	864	864	864	240	240	240	240	240	529	0	288	673	5	1
2014044	99	3	0	28704	432022	5434	17994	17994	867	867	867	867	867	867	241	241	241	241	241	531	0	289	676	5	1
2014045	99	3	0	29105	438045	5437	18244	18244	872	872	872	872	872	872	242	242	242	242	242	534	0	291	680	5	1
2014046	99	3	0	29377	442110	5438	18413	18413	875	875	875	875	875	875	243	243	243	243	243	536	0	292	682	5	1
2014047	99	3	0	29779	448139	5441	18664	18664	880	880	880	880	880	880	245	245	245	245	245	539	0	294	686	5	1
2014048	100	4	0	30050	452210	5442	18833	18833	883	883	883	883	883	883	245	245	245	245	245	541	0	295	688	6	1
2014049	100	4	0	33159	498570	5445	20771	20771	888	888	888	888	888	888	247	247	247	247	247	544	0	296	692	6	1
2014050	100	4	0	35237	529551	5446	22066	22066	891	891	891	891	891	891	248	248	248	248	248	546	0	297	695	6	1
2014051	100	4	0	38350	575967	5449	24006	24006	896	896	896	896	896	896	249	249	249	249	249	549	0	299	698	6	1
2014052	101	4	0	40430	606994	5450	25303	25303	899	899	899	899	899	899	250	250	250	250	250	551	0	300	701	6	1
2014053	101	4	0	40825	612940	5454	25547	25547	907	907	907	907	907	907	252	252	252	252	252	556	0	303	707	6	1
2014054	102	4	0	41221	618889	5459	25792	25792	915	915	915	915	915	915	255	255	255	255	255	561	0	306	714	6	1
2014055	102	4	0	41465	622569	5461	25944	25944	920	920	920	920	920	920	256	256	256	256	256	564	0	307	717	6	1
2014056	102	4	0	41787	627411	5464	26143	26143	927	927	927	927	927	927	258	258	258	258	258	568	0	309	722	6	1
2014057	103	4	0	42032	631095	5467	26295	26295	932	932	932	932	932	932	259	259	259	259	259	571	0	311	726	6	1
2014058	103	4	0	42434	637148	5471	26544	26544	940	940	940	940	940	940	261	261	261	261	261	576	0	314	733	6	1
2014059	104	4	0	42837	643205	5475	26793	26793	948	948	948	948	948	948	264	264	264	264	264	581	0	316	739	6	1
2014060	104	4	0	43209	648775	5478	27024	27024	953	953	953	953	953	953	265	265	265	265	265	584	0	318	743	6	1
2014061	104	4	0	43701	656136	5481	27328	27328	960	960	960	960	960	960	267	267	267	267	267	588	0	320	748	6	1
2014062	105	4	0	44074	661714	5483	27558	27558	965	965	965	965	965	965	268	268	268	268	268	591	0	322	752	6	1
2014063	105	4	0	44467	667629	5488	27802	27802	973	973	973	973	973	973	271	271	271	271	271	596	0	325	759	6	1
2014064	106	4	0	44861	673549	5492	28045	28045	982	982	982	982	982	982	273	273	273	273	273	601	0	328	765	6	1
2014065	106	4	0	45337	680706	5494	28341	28341	987	987	987	987	987	987	274	274	274	274	274	604	0	329	769	6	1
2014066	106	4	0	45968	690180	5498	28734	28734	994	994	994	994	994	994	276	276	276	276	276	608	0	332	774	6	1
2014067	107	4	0	46445	697347	5500	29030	29030	999	999	999	999	999	999	278	278	278	278	278	611	0	333	778	6	1
2014068	107	4	0	46850	703444	5504	29281	29281	1007	1007	1007	1007	1007	1007	280	280	280	280	280	617	0	336	785	6	1
2014069	108	4	0	47256	709544	5509	29532	29532	1016	1016	1016	1016	1016	1016	282	282	282	282	282	622	0	339	792	6	1
2014070	108	4	0	47506	713316	5511	29687	29687	1021	1021	1021	1021	1021	1021	284	284	284	284	284	625	0	341	796	6	1
2014071	108	4	0	47836	718270	5515	29891	29891	1028	1028	1028	1028	1028	1028	286	286	286	286	286	629	0	343	801	6	1
2014072	109	4	0	48086	722047	5517	30046	30046	1033	1033	1033	1033	1033	1033	287	287	287	287	287	632	0	345	805	6	1
2014073	109	4	0	48498	728234	5522	30301	30301	1042	1042	1042	1042	1042	1042	290	290	290	290	290	638	0	348	812	6	1
2014074	110	4	0	48909	734425	5526	30555	30555	1050	1050	1050	1050	1050	1050	292	292	292	292	292	643	0	351	819	6	1
2014075	110	4	0	49157	738160	5529	30709	30709	1055	1055	1055	1055	1055	1055	293	293	293	293	293	646	0	352	823	6	1
2014076	110	4	0	49483	743061	5532	30910	30910	1062	1062	1062	1062	1062	1062	295	295	295	295	295	650	0	355	828	6	1
2014077	111	4	0	49731	746800	5535	31064	31064	1068	1068	1068	1068	1068	1068	297	297	297	297	297	654	0	356	832	6	1
2014078	111	4	0	50145	753027	5539	31320	31320	1076	1076	1076	1076	1076	1076	299	299	299	299	299	659	0	359	839	6	1
2014079	112	4	0	50559	759258	5544	31576	31576	1085	1085	1085	1085	1085	1085	302	302	302	302	302	664	0	362	846	6	1
2014080	112	4	0	50816	763126	5546	31735	31735	1090	1090	1090	1090	1090	1090	303	303	303	303	303	668	0	364	850	6	1
2014081	112	4	0	51153	768203	5550	31944	31944	1098	1098	1098	1098	1098	1098	305	305	305	305	305	672	0	366	855	6	1
2014082	113	4	0	51410	772076	5552	32103	32103	1103	1103	1103	1103	1103	1103	307	307	307	307	307	675	0	368	860	6	1
2014083	113	4	0	52457	787850	5557	32756	32756	1112	1112	1112	1112	1112	1112	309	309	309	309	309	681	0	371	866	6	1
2014084	114	4	0	53505	803634	5561	33409	33409	1121	1121	1121	1121	1121	1121	312	312	312	312	312	686	0	374	873	6	1
2014085	114	4	0	53767	807574	5564	33571	33571	1126	1126	1126	1126	1126	1126	313	313	313	313	313	689	0	376	878	6	1
2014086	114	4	0	54110	812743	5568	33784	33784	1133	1133	1133	1133	1133	1133	315	315	315	315	315	694	0	378	883	6	1
2014087	115	4	0	54372	816689	5570	33946	33946	1139	1139	1139	1139	1139	1139	317	317	317	317	317	697	0	380	887	6	1
2014088	115	4	0	54801	823138	5575	34211	34211	1148	1148	1148	1148	1148	1148	319	319	319	319	319	703	0	383	894	6	1
2014089	116	4	0	55229	829591	5579	34476	34476	1157	1157	1157	1157	1157	1157	322	322	322	322	322	708	0	386	901	6	1
2014090	116	4	0	55492	833542	5582	34638	34638	1162	1162	1162	1162	1162	1162	323	323	323	323	323	712	0	388	906	6	1
2014091	116	4	0	55836	838724	5586	34851	34851	1169	1169	1169	1169	1169	1169	325	325	325	325	325	716	0	390	911	6	1
2014092	117	4	0	56099	842681	5588	35014	35014	1175	1175	1175	1175	1175	1175	327	327	327	327	327	719	0	392	916	6	1
2014093	117	4	0	56527	849133	5593	35279	35279	1184	1184	1184	1184	1184	1184	329	329	329	329	329	725	0	395	923	6	1
2014094	118	4	0	56956	855589	5598	35544	35544	1193	1193	1193	1193	1193	1193	332	332	332	332	332	731	0	398	930	6	1
2014095	118	4	0	57223	859605	5600	35709	35709	1199	1199	1199	1199	1199	1199	333	333	333	333	333	734	0	400	934	6	1
2014096	118	4	0	57572	864869	5604	35926	35926	1206	1206	1206	1206	1206	1206	335	335	335	335	335	738	0	403	940	6	1
2014097	119	4	0	57839	868889	5607	36091	36091	1211	1211	1211	1211	1211	1211	337	337	337	337	337	742	0	404	944	6	1
2014098	119	4	0	58320	876103	5611	36388	36388	1221	1221	1221	1221	1221	1221	339	339	339	339	339	747	0	407	951	6	1
2014099	120	4	0	58801	883321	5616	36686	36686	1230	1230	1230	1230	1230	1230	342	342	342	342	342	753	0	411	959	7	1
2014100	120	4	0	59459	893189	5619	37097	37097	1236	1236	1236	1236	1236	1236	344	344	344	344	344	757	0	412	963	7	1
2014101	120	4	0	60330	906259	5623	37642	37642	1243	1243	1243	1243	1243	1243	346	346	346	346	346	761	0	415	969	7	1
2014102	121	4	0	60989	916141	5625	38054	38054	1249	1249	1249	1249	1249	1249	347	347	347	347	347	765	0	417	973	7	1
2014103	121	4	0	61501	923841	5628	38375	38375	1254	1254	1254	1254	1254	1254	349	349	349	349	349	768	0	419	978	7	1
2014104	121	4	0	62178	934015	5632	38799	38799	1262	1262	1262	1262	1262	1262	351	351	351	351	351	773	0	421	984	7	1
2014105	122	4	0	62691	941725	5635	39121	39121	1268	1268	1268	1268	1268	1268	353	353	353	353	353	776	0	423	988	7	1
2014106	122	4	0	63036	946903	5638	39336	39336	1273	1273	1273	1273	1273	1273	354	354	354	354	354	780	0	425	992	7	1
2014107	122	4	0	63272	950459	5640	39484	39484	1277	1277	1277	1277	1277	1277	355	355	355	355	355	782	0	426	995	7	1
2014108	122	4	0	63618	955643	5643	39700	39700	1283	1283	1283	1283	1283	1283	357	357	357	357	357	785	0	428	1000	7	1
2014109	123	4	0	63855	959204	5644	39849	39849	1286	1286	1286	1286	1286	1286	358	358	358	358	358	788	0	429	1003	7	1
2014110	123	4	0	64203	964430	5647	40066	40066	1292	1292	1292	1292	1292	1292	359	359	359	359	359	791	0	431	1007	7	1
2014111	123	4	0	64660	971300	5651	40352	40352	1300	1300	1300	1300	1300	1300	361	361	361	361	361	796	0	434	1013	7	1
2014112	124	4	0	65008	976534	5654	40570	40570	1305	1305	1305	1305	1305	1305	363	363	363	363	363	799	0	436	1018	7	1
2014113	124	4	0	65359	981810	5657	40790	40790	1311	1311	1311	1311	1311	1311	365	365	365	365	365	803	0	438	1022	7	1
2014114	124	4	0	65601	985434	5659	40941	40941	1315	1315	1315	1315	1315	1315	366	366	366	366	366	805	0	439	1025	7	1
2014115	124	4	0	65952	990716	5662	41161	41161	1321	1321	1321	1321	1321	1321	367	367	367	367	367	809	0	441	1029	7	1
2014116	125	4	0	66194	994345	5664	41312	41312	1325	1325	1325	1325	1325	1325	368	368	368	368	368	811	0	442	1032	7	1
2014117	125	4	0	66782	1003171	5666	41680	41680	1330	1330	1330	1330	1330	1330	370	370	370	370	370	815	0	444	1037	7	1
2014118	125	4	0	67559	1014839	5670	42166	42166	1338	1338	1338	1338	1338	1338	372	372	372	372	372	819	0	447	1043	7	1
2014119	126	4	0	68148	1023677	5673	42534	42534	1344	1344	1344	1344	1344	1344	374	374	374	374	374	823	0	449	1048	7	1
2014120	126	4	0	68506	1029052	5676	42758	42758	1350	1350	1350	1350	1350	1350	375	375	375	375	375	827	0	451	1052	7	1
2014121	126	4	0	68976	1036114	5680	43052	43052	1358	1358	1358	1358	1358	1358	378	378	378	378	378	831	0	453	1058	7	1
2014122	127	4	0	69334	1041496	5683	43276	43276	1363	1363	1363	1363	1363	1363	379	379	379	379	379	835	0	455	1063	7	1
2014123	127	4	0	69695	1046923	5686	43502	43502	1369	1369	1369	1369	1369	1369	381	381	381	381	381	838	0	457	1067	7	1
2014124	127	4	0	69944	1050655	5688	43657	43657	1373	1373	1373	1373	1373	1373	382	382	382	382	382	841	0	458	1070	7	1
2014125	127	4	0	70305	1056088	5691	43884	43884	1379	1379	1379	1379	1379	1379	384	384	384	384	384	844	0	460	1075	7	1
2014126	128	4	0	70554	1059824	5693	44039	44039	1383	1383	1383	1383	1383	1383	385	385	385	385	385	847	0	462	1078	7	1
2014127	128	4	0	71110	1068173	5696	44389	44389	1389	1389	1389	1389	1389	1389	386	386	386	386	386	850	0	464	1082	7	1
2014128	128	4	0	71844	1079198	5700	44850	44850	1397	1397	1397	1397	1397	1397	388	388	388	388	388	855	0	466	1089	7	1
2014129	129	4	0	72401	1087557	5703	45200	45200	1403	1403	1403	1403	1403	1403	390	390	390	390	390	859	0	468	1093	7	1
2014130	129	4	0	72769	1093093	5706	45430	45430	1409	1409	1409	1409	1409	1409	392	392	392	392	392	862	0	470	1098	7	1
2014131	129	4	0	73253	1100362	5710	45733	45733	1416	1416	1416	1416	1416	1416	394	394	394	394	394	867	0	473	1104	7	1
2014132	130	4	0	73622	1105905	5713	45964	45964	1422	1422	1422	1422	1422	1422	396	396	396	396	396	871	0	475	1109	7	1
2014133	130	4	0	73994	1111494	5716	46197	46197	1428	1428	1428	1428	1428	1428	397	397	397	397	397	875	0	477	1113	7	1
2014134	130	4	0	74250	1115340	5718	46357	46357	1432	1432	1432	1432	1432	1432	398	398	398	398	398	877	0	478	1116	7	1
2014135	130	4	0	74622	1120934	5721	46590	46590	1438	1438	1438	1438	1438	1438	400	400	400	400	400	881	0	480	1121	7	1
2014136	131	4	0	74878	1124785	5723	46750	46750	1442	1442	1442	1442	1442	1442	401	401	401	401	401	883	0	482	1124	7	1
2014137	131	4	0	75489	1133954	5726	47132	47132	1448	1448	1448	1448	1448	1448	403	403	403	403	403	887	0	484	1129	7	1
2014138	131	4	0	76296	1146065	5730	47637	47637	1456	1456	1456	1456	1456	1456	405	405	405	405	405	892	0	486	1135	7	1
2014139	132	4	0	76907	1155245	5733	48019	48019	1462	1462	1462	1462	1462	1462	407	407	407	407	407	895	0	488	1140	7	1
2014140	132	4	0	77286	1160942	5736	48257	48257	1468	1468	1468	1468	1468	1468	408	408	408	408	408	899	0	490	1145	7	1
2014141	132	4	0	77784	1168420	5740	48568	48568	1476	1476	1476	1476	1476	1476	411	411	411	411	411	904	0	493	1151	7	1
2014142	133	4	0	78164	1174125	5743	48806	48806	1482	1482	1482	1482	1482	1482	412	412	412	412	412	908	0	495	1156	7	1
2014143	133	4	0	78545	1179851	5746	49044	49044	1489	1489	1489	1489	1489	1489	414	414	414	414	414	912	0	497	1160	7	1
2014144	133	4	0	78807	1183795	5748	49208	49208	1493	1493	1493	1493	1493	1493	415	415	415	415	415	914	0	498	1163	7	1
2014145	133	4	0	79188	1189527	5751	49447	49447	1499	1499	1499	1499	1499	1499	417	417	417	417	417	918	0	500	1168	7	1
2014146	134	4	0	79451	1193477	5753	49612	49612	1503	1503	1503	1503	1503	1503	418	418	418	418	418	920	0	502	1171	7	1
2014147	134	4	0	80044	1202378	5756	49980	49980	1509	1509	1509	1509	1509	1509	420	420	420	420	420	924	0	504	1176	7	1
2014148	134	4	0	80826	1214127	5760	50467	50467	1517	1517	1517	1517	1517	1517	422	422	422	422	422	929	0	506	1182	7	1
2014149	135	4	0	81419	1223039	5763	50836	50836	1523	1523	1523	1523	1523	1523	424	424	424	424	424	933	0	509	1187	7	1
2014150	135	4	0	81806	1228847	5766	51078	51078	1529	1529	1529	1529	1529	1529	425	425	425	425	425	936	0	511	1192	7	1
2014151	135	4	0	82312	1236465	5770	51396	51396	1538	1538	1538	1538	1538	1538	428	428	428	428	428	942	0	513	1198	7	1
2014152	136	4	0	82699	1242280	5773	51638	51638	1544	1544	1544	1544	1544	1544	429	429	429	429	429	945	0	515	1203	7	1
2014153	136	4	0	83326	1251685	5776	52030	52030	1550	1550	1550	1550	1550	1550	431	431	431	431	431	949	0	517	1208	7	1
2014154	136	4	0	83752	1258091	5779	52297	52297	1554	1554	1554	1554	1554	1554	432	432	432	432	432	952	0	519	1211	7	1
2014155	136	4	0	84380	1267506	5782	52689	52689	1560	1560	1560	1560	1560	1560	434	434	434	434	434	955	0	521	1216	7	1
2014156	137	4	0	84807	1273921	5784	52956	52956	1564	1564	1564	1564	1564	1564	435	435	435	435	435	958	0	522	1219	7	1
2014157	137	4	0	85201	1279845	5787	53203	53203	1571	1571	1571	1571	1571	1571	437	437	437	437	437	962	0	524	1224	7	1
2014158	137	4	0	85718	1287614	5791	53526	53526	1579	1579	1579	1579	1579	1579	439	439	439	439	439	967	0	527	1231	7	1
2014159	138	4	0	86112	1293546	5794	53773	53773	1585	1585	1585	1585	1585	1585	441	441	441	441	441	971	0	529	1236	7	1
2014160	138	4	0	86510	1299526	5797	54023	54023	1591	1591	1591	1591	1591	1591	443	443	443	443	443	974	0	531	1240	7	1
2014161	138	4	0	87032	1307366	5801	54349	54349	1600	1600	1600	1600	1600	1600	445	445	445	445	445	980	0	534	1247	7	1
2014162	139	4	0	87430	1313353	5805	54598	54598	1606	1606	1606	1606	1606	1606	447	447	447	447	447	983	0	536	1252	7	1
2014163	139	4	0	87862	1319885	5808	54870	54870	1612	1612	1612	1612	1612	1612	449	449	449	449	449	987	0	538	1257	7	1
2014164	139	4	0	88160	1324381	5810	55057	55057	1617	1617	1617	1617	1617	1617	450	450	450	450	450	990	0	540	1260	7	1
2014165	139	4	0	88594	1330920	5813	55330	55330	1623	1623	1623	1623	1623	1623	451	451	451	451	451	994	0	542	1265	7	1
2014166	140	5	0	88892	1335422	5815	55517	55517	1627	1627	1627	1627	1627	1627	453	453	453	453	453	996	0	543	1268	8	1
