编号	主怪	战斗力	位置1	位置2	位置3	位置4	位置5	位置6	位置7	位置8	位置9	英雄模板ID1	英雄模板ID2	英雄模板ID3	英雄模板ID4	英雄模板ID5	英雄模板ID6	英雄模板ID7	英雄模板ID8	英雄模板ID9
3005358	2	110421468	0	3011358	0	0	0	0	0	0	0	0	10025	0	0	0	0	0	0	0
3005359	2	111329410	0	3011359	0	0	0	0	0	0	0	0	10025	0	0	0	0	0	0	0
3005360	2	112923875	0	3011360	0	0	0	0	0	0	0	0	10025	0	0	0	0	0	0	0
3006001	2	15522	0	3011001	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006002	2	16487	0	3011002	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006003	2	17400	0	3011003	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006004	2	18432	0	3011004	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006005	2	19468	0	3011005	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006006	2	20763	0	3011006	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006007	2	21842	0	3011007	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006008	2	23140	0	3011008	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006009	2	24303	0	3011009	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006010	2	26716	0	3011010	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006011	2	37879	0	3011011	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006012	2	47717	0	3011012	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006013	2	49429	0	3011013	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006014	2	51124	0	3011014	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006015	2	52910	0	3011015	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006016	2	66708	0	3011016	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006017	2	68495	0	3011017	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006018	2	70281	0	3011018	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006019	2	72100	0	3011019	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006020	2	73893	0	3011020	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006021	2	88085	0	3011021	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006022	2	90466	0	3011022	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006023	2	92532	0	3011023	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006024	2	94719	0	3011024	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006025	2	97025	0	3011025	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006026	2	99341	0	3011026	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006027	2	101652	0	3011027	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006028	2	103955	0	3011028	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006029	2	106336	0	3011029	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006030	2	111753	0	3011030	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006031	2	117460	0	3011031	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006032	2	123077	0	3011032	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006033	2	128738	0	3011033	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006034	2	134531	0	3011034	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006035	2	151128	0	3011035	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006036	2	156963	0	3011036	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006037	2	162965	0	3011037	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006038	2	168963	0	3011038	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006039	2	174938	0	3011039	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006040	2	182743	0	3011040	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006041	2	190104	0	3011041	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006042	2	197511	0	3011042	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006043	2	216985	0	3011043	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006044	2	224390	0	3011044	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006045	2	232107	0	3011045	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006046	2	239601	0	3011046	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006047	2	247206	0	3011047	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006048	2	254951	0	3011048	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006049	2	262638	0	3011049	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006050	2	271370	0	3011050	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006051	2	366212	0	3011051	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006052	2	378194	0	3011052	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006053	2	390320	0	3011053	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006054	2	402287	0	3011054	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006055	2	415019	0	3011055	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006056	2	427751	0	3011056	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006057	2	440552	0	3011057	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006058	2	453479	0	3011058	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006059	2	467236	0	3011059	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006060	2	493066	0	3011060	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006061	2	529321	0	3011061	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006062	2	566120	0	3011062	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006063	2	593917	0	3011063	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006064	2	622321	0	3011064	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006065	2	650693	0	3011065	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006066	2	679323	0	3011066	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006067	2	708503	0	3011067	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006068	2	737976	0	3011068	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006069	2	767751	0	3011069	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006070	2	795963	0	3011070	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006071	2	1127570	0	3011071	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006072	2	1174596	0	3011072	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006073	2	1210091	0	3011073	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006074	2	1245712	0	3011074	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006075	2	1281515	0	3011075	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006076	2	1317579	0	3011076	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006077	2	1353542	0	3011077	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006078	2	1389976	0	3011078	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006079	2	1778260	0	3011079	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006080	2	1864667	0	3011080	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006081	2	1909701	0	3011081	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006082	2	1970796	0	3011082	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006083	2	2009366	0	3011083	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006084	2	2048294	0	3011084	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006085	2	2087547	0	3011085	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006086	2	2126984	0	3011086	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006087	2	2166972	0	3011087	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006088	2	2392236	0	3011088	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006089	2	2432960	0	3011089	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006090	2	2474297	0	3011090	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006091	2	2592159	0	3011091	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006092	2	2635866	0	3011092	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006093	2	2676344	0	3011093	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006094	2	2717162	0	3011094	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006095	2	2789638	0	3011095	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006096	2	2828548	0	3011096	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006097	2	2867697	0	3011097	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006098	2	2907468	0	3011098	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006099	2	2947450	0	3011099	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006100	2	3077263	0	3011100	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006101	2	4087851	0	3011101	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006102	2	4165118	0	3011102	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006103	2	4242912	0	3011103	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006104	2	4321356	0	3011104	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006105	2	4439705	0	3011105	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006106	2	4516266	0	3011106	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006107	2	4668484	0	3011107	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006108	2	4746990	0	3011108	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006109	2	4825921	0	3011109	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006110	2	4905506	0	3011110	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006111	2	4983489	0	3011111	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006112	2	5063323	0	3011112	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006113	2	5143903	0	3011113	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006114	2	5346291	0	3011114	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006115	2	5428009	0	3011115	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006116	2	5510248	0	3011116	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006117	2	5591916	0	3011117	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006118	2	5674027	0	3011118	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006119	2	5756734	0	3011119	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006120	2	5848477	0	3011120	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006121	2	6055684	0	3011121	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006122	2	6216487	0	3011122	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006123	2	6323150	0	3011123	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006124	2	6430629	0	3011124	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006125	2	6539083	0	3011125	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006126	2	6722580	0	3011126	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006127	2	6832497	0	3011127	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006128	2	6943519	0	3011128	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006129	2	7115914	0	3011129	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006130	2	7228599	0	3011130	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006131	2	7342153	0	3011131	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006132	2	7530972	0	3011132	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006133	2	7646275	0	3011133	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006134	2	7762134	0	3011134	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006135	2	7944301	0	3011135	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006136	2	8061220	0	3011136	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006137	2	8253338	0	3011137	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006138	2	8372291	0	3011138	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006139	2	8492152	0	3011139	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006140	2	8623266	0	3011140	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006141	2	8813204	0	3011141	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006142	2	9002379	0	3011142	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006143	2	9117961	0	3011143	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006144	2	9304538	0	3011144	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006145	2	9421049	0	3011145	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006146	2	9537900	0	3011146	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006147	2	9737822	0	3011147	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006148	2	9855848	0	3011148	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006149	2	9974207	0	3011149	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006150	2	10093081	0	3011150	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006151	2	10206325	0	3011151	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006152	2	10325489	0	3011152	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006153	2	11182534	0	3011153	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006154	2	11302693	0	3011154	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006155	2	11423384	0	3011155	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006156	2	11544059	0	3011156	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006157	2	11664732	0	3011157	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006158	2	11786070	0	3011158	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006159	2	11907753	0	3011159	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006160	2	12042944	0	3011160	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006161	2	12233468	0	3011161	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006162	2	12425887	0	3011162	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006163	2	12627283	0	3011163	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006164	2	12822684	0	3011164	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006165	2	13019982	0	3011165	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006166	2	13218917	0	3011166	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006167	2	13419683	0	3011167	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006168	2	13622259	0	3011168	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006169	2	13826634	0	3011169	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006170	2	14032724	0	3011170	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006171	2	14240578	0	3011171	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006172	2	14450429	0	3011172	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006173	2	14662035	0	3011173	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006174	2	14875594	0	3011174	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006175	2	15090817	0	3011175	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006176	2	15308099	0	3011176	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006177	2	15527296	0	3011177	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006178	2	15748442	0	3011178	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006179	2	15971467	0	3011179	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006180	2	16270153	0	3011180	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006181	2	16637949	0	3011181	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006182	2	16912933	0	3011182	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006183	2	17189076	0	3011183	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006184	2	17466412	0	3011184	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006185	2	17744767	0	3011185	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006186	2	18035081	0	3011186	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006187	2	18316042	0	3011187	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006188	2	18598224	0	3011188	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006189	2	18974946	0	3011189	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006190	2	19259495	0	3011190	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006191	2	19545418	0	3011191	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006192	2	19832462	0	3011192	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006193	2	20120927	0	3011193	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006194	2	20410568	0	3011194	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006195	2	20672238	0	3011195	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006196	2	20935365	0	3011196	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006197	2	21197076	0	3011197	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006198	2	21452942	0	3011198	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006199	2	21710082	0	3011199	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006200	2	21978719	0	3011200	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006201	2	22237623	0	3011201	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006202	2	22497554	0	3011202	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006203	2	22757929	0	3011203	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006204	2	23019364	0	3011204	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006205	2	23281724	0	3011205	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006206	2	23544939	0	3011206	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006207	2	23809087	0	3011207	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006208	2	24074049	0	3011208	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006209	2	24340051	0	3011209	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006210	2	24625868	0	3011210	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006211	2	24928883	0	3011211	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006212	2	25216978	0	3011212	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006213	2	25506101	0	3011213	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006214	2	25796257	0	3011214	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006215	2	26087381	0	3011215	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006216	2	26566237	0	3011216	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006217	2	26859225	0	3011217	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006218	2	27153510	0	3011218	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006219	2	27448512	0	3011219	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006220	2	27758087	0	3011220	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006221	2	28092306	0	3011221	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006222	2	28427581	0	3011222	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006223	2	28764067	0	3011223	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006224	2	29195206	0	3011224	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006225	2	29553259	0	3011225	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006226	2	29912795	0	3011226	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006227	2	30273362	0	3011227	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006228	2	30635286	0	3011228	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006229	2	30997903	0	3011229	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006230	2	31356861	0	3011230	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006231	2	32638609	0	3011231	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006232	2	33000140	0	3011232	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006233	2	33363023	0	3011233	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006234	2	33727087	0	3011234	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006235	2	34092397	0	3011235	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006236	2	34458833	0	3011236	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006237	2	34850770	0	3011237	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006238	2	35220121	0	3011238	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006239	2	35590855	0	3011239	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006240	2	35936015	0	3011240	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006241	2	36406179	0	3011241	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006242	2	36742431	0	3011242	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006243	2	37074277	0	3011243	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006244	2	37407084	0	3011244	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006245	2	37740918	0	3011245	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006246	2	38076033	0	3011246	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006247	2	38412278	0	3011247	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006248	2	38749594	0	3011248	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006249	2	39088056	0	3011249	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006250	2	39427546	0	3011250	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006251	2	39768494	0	3011251	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006252	2	40110330	0	3011252	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006253	2	40547072	0	3011253	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006254	2	40891197	0	3011254	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006255	2	41236929	0	3011255	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006256	2	41583267	0	3011256	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006257	2	41930886	0	3011257	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006258	2	42276225	0	3011258	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006259	2	42622716	0	3011259	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006260	2	43337647	0	3011260	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006261	2	43725510	0	3011261	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006262	2	44078838	0	3011262	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006263	2	44433246	0	3011263	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006264	2	44873097	0	3011264	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006265	2	45335608	0	3011265	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006266	2	45799304	0	3011266	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006267	2	46264457	0	3011267	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006268	2	46730833	0	3011268	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006269	2	47198639	0	3011269	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006270	2	47667760	0	3011270	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006271	2	48138588	0	3011271	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006272	2	48610538	0	3011272	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006273	2	49083971	0	3011273	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006274	2	49558815	0	3011274	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006275	2	50034949	0	3011275	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006276	2	50512707	0	3011276	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006277	2	50991739	0	3011277	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006278	2	51472147	0	3011278	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006279	2	52048512	0	3011279	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006280	2	52573137	0	3011280	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
3006281	2	53101330	0	3011281	0	0	0	0	0	0	0	0	10026	0	0	0	0	0	0	0
