关键字	英文
DEMO_TEXT	Demo
GET_TEXT	Acquire
SKILL_TEXT	Skills
START_TEXT	Battle
GIVE_UP_TEXT	Cancel
YUANFUN_TEXT	Destiny
SPECIAL_FATE_TEXT	Special Destiny
SPECIAL_FATE_DESC	Deploy both heroes together to activate transcend bonuses
REQUIRE_TEXT	Confirm
LUCK_EXCHANGE	Commander Star Exchange
TIANFU_TEXT	Talents
TAVEN_CAN_START	Can Open
TAVEN_CAN_START2	Open
HAS_ENOUTH_TEXT	You can only select up to 7 commanders!
GEMSELECT_TITLE	Select Gem
HAS_CHOOSE_THIS_ROLE	You already selected this commander!
ROLE_ATT_TIPS_DESC1	Base
ROLE_ATT_TIPS_DESC2	Extra
MILITARY_BTN_DESC_1	Resource Acquisition
MILITARY_BTN_DESC_2	Store Entrance
MILITARY_BTN_DESC_3	Increase Power
MILITARY_BTN_DESC_4	Game Modes
MILITARY_DESC_1	Completion:
MILITARY_DESC_2	Quick Get
MILITARY_DESC_3	Tap to Go
MILITARY_DESC_4	Can Claim Rewards
MILITARY_DESC_5	Search times:
MILITARY_DESC_6	Can Occupy
MILITARY_DESC_7	Already occupied today
MILITARY_DESC_8	Occupation time:
MILITARY_DESC_9	Patrol time:
MILITARY_DESC_10	Max city patrols:
MILITARY_DESC_11	In progress
MILITARY_DESC_12	Free Snacks
MILITARY_DESC_13	No free uses remaining
MILITARY_DESC_14	Can Recruit
MILITARY_DESC_15	Tribute time:
MILITARY_DESC_16	No combinations remaining
MILITARY_DESC_17	Remaining combinations:
MILITARY_DESC_18	Combine time:
MILITARY_DESC_19	Can Support
MILITARY_DESC_20	Legion Lv.%d
MILITARY_DESC_21	Lv
MILITARY_DESC_22	Path
MILITARY_DESC_23	Can Challenge
MILITARY_DESC_24	Can Support
MILITARY_DESC_25	Clash in progress
MILITARY_DESC_26	Not enough players for Clash
MILITARY_DESC_27	Free build times:
MILITARY_DESC_28	Attack times:
MILITARY_DESC_29	Occupation time:
MILITARY_DESC_30	Can Garrison
MILITARY_DESC_31	Monday 12:00 am
MILITARY_DESC_32	No search speedups remaining
MILITARY_DESC_33	Thursday 12:00 am
FATE_SPECIAL_DES1	Unlocks at Lv.%d
FATE_SPECIAL_DES2	Destiny - %s
FATE_SPECIAL_DES3	All Deployed Commanders Stat Increase
FATE_SPECIAL_DES4	Upgrade
FATE_SPECIAL_DES6	[Activate +%s
FATE_SPECIAL_DES7	[Lv.%d increases to +%s]
FATE_SPECIAL_DES8	[Activate +%d]
FATE_SPECIAL_DES9	[Lv.%d increases to +%d]
FATE_SPECIAL_DES10	Destiny Upgrade
FATE_SPECIAL_DES11	Select Commander
FATE_SPECIAL_DES12	Consume any 4 %s %s
FATE_SPECIAL_DES13	Owned: 
FATE_SPECIAL_DES14	Select
FATE_SPECIAL_DES15	No commanders
FATE_SPECIAL_DES16	Meet Destiny Requirements
FATE_SPECIAL_DES17	Max level! Amazing!
FATE_SPECIAL_DES18	Place 4 cards that meet the requirements to level up
FATE_SPECIAL_DES19	Place 4 cards that meet the requirements to activate
FATE_SPECIAL_DES20	You upgraded to the max level, congratulations!
FATE_SPECIAL_DES21	Can activate
FATE_SPECIAL_DES22	Upgrade to
FATE_SPECIAL_DES23	Consume the selected cards to upgrade Destiny level?
FATE_SPECIAL_DES24	Super Destiny
HAD_EQUIPED	Equipped on
GET_BTN_AWARD_TIPS	Clear stage 24 - Xingyang to claim
GET_BTN_AWARD_TIPS2	Clear stage 24 - Xingyang to make a wish
GET_BTN_AWARD_TIPS3	The wish event has ended
GET_BTN_AWARD_DES	First clear stage 24 - Xingyang
TAVEN_SPECIAL_DES1	Recruit designated
TAVEN_SPECIAL_DES2	Red Commander
TAVEN_LIMIT_DES1	Limited Recruit Guarantee:
TAVEN_LIMIT_DES2	Remaining time:
TAVEN_LIMIT_DES3	Next Hot Commander:
TAVEN_LIMIT_DES4	Recruit*1
CLICK_VIEW	Tap to View
REMAINDER_FREE_TIME	Free time remaining
NI_BEI_TI_LE	You have been idle for too long, please login again.
NETWORL_ERROR	Connection error, try again
REPEAT_LOGIN	Your account has logged in somewhere else, please login again.
SERVER_RESTART	Server restarted, please login again.
TAVEN_CAN_GET_DES1	Recruit to get
TAVEN_CAN_GET_DES2	Commander Stars
TAVEN_CAN_GET_DES3	to exchange
TAVERN_LIMIT_GET_DES1	Shards
TAVERN_LIMIT_GET_DES2	(Chance to get
TAVERN_LIMIT_GET_DES3	whole card
TAVERN_LIMIT_GET_DES4	)
TAVERN_LIMIT_GET_DES5	Already have
TAVERN_LIMIT_GET_DES6	: %d/%d
TAVERN_LIMIT_GET_DES7	Commander Stars: %d/%d
TAVERN_LIMIT_GET_DES8	VIP %d to unlock Commander Star Exchange
TAVERN_LIMIT_GET_DES9	Not enough hearts to recruit
TAVERN_EXCHANGE_DES	Spend %d Commander Stars to exchange
TAVERN_EXCHANGE_DES1	?
TAVERN_EXCHANGE_LUCK_NOT_ENOUGH	Not enough Commander Stars
TAVERN_AGAIN_TIME	Recruit 1 More
TAVERN_NOW_OWN	Own Now
TAVERN_VIP_LIMIT_DES	VIP %d unlocks Recruit and 1 free time per day
TAVERN_VIP_LIMIT_DES2	VIP %d unlocks Hot Commander Refresh
THIEF_DESC_1	You can\'t see me!
THIEF_DESC_2	What are you looking at?!
THIEF_DESC_3	Go easy on me!
THIEF_DESC_4	Hurry and tap me!
THIEF_DESC_5	I have a delivery for you!
AUTO_UPGRADE	Quick Craft
AUTO_UPGRADE_GEM	Mass Gem Craft
MAX_SWEEP	Highest Sweep
NO_LONGER_SHOW	Don\'t show again
WHETHER_CONTINUE_SWEEP	Sweeping will grant rewards based on your highest sweep record. Continue?
AUTO_FILL	Quick Inlay
C_GET_GOD_EQUIP	Congrats on getting an Artifact
STR_DEFENSE_EMBATTLE	Defensive Formation
STR_DEFENSE_EMBATTLE_1	Battle Formation
SELECT_SKILL	Tap to select skill to preview
SELECT_CHANGE_SKILL	Tap to switch skills
NOT_COMPLETE_HATCH	Dragon has not fully hatched
RELOAD_NEW_CLIENT	New version available, please download the new client.
MAX	MAX
FEI_HUA_DESC	Avoid unhealthy games, Reject pirated games, Protect yourself, Beware of scams, Game responsibly, Avoid addiction, Manage your time wisely, Live a healthy life
WHETHER_LOGOUT_ACCOUNT	Are you sure you want to logout?
LAST_RECHARGE_UNFINISHED	The previous order is still processing, please try again later.
SERVER_BUSY	Server busy, please login again
TODAY_DOUBLE_DES1	Monday
TODAY_DOUBLE_DES2	Tuesday
TODAY_DOUBLE_DES3	Wednesday
TODAY_DOUBLE_DES4	Thursday
TODAY_DOUBLE_DES5	Friday
TODAY_DOUBLE_DES6	Saturday
TODAY_DOUBLE_DES7	Sunday
TODAY_DOUBLE_DES8	Happy gift, doubled today
TODAY_DOUBLE_DES9	Doubled daily for daily surprises
TODAY_DOUBLE_DES10	Tap the icon to enter today\'s Doubles Event
TODAY_DOUBLE_DES11	Daily Double time remaining:
TODAY_DOUBLE_DES12	%s Double Rewards
TODAY_DOUBLE_DES13	Stage %d
TODAY_DOUBLE_DES14	Lv.%d
TODAY_DOUBLE_DES15	%s Open
TODAY_DOUBLE_DES16	Not today\'s double event
TODAY_DOUBLE_DES17	%s not open
ACTIVE_PAY_ONLY_DES1	Total diamonds recharged: %d
ACTIVE_PAY_ONLY_DES2	1. Recharge the designated amount of diamonds during the event to earn discounts on corresponding items. %s2. The event ends when the countdown reaches 0. Remember to claim your item rewards in time to avoid any losses. 
ACTIVE_PAY_ONLY_DES3	Recharge Exclusive Rules
ACTIVE_PAY_ONLY_DES4	Recharge %d diamonds to get %s off
ACTIVE_PAY_ONLY_DES5	Amount remaining: %d
ACTIVE_PAY_ONLY_DES6	%s off
ACTIVE_LIMIT_GROUP_DES1	Total returned: %d
ACTIVE_LIMIT_GROUP_DES2	Timed Group Purchase Rules
ACTIVE_LIMIT_GROUP_DES3	1. The more people that purchase during the event the bigger the discount. %s2. Final item prices are determined by the lowest discount. %s3. Item purchase times reset every day during the event. %s4. The difference between item purchase price and final i
ACTIVE_LIMIT_GROUP_DES4	The more people that buy the more diamonds you get back!
ACTIVE_LIMIT_GROUP_DES5	Purchases:
ACTIVE_LIMIT_GROUP_DES6	purchases
ACTIVE_LIMIT_GROUP_DES7	%s off
ACTIVE_LIMIT_GROUP_DES8	Sale price: %d
ACTIVE_LIMIT_GROUP_DES9	Individual purchases: %d/%d
ACTIVE_LIMIT_GROUP_DES10	No purchases remained
ACTIVE_LIMIT_GROUP_DES11	Event over, diamonds will be returned to you in the mail.
ACTIVE_LIMIT_GROUP_DES12	You can\'t buy 0 times
ACTIVE_LIMIT_GROUP_DES13	%d times
ACTIVE_LUCKY_WHEEL_DES1	Current spin points: %d
ACTIVE_LUCKY_WHEEL_DES2	1. %d diamonds will be added to the reward pool each time any player on any server spins the wheel. %s2. Players earn 1 point each time they spin and can compete for All Server Rank Rewards after reaching %d points. %s3. After the event ends the Top 10 pl
ACTIVE_LUCKY_WHEEL_DES3	Points Reward
ACTIVE_LUCKY_WHEEL_DES4	%d/%d
ACTIVE_LUCKY_WHEEL_DES5	Points Rankings
ACTIVE_LUCKY_WHEEL_DES6	Draw
ACTIVE_LUCKY_WHEEL_DES7	Draw 10
ACTIVE_LUCKY_WHEEL_DES8	Cost:
ACTIVE_LUCKY_WHEEL_DES9	Pool
ACTIVE_LUCKY_WHEEL_DES10	Not enough diamonds
ACTIVE_LUCKY_WHEEL_DES11	Spend %d to draw 10 times?
ACTIVE_LUCKY_WHEEL_DES12	0k
ACTIVE_LUCKY_WHEEL_DES13	Not enough points
ACTIVE_LUCKY_WHEEL_DES14	Cross Server Point Rankings
ACTIVE_LUCKY_WHEEL_DES15	Reach %d points to compete in the All Server Rankings
ACTIVE_LUCKY_WHEEL_DES16	Rank Rewards will be sent out in the mail when the event ends.
ACTIVE_LUCKY_WHEEL_DES17	Get %d reward pool diamonds
ACTIVE_LUCKY_WHEEL_DES30	Event content resets daily at 5:00.
ACTIVE_LUCKY_WHEEL_DES31	Spend %d diamonds to drawn 50 times?
ACTIVE_SURPRIESE_STEP_DESC1	1 Step
ACTIVE_SURPRIESE_STEP_DESC2	10 Steps
ACTIVE_SURPRIESE_STEP_DESC3	%d Steps
ACTIVE_SURPRIESE_STEP_DESC4	Not enough Emeralds
ACTIVE_DRAGON_DIDI_DES1	Dragon Taxi
ACTIVE_DRAGON_DIDI_DES2	Dragon Taxi Lucky Roulette!
ACTIVE_DRAGON_DIDI_DES3	Draw
ACTIVE_DRAGON_DIDI_DES4	Draw Times
ACTIVE_DRAGON_DIDI_DES5	Roulette Unlock
ACTIVE_DRAGON_DIDI_DES6	Roulette Unlock
ACTIVE_DRAGON_DIDI_DES7	No draws remaining
ACTIVE_DRAGON_DIDI_DES8	Liu Bei rescue complete
ACTIVE_TAVERN_RECRUIT_DES1	[Legendary Divine Commander]
ACTIVE_TAVERN_RECRUIT_DES2	Recruit %d times in the Tavern (claim any Divine Commander)         1. Banquet 1x +1              2. Blood Brothers 1x +2
ACTIVE_TAVERN_RECRUIT_DES3	Recruit
ACTIVE_TAVERN_RECRUIT_DES4	Times recruited:
ACTIVE_TAVERN_RECRUIT_DES5	Total recruit attempts reach
ACTIVE_TAVERN_RECRUIT_DES6	times in the Tavern to claim
ACTIVE_TAVERN_RECRUIT_DES7	Wei
ACTIVE_TAVERN_RECRUIT_DES8	Shu
ACTIVE_TAVERN_RECRUIT_DES9	Wu
ACTIVE_TAVERN_RECRUIT_DES10	Warlords
ACTIVE_TAVERN_RECRUIT_DES11	No Recruit times remaining
ACTIVE_TAVERN_RECRUIT_DES12	Reward already claimed
ACTIVE_TAVERN_RECRUIT_DES13	Are you sure you want to claim this commander?
ACTIVE_TAVERN_RECRUIT_DES14	Tavern Recruit a total of
ACTIVE_TAVERN_RECRUIT_DES15	%d times
ACTIVE_TAVERN_RECRUIT_DES16	(Claim any Divine Commander)
ACTIVE_TAVERN_RECRUIT_DES17	              2. Blood Brothers 1 time
ACTIVE_TAVERN_RECRUIT_DES18	1. Banquet 1 time
ACTIVE_LUCKY_WHEEL_DES18	Lucky Roulette Rules
ACTIVE_LUCKY_WHEEL_DES19	No Rank
ACTIVE_LUCKY_WHEEL_DES20	Draw 50
LOGIN_GOOD_GIFT1	Daily Login
LOGIN_GOOD_GIFT2	Daily Gifts
LOGIN_GOOD_GIFT3	Login a total of %d days
LOGIN_GOOD_GIFT4	%d/%d
ACCUMULATE_RECHARGE_1	Total Recharge
ACCUMULATE_RECHARGE_2	Pack
ACCUMULATE_RECHARGE_3	Recharge a total of %d diamonds
ACTIVE_EXPEND_GIFT_DES1	You spend I give
ACTIVE_EXPEND_GIFT_DES2	The gifts never stop!
ACTIVE_EXPEND_GIFT_DES3	Spend a total of %d diamonds
ACTIVE_SINGLE_RECHARGE_1	Buy, buy, buy!
ACTIVE_SINGLE_RECHARGE_2	Single Recharge
ACTIVE_SINGLE_RECHARGE_3	Single Recharge
ACTIVE_SINGLE_RECHARGE_4	Huge returns!
ACTIVE_SINGLE_RECHARGE_5	Limit %d/%d
ACTIVE_SINGLE_RECHARGE_6	None left
ACTIVE_DAY_CHALLENGE_1	Complete Target
ACTIVE_DAY_CHALLENGE_2	Reward Earned!
ACTIVE_DAY_CHALLENGE_3	Progress: %d/%d
ACTIVE_DAY_CHALLENGE_4	Remaining quest time today:
ACTIVE_DAY_CHALLENGE_5	Chances: %d
ACTIVE_PROMOTE_EXCHANGE_1	Promote Commander material exchange,
ACTIVE_PROMOTE_EXCHANGE_2	what are you waiting for!
ACTIVE_PROMOTE_EXCHANGE_3	Owned: %d
ACTIVE_PROMOTE_EXCHANGE_4	Exchange
ACTIVE_PROMOTE_EXCHANGE_5	Exchange ratio:
ACTIVE_PROMOTE_EXCHANGE_6	for
ACTIVE_PROMOTE_EXCHANGE_7	Not enough items to exchange
ACTIVE_PROMOTE_EXCHANGE_8	No uses remaining, unable to exchange
ACTIVE_PROMOTE_EXCHANGE_9	Spend %d diamonds to exchange?
ACTIVE_PROMOTE_EXCHANGE_10	No uses remaining, unable to exchange
MINE_GOLD_DES1	There is no normal boss on this floor, please check other floors.
MINE_GOLD_DES2	There is no ultimate boss on this floor, please check other floors.
HEALTH_GAME_NOTICE_1	Game Health Alert
HEALTH_GAME_NOTICE_2	Avoid unhealthy games. Reject pirated games.
HEALTH_GAME_NOTICE_3	Protect yourself. Beware of scams.
HEALTH_GAME_NOTICE_4	Game responsibly. Avoid addiction.
HEALTH_GAME_NOTICE_5	Manage your time wisely. Live a healthy life.
LIUBEI_INFO_DESC_1	Clear stage %d to get %d Liu Bei Shards.
LIUBEI_INFO_DESC_2	Clear stage %s to get
ARENA_DESC_1	Speedup costs %d diamonds, continue?
ROLE_RISE_STAR_1	Lv.
ROLE_RISE_STAR_2	Advance Lv.
ROLE_RISE_STAR_3	Transcend Lv.
ROLE_RISE_STAR_4	Completed
ROLE_RISE_STAR_5	Rank Up requirements not met
ROLE_RISE_STAR_6	Commander Rank Up
ROLE_RISE_STAR_7	Not enough Rank Up materials
ROLE_RISE_STAR_8	Quick Rank Up
SPECIAL_FATE	Special Destiny:
SPECIAL_FATE_1	(Deploy to activate)
ROLE_DESC_1	Advance Unlocked
ROLE_DESC_2	Transcend Unlocked
ACTION_POINT_RESTORE_DESC_1	Mobility regen time:
ACTION_POINT_RESTORE_DESC_2	Next regen:
ACTION_POINT_RESTORE_DESC_3	Full regen:
STAYING_POWER_RESTORE_DESC_1	Endurance regen time:
STAYING_POWER_RESTORE_DESC_2	Next regen:
STAYING_POWER_RESTORE_DESC_3	Full regen:
ACTIVE_GORW_FUND_DES1	Players purchased:
ACTIVE_GORW_FUND_DES2	Buy Fund
ACTIVE_GORW_FUND_DES3	Claim an additional reward when enough players on all servers buy funds.
ACTIVE_GORW_FUND_DES4	Growth Fund
ACTIVE_GORW_FUND_DES5	Server Reward
ACTIVE_GORW_FUND_DES6	and higher players spend
ACTIVE_GORW_FUND_DES7	diamonds to buy Growth Fund
ACTIVE_GORW_FUND_DES8	Return a total of
ACTIVE_GORW_FUND_DES9	diamonds
ACTIVE_GORW_FUND_DES10	Lord Level
ACTIVE_GORW_FUND_DES11	Purchasing Players
ACTIVE_GORW_FUND_DES12	VIP level too low
ACTIVE_GORW_FUND_DES13	Spend %d diamonds to buy Growth Fund? It will yield a total return of 4888 diamonds.
ACTIVE_GORW_FUND_DES14	Fund Purchase Successful
ACTIVE_GORW_FUND_DES15	Purchased
ACTIVE_GORW_FUND_DES16	Not purchased
ACTIVE_GORW_FUND_DES17	You haven\'t bought any funds
ACTIVE_GORW_FUND_DES18	Upgrade Fund
ACTIVE_GORW_FUND_DES19	Purchase Growth Fund to receive rewards when you reach specific level and all previous rewards can be claimed after the purchase.
ACTIVE_EXCHANGE_POINTS_DES1	Complete Points Quests during the event to earn points. Go to the Points Interface to exchange points for items.
ACTIVE_EXCHANGE_POINTS_DES2	Quest round ends in:
ACTIVE_EXCHANGE_POINTS_DES3	Points Exchange
ACTIVE_EXCHANGE_POINTS_DES4	Current points:
ACTIVE_EXCHANGE_POINTS_DES5	This Round Points Quests
ACTIVE_EXCHANGE_POINTS_DES6	Claim
ACTIVE_EXCHANGE_POINTS_DES7	%d points
ACTIVE_EXCHANGE_POINTS_DES8	Complete %d elite stages
ACTIVE_EXCHANGE_POINTS_DES9	%d/%d
ACTIVE_EXCHANGE_POINTS_DES10	Go
ACTIVE_EXCHANGE_POINTS_DES11	Congrats on getting %d points
ACTIVE_EXCHANGE_POINTS_DES12	Grand Points Exchange
ACTIVE_EXCHANGE_POINTS_DES13	%d points
ACTIVE_EXCHANGE_POINTS_DES14	Exchange
ACTIVE_EXCHANGE_POINTS_DES15	Not enough points
ACTIVE_EXCHANGE_POINTS_DES16	You haven\'t selected a country
ACTIVE_EXCHANGE_POINTS_DES17	Diamond Upgrade Growth Fund
ACTIVE_EXCHANGE_POINTS_DES18	Spend %d diamonds to upgrade Growth Fund? After upgrading it will yield a total of 14888 diamonds, plus an extra %d diamonds right now.
ACTIVE_EXCHANGE_POINTS_DES19	Emperor Wings is not open
ACTIVE_EXCHANGE_POINTS_DES20	Emperor Weapon is not open
MAIL_DES1	%d%s
MAIL_DES2	%d %s Reward
BATTLE_VICTORY_DES1	Tower Tokens earned:
BATTLE_VICTORY_DES2	(Crit)
BATTLE_VICTORY_DES3	(Lucky Crit)
ROLE_EQUIP_DESC_1	Highest possible Reroll, stat locked
ROLE_EQUIP_DESC_2	Lords Lv.%d and higher can socket gems
ROLE_EQUIP_DESC_3	Lords Lv.%d and higher can Reroll
SAVE_FORMATION	Save
SAVE_FORMATION_SUCESS	Formation Saved
SAVE_FORMATION_CANCEL_TIP	Abandon formation changes and exit?
ERROR_NO_LOCAL_MANIFEST	File missing, please redownload the game client.
ERROR_GET_DOWNLOAD_FILELIST	Failed to acquire update file list, please check your connection and try again.
ERROR_PARSE_MANIFEST	Failed to analyze file list, please try again.
ERROR_UPDATE	files failed to upload, tap to download missing files.
ERROR_MOVE_SCRIPT_FILES	File collation failed, please try again.
MOVING_SCRIPT_FILES	Collating
SHOP_RECOMMOND	Feat
CITY_CELL_NAME_1	Outer City
CITY_CELL_NAME_2	Inner City
CITY_CELL_NAME_3	Commander\'s Mansion
CITY_CELL_TALK_1	You\'ll have do beat me first if you want to attack the city!
CITY_CELL_TALK_2	I guard this place, none shall pass!
CITY_CELL_DESC_1	Loot
STR_WAR_COLLEGE	War Academy
GOOD_STUDY_GET_AWARDS	Study up and earn rewards!
SETTING_DESC_1	User Center
SETTING_DESC_2	Logout
SETTING_DESC_3	Customer Support
GET_SERVER_LIST_FAILED	Failed to retrieve server list, tap to retry.
GET_UID_FAILED	Failed to retrieve character info, tap to retry.
GET_LOGIN_INFO_FAILED	Failed to retrieve login info, tap to retry.
SKILL_EFFECT_DESC_1	Next rank skill effect:
SKILL_EFFECT_DESC_2	Max level effect:
DRAGON_DESC	Dragonite level:
STR_PLAY_AGAIN	Play Again
INDEX_OF_LESSON	Lesson %d:
STR_AWARDS	Reward:
OPEN_AFTER_STAGE	Clear stage %d to unlock
GO_AND_FIGHT	Battle
OPEN_AFTER_LAST_LESSON	Complete the previous lesson first.
GET_WIN_AFTER_SEVERAL_ATTACK	Defend     more attacks to win victory!
ARENA_COLD_SPEED_VIP_LIMIT_DES	VIP %d to unlock Cooldown Speedup
TRAIN_SPEED_VIP_LIMIT_DES	VIP %d to unlock Training Speedup
SHIPPER_SPEED_VIP_LIMIT_DES	VIP %d to unlock Escort Speedup
KING_LV_UPDES1	Lord level:
KING_LV_UPDES2	Commander Level Cap
KING_LV_UPDES3	Open
KING_LV_UPDES4	Unlock 3x Speedup
KING_LV_UPDES5	Level Pack
KING_LV_UPDES6	Deployed Commanders
KING_LV_UPDES7	x Speedup
WAR_COLLEGE_INFO_1_1	Welcome to the War Academy, where you can learn advanced battle formations.
WAR_COLLEGE_INFO_1_2	Infantry are usually used to hold off the enemy and can tie up two melee units at once.
WAR_COLLEGE_INFO_1_3	Try using infantry to stop enemy riders!
WAR_COLLEGE_INFO_2_1	Riders can only distract one enemy melee unit at a time. Other melee units will pass them by.
WAR_COLLEGE_INFO_2_2	Try using riders to protect your ranged units!
WAR_COLLEGE_INFO_3_1	Ranged units can only distract one enemy melee unit at a time. Other melee units will pass them by.
WAR_COLLEGE_INFO_3_2	Try using ranged units to stop enemy infantry!
WAR_COLLEGE_INFO_4_1	Watch out for enemy riders, they have powerful attacks.
WAR_COLLEGE_INFO_4_2	Use your infantry to protect the ranged units!
WAR_COLLEGE_INFO_5_1	Watch out for enemy ranged units, they have powerful attacks.
WAR_COLLEGE_INFO_5_2	Use your riders to circle around the fray and take out the enemy\'s ranged units!
WAR_COLLEGE_INFO_6_1	Watch out for enemy infantry, they have strong defense.
WAR_COLLEGE_INFO_6_2	Use your ranged units to focus fire on the enemy infantry and take them out!
STR_MOUNT	Socket
EXCHANGE_DRAGON_GEM_ERROR	Low-level Dragonite cannot replace high-level Dragonite.
DRAGON_GEM_LEVEL_NOT_ENOUGH	Dragonite level too low
DRAGON_CAN_NOT_TAME	Unable to Tame
NOT_GET	Not obtained
EXCHANGE_DRAGON_GEM	Dragonite Conversion
DRAGON_MERGE_DESC_1	same-level Dragonite exchange
DRAGON_MERGE_DESC_2	random same-level Dragonite
DRAGON_MERGE_DESC_3	random high-level Dragonite
DRAGON_MERGE_DESC_4	Rumored to be transformed from a small white dragon, riding it will turn you into a regular Prince Charming (Tang Monk)
STR_UPGRADE	Evolve
DRAGON_MERGE_DESC_5	Unlock to
STR_SKIP	Skip
VIP_DES1	Normal avatar:
GEM_DESC_1	Gems full
MAP_ERROR	Data error
VIP_DES2	Unlock:
VIP_DES3	VIP %d to unlock
TRIBUTE_DESC_1	Occupy to claim every day
TRIBUTE_DESC_2	The people have sent you tribute
TRIBUTE_DESC_3	People\'s Tribute
TRIBUTE_DESC_4	Reward Claimed
TRIBUTE_DESC_5	Claim All
POWER_END_DESC_1	AD
POWER_END_DESC_2	Player
POWER_END_DESC_3	Destroyed
NO_NEED_BUY_TIMES	You don\'t have resets remaining
NO_NEED_BUY_TIMES_1	No purchases remaining
VIP_LOW_CANNOT_RESET	Your VIP level is too low, increase to VIP %d to reset.
VIP_LOW_CANNOT_BUY	Your VIP level is too low, increase to VIP %d to purchase.
RESET_TIMES_REACH_MAX	Reset limit reached
OPEN_AFTER_VIP	VIP %d to unlock
KAICHANGDONGHUA_DANMU_1	This voiceover is a joke
KAICHANGDONGHUA_DANMU_2	Nice music
KAICHANGDONGHUA_DANMU_3	The music is the best part of the game
KAICHANGDONGHUA_DANMU_4	The subtitles are pretty funny too
KAICHANGDONGHUA_DANMU_5	Wow, voiceovers, how nice of them
OFFICIAL_WEBSITE	Official Site
TASK_MAP_DESC_1	Dragons
TASK_MAP_DESC_2	Events Log
TASK_MAP_DESC_3	targeted
TASK_MAP_DESC_4	and attacked
TASK_MAP_DESC_5	attacked
TASK_MAP_DESC_6	and won
TASK_MAP_DESC_7	%d/%d
TASK_MAP_DESC_8	Clash progress:
LORD_COUNTRY_AWARD	Governor Salary
MAP_CLOUD_DESC_1	The following features will be unlocked
STR_MAN	Full
HAVE_LORDS	Owned governors:
LORD_COUNTRY_AWARD_TIPS	Salary is sent in the mail every day at %s.
REFINE_DESC_1	Quick Reroll rerolls up to %d times and spends up to %d gold. It stops automatically when max stats are reached.
REFINE_DESC_2	Reroll successful. Rerolled %d times and spent %d gold.
POKEDEX_DESC	Tap picture to enlarge.
MAP_DIDI_DESC	Congrats on unlocking Dragon Taxi
AREADY_ACTIVE	Activated
ROLE_LVUP_DESC	Tap to using EXP Pills.
ROLE_LVUP_DESC1	Level Up 1
ROLE_LVUP_DESC2	Leveling up
STR_QUIT	Leave
STR_CONTINUE	Continue
LOGIN_OVER_TIME	Login timeout, please login again.
RECHARGE_DESC_2	(%d times)
CHICKEN_DESC	Get from VIP4 and above VIP Packs
QUIT_BATTLE_CONFIRM	Exiting will consume 1 attack chance, continue?
HAD_FATE	Commander has been socketed in Destiny
LOGIN_DESC_2	Copyright Holder: Chengdu Moling Tech, Ltd.,   Publishing unit: Fangyuan Electronic & Audiovisual Press Co., Ltd.
LOGIN_DESC_3	Approval Number: SAPPRFT [2017]1903, Publication Number: ISBN 978-7-7979-5405-1
LOGIN_DESC_4	Registration Number: 2016SR007520 Copyright Certificate Code: Software Copyright Modification Number: 201613212, Filing Number: Online Game Record Number (2016) M-SLG7646
DIG_MINE_TREASURE	Treasures
DIG_MINE_ENEMY	Defender
DIG_MINE_BOX	Mystery Treasure
DIG_MINE_TIPS_1	Dig up all treasures for an ultimate reward
CLICK_USE_ITEM	Drag to use item
STR_LOADING_TIPS	Tip:
STR_COUNTER_DESC_1	Strong vs:           (Attack and defense              )
COUNTRY_SELECT_TIPS_1	(Selected country doesn\'t affect commander faction)
REMOVE_OLD_FILES_FAILED	Failed to delete old files, tap to retry.
TITLE_INLAY_DRAGON_GEM	Socket Dragonite
STR_EVOLUTION_CONDITION	Evolve Requirements
ALL_LEGION_ATTR_ADDITION	All legion base bonus
DRAGON_GEM_TOTAL_LEVEL	Total Dragonite level:
DRAGON_GEM_BAG	Dragonite Bag
DRAGON_GEM_BAG_1	Dragonite Bag
STR_MAX_LEVEL	Max level
STR_EVOLVE	Evolve
SELECT_BEFORE_INLAY	Select a slot to socket Dragonite
SURE_TO_SWALLOW_ANCIENT	Selection contains Ancient Gear, are you sure you want to consume?
WHETHER_DOWNLOAD_UPDATE	New version detected, do you want to download?
STR_WINNER	Winner
WORDWAR_MATCH_DESC_1	Battle of Kings Finals
WORDWAR_MATCH_DESC_2	Battle of Kings Semifinals
WORDWAR_MATCH_DESC_3	Battle of Kings Top 4
WORDWAR_MATCH_DESC_4	Battle of Kings Top 8
WORDWAR_MATCH_DESC_5	Battle of Kings Top 16
NUMBER_OF_LORD	Governors
NUMBER_OF_CITIES	Cities
GEM_EAT_ALL	Consume All
INFINITE_BATTLE_DESC_1	Battle
INFINITE_BATTLE_DESC_2	Stage Chest Reward
INFINITE_BATTLE_DESC_3	You already cleared that stage
INFINITE_BATTLE_DESC_4	Stage not available
INFINITE_BATTLE_DESC_5	Stage Reward
INFINITE_BATTLE_DESC_6	Story
INFINITE_BATTLE_DESC_7	Side
INFINITE_BATTLE_DESC_8	Chapter
INFINITE_BATTLE_DESC_9	Stage
INFINITE_BATTLE_DESC_10	3 Stars
STR_DIFFICULTY	Difficulty
INFINITE_BATTLE_INFO_1	Increase boss difficulty to earn better rewards.
SHAS_NOT_ENOUGH	Not enough March Orders
CHALLENGE_UPGRADE	Challenge Increase
INFINITE_INFO_1	Boss Difficulty Increased
INFINITE_INFO_2	Boss Reward Increased
STR_UNDERSTAND	Got it
