技能Id	技能名称	技能说明	注释	技能类型	触发释放条件	目标选择时间类型	范围选择类型	直接选择目标类型	范围选择中心点类型	范围选择目标类型	目标偏移	是否显示范围	范围选择目标最大个数	扇形角度	圆形和扇形范围半径	矩形范围X1	矩形范围X2	矩形范围Y1	矩形范围Y2	施法动作	子弹Id	子弹延迟发射（ms）	子弹数量	子弹间隔时间毫秒	子弹发射类型	技能冒字	全屏头像	技能释放音效	技能受击音效	技能特效Id	技能特效Id2	受击特效	受击特效挂载点位置	受击特效渲染层级	特效循环次数	效果产生次数	效果产生延迟时间	效果产生间隔	效果类型(0没有效果，1普通效果，2真实伤害)	屏幕震动时间毫秒(只支持近战或者bulletType为2的技能)	震动强度横向	震动强度纵向	效果类型（1伤害，2加血）	是否显示数字	伤害类型（按武将类型，0物理，1魔法）	是否无视闪避	无视护甲万分比	无视技防万分比	附加暴击率万分比	附加吸血万分比	附加吸血固定值	抽怒万分比	消怒万分比	额外伤害类型	额外伤害值	伤害系数	召唤物ID	召唤物数量	召唤物死亡类型	存在时间（毫秒）	攻击次数	被攻击次数	召唤位置(1攻击者，2受攻击者，3技能的目标点)	召唤物出生相对位置1前方2后方	产生的buff	BUFF生效几率（万分比）	BUFF持续时间（毫秒）	施放者BUFF	释放者BUFF生效几率（万分比）	释放者BUFF持续时间（毫秒）	驱散效果(1驱散负面，2驱散正面，3驱散所有)	特殊处理	特殊脚本	脚本参数	技能喊话图片	技能icon	技能描述	技能参数	对比描述
60031111	text_skill_6003_name_1	英勇冲撞11级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61031111	10000	1000	0	0	2	200|0.5|2	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60031112	text_skill_6003_name_1	英勇冲撞12级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61031112	10000	1000	0	0	2	200|0.5|2	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60031113	text_skill_6003_name_1	英勇冲撞13级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61031113	10000	1000	0	0	2	200|0.5|2	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60031114	text_skill_6003_name_1	英勇冲撞14级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61031114	10000	1000	0	0	2	200|0.5|2	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60031115	text_skill_6003_name_1	英勇冲撞15级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61031115	10000	1000	0	0	2	200|0.5|2	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60031201	text_skill_6003_name_2	狮鹫军团1级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031201	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2320
60031202	text_skill_6003_name_2	狮鹫军团2级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031202	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2405
60031203	text_skill_6003_name_2	狮鹫军团3级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031203	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2490
60031204	text_skill_6003_name_2	狮鹫军团4级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031204	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2575
60031205	text_skill_6003_name_2	狮鹫军团5级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031205	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2660
60031206	text_skill_6003_name_2	狮鹫军团6级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031206	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2745
60031207	text_skill_6003_name_2	狮鹫军团7级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031207	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2830
60031208	text_skill_6003_name_2	狮鹫军团8级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031208	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2915
60031209	text_skill_6003_name_2	狮鹫军团9级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031209	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3000
60031210	text_skill_6003_name_2	狮鹫军团10级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031210	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3085
60031211	text_skill_6003_name_2	狮鹫军团11级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031211	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3170
60031212	text_skill_6003_name_2	狮鹫军团12级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031212	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3255
60031213	text_skill_6003_name_2	狮鹫军团13级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031213	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3340
60031214	text_skill_6003_name_2	狮鹫军团14级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031214	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3425
60031215	text_skill_6003_name_2	狮鹫军团15级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61031215	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3510
60032101	text_skill_6003_name_1	英勇冲撞1级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032101	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032102	text_skill_6003_name_1	英勇冲撞2级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032102	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032103	text_skill_6003_name_1	英勇冲撞3级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032103	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032104	text_skill_6003_name_1	英勇冲撞4级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032104	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032105	text_skill_6003_name_1	英勇冲撞5级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032105	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032106	text_skill_6003_name_1	英勇冲撞6级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032106	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032107	text_skill_6003_name_1	英勇冲撞7级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032107	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032108	text_skill_6003_name_1	英勇冲撞8级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032108	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032109	text_skill_6003_name_1	英勇冲撞9级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032109	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032110	text_skill_6003_name_1	英勇冲撞10级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032110	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032111	text_skill_6003_name_1	英勇冲撞11级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032111	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032112	text_skill_6003_name_1	英勇冲撞12级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032112	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032113	text_skill_6003_name_1	英勇冲撞13级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032113	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032114	text_skill_6003_name_1	英勇冲撞14级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032114	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032115	text_skill_6003_name_1	英勇冲撞15级	狮鹫骑士	1	0	3	2	0	2	3	0	0	999	0	0	0	0	0	0	skill1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61032115	10000	2000	0	0	2	200|0.5|4	0	skill_shijiuqishi_01.png	text_skill_6003_desc_1_0|text_skill_6003_desc_1_1|text_skill_6003_desc_1_2	s.specialValue.3.0.0.0|b.coefficient.1./.100.%	0
60032201	text_skill_6003_name_2	狮鹫军团1级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032201	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2320
60032202	text_skill_6003_name_2	狮鹫军团2级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032202	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2405
60032203	text_skill_6003_name_2	狮鹫军团3级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032203	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2490
60032204	text_skill_6003_name_2	狮鹫军团4级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032204	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2575
60032205	text_skill_6003_name_2	狮鹫军团5级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032205	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2660
60032206	text_skill_6003_name_2	狮鹫军团6级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032206	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2745
60032207	text_skill_6003_name_2	狮鹫军团7级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032207	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2830
60032208	text_skill_6003_name_2	狮鹫军团8级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032208	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	2915
60032209	text_skill_6003_name_2	狮鹫军团9级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032209	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3000
60032210	text_skill_6003_name_2	狮鹫军团10级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032210	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3085
60032211	text_skill_6003_name_2	狮鹫军团11级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032211	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3170
