索引ID	注释1	描述	类型(1普通buff, 2光环buff)	buff模式(0:无类型，1:灼烧)	光环类型(1:不断的发送buff，并且出了范围就移除,2:只发送一次，除非发送的buff消失,出了范围不移除)	正负面(1负面2正面)	不可被驱散	是否受到负面抗性影响	效果类型(0没有效果，1普通伤害，2无视防御伤害，3召唤)	发送buffID	buff生效几率（万分比）	buff持续时间（毫秒）	范围选择目标类型(1英雄2士兵3所有单位)	范围	光环检测间隔时间(毫秒)	伤害类型（按武将类型，0物理，1魔法）	额外伤害类型	额外伤害值	伤害系数	发送第一次效果延迟时间(毫秒)	发送效果间隔时间(毫秒)	属性修改	属性值修改	属性百分比修改（万分比）	克制增幅0	克制增幅1	克制增幅2	克制增幅3	攻击吸血万分比	攻击吸血固定值	免疫负面物理效果	免疫负面魔法效果	免疫负面魔法次数	限制移动	限制普通攻击	限制释放技能	不受控制	反弹物理伤害万分比	改变技能组	变身资源名	变身资源类型	变身后缩放百分比	buff特效资源	buff特效类型(1只显示一次, 2循环特效)	buff特效挂载点(1上2中3下)	buff特效渲染层级(1上2下)	buff位置偏移	buff位置偏移1	buff特效资源1	buff特效类型(1只显示一次, 2循环特效)1	buff特效挂载点(1上2中3下)1	buff特效渲染层级(1上2下)1	buff位置偏移2	buff位置偏移3	特殊shader	隐藏飘字
61030103	冲锋光环3级	冲锋光环	2	0	1	2	1	0	0	62030103	10000	-1	3	100	100	1	0	0	8862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030104	冲锋光环4级	冲锋光环	2	0	1	2	1	0	0	62030104	10000	-1	3	100	100	1	0	0	9426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030105	冲锋光环5级	冲锋光环	2	0	1	2	1	0	0	62030105	10000	-1	3	100	100	1	0	0	9990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030106	冲锋光环6级	冲锋光环	2	0	1	2	1	0	0	62030106	10000	-1	3	100	100	1	0	0	10554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030107	冲锋光环7级	冲锋光环	2	0	1	2	1	0	0	62030107	10000	-1	3	100	100	1	0	0	11118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030108	冲锋光环8级	冲锋光环	2	0	1	2	1	0	0	62030108	10000	-1	3	100	100	1	0	0	11682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030109	冲锋光环9级	冲锋光环	2	0	1	2	1	0	0	62030109	10000	-1	3	100	100	1	0	0	12246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030110	冲锋光环10级	冲锋光环	2	0	1	2	1	0	0	62030110	10000	-1	3	100	100	1	0	0	12810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030111	冲锋光环11级	冲锋光环	2	0	1	2	1	0	0	62030111	10000	-1	3	100	100	1	0	0	13374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030112	冲锋光环12级	冲锋光环	2	0	1	2	1	0	0	62030112	10000	-1	3	100	100	1	0	0	13938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030113	冲锋光环13级	冲锋光环	2	0	1	2	1	0	0	62030113	10000	-1	3	100	100	1	0	0	14502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030114	冲锋光环14级	冲锋光环	2	0	1	2	1	0	0	62030114	10000	-1	3	100	100	1	0	0	15066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61030115	冲锋光环15级	冲锋光环	2	0	1	2	1	0	0	62030115	10000	-1	3	100	100	1	0	0	15630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031101	冲锋光环1级	冲锋光环	2	0	1	2	1	0	0	62031101	10000	-1	3	100	100	1	0	0	7734	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031102	冲锋光环2级	冲锋光环	2	0	1	2	1	0	0	62031102	10000	-1	3	100	100	1	0	0	8298	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031103	冲锋光环3级	冲锋光环	2	0	1	2	1	0	0	62031103	10000	-1	3	100	100	1	0	0	8862	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031104	冲锋光环4级	冲锋光环	2	0	1	2	1	0	0	62031104	10000	-1	3	100	100	1	0	0	9426	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031105	冲锋光环5级	冲锋光环	2	0	1	2	1	0	0	62031105	10000	-1	3	100	100	1	0	0	9990	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031106	冲锋光环6级	冲锋光环	2	0	1	2	1	0	0	62031106	10000	-1	3	100	100	1	0	0	10554	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031107	冲锋光环7级	冲锋光环	2	0	1	2	1	0	0	62031107	10000	-1	3	100	100	1	0	0	11118	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031108	冲锋光环8级	冲锋光环	2	0	1	2	1	0	0	62031108	10000	-1	3	100	100	1	0	0	11682	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031109	冲锋光环9级	冲锋光环	2	0	1	2	1	0	0	62031109	10000	-1	3	100	100	1	0	0	12246	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031110	冲锋光环10级	冲锋光环	2	0	1	2	1	0	0	62031110	10000	-1	3	100	100	1	0	0	12810	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031111	冲锋光环11级	冲锋光环	2	0	1	2	1	0	0	62031111	10000	-1	3	100	100	1	0	0	13374	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031112	冲锋光环12级	冲锋光环	2	0	1	2	1	0	0	62031112	10000	-1	3	100	100	1	0	0	13938	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031113	冲锋光环13级	冲锋光环	2	0	1	2	1	0	0	62031113	10000	-1	3	100	100	1	0	0	14502	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031114	冲锋光环14级	冲锋光环	2	0	1	2	1	0	0	62031114	10000	-1	3	100	100	1	0	0	15066	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61031115	冲锋光环15级	冲锋光环	2	0	1	2	1	0	0	62031115	10000	-1	3	100	100	1	0	0	15630	0	0	6	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032101	冲锋光环1级	冲锋光环	2	0	1	2	1	0	0	62032101	10000	-1	3	100	100	1	0	0	7734	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032102	冲锋光环2级	冲锋光环	2	0	1	2	1	0	0	62032102	10000	-1	3	100	100	1	0	0	8298	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032103	冲锋光环3级	冲锋光环	2	0	1	2	1	0	0	62032103	10000	-1	3	100	100	1	0	0	8862	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032104	冲锋光环4级	冲锋光环	2	0	1	2	1	0	0	62032104	10000	-1	3	100	100	1	0	0	9426	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032105	冲锋光环5级	冲锋光环	2	0	1	2	1	0	0	62032105	10000	-1	3	100	100	1	0	0	9990	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032106	冲锋光环6级	冲锋光环	2	0	1	2	1	0	0	62032106	10000	-1	3	100	100	1	0	0	10554	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032107	冲锋光环7级	冲锋光环	2	0	1	2	1	0	0	62032107	10000	-1	3	100	100	1	0	0	11118	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032108	冲锋光环8级	冲锋光环	2	0	1	2	1	0	0	62032108	10000	-1	3	100	100	1	0	0	11682	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032109	冲锋光环9级	冲锋光环	2	0	1	2	1	0	0	62032109	10000	-1	3	100	100	1	0	0	12246	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032110	冲锋光环10级	冲锋光环	2	0	1	2	1	0	0	62032110	10000	-1	3	100	100	1	0	0	12810	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032111	冲锋光环11级	冲锋光环	2	0	1	2	1	0	0	62032111	10000	-1	3	100	100	1	0	0	13374	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032112	冲锋光环12级	冲锋光环	2	0	1	2	1	0	0	62032112	10000	-1	3	100	100	1	0	0	13938	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032113	冲锋光环13级	冲锋光环	2	0	1	2	1	0	0	62032113	10000	-1	3	100	100	1	0	0	14502	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032114	冲锋光环14级	冲锋光环	2	0	1	2	1	0	0	62032114	10000	-1	3	100	100	1	0	0	15066	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61032115	冲锋光环15级	冲锋光环	2	0	1	2	1	0	0	62032115	10000	-1	3	100	100	1	0	0	15630	0	0	6	1500	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050201	冲锋光环1级	冲锋光环	2	0	1	2	1	0	0	62050201	10000	-1	3	100	100	1	0	0	8353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050202	冲锋光环2级	冲锋光环	2	0	1	2	1	0	0	62050202	10000	-1	3	100	100	1	0	0	8660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050203	冲锋光环3级	冲锋光环	2	0	1	2	1	0	0	62050203	10000	-1	3	100	100	1	0	0	8967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050204	冲锋光环4级	冲锋光环	2	0	1	2	1	0	0	62050204	10000	-1	3	100	100	1	0	0	9274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050205	冲锋光环5级	冲锋光环	2	0	1	2	1	0	0	62050205	10000	-1	3	100	100	1	0	0	9581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050206	冲锋光环6级	冲锋光环	2	0	1	2	1	0	0	62050206	10000	-1	3	100	100	1	0	0	9888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050207	冲锋光环7级	冲锋光环	2	0	1	2	1	0	0	62050207	10000	-1	3	100	100	1	0	0	10195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050208	冲锋光环8级	冲锋光环	2	0	1	2	1	0	0	62050208	10000	-1	3	100	100	1	0	0	10502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050209	冲锋光环9级	冲锋光环	2	0	1	2	1	0	0	62050209	10000	-1	3	100	100	1	0	0	10809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050210	冲锋光环10级	冲锋光环	2	0	1	2	1	0	0	62050210	10000	-1	3	100	100	1	0	0	11116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050211	冲锋光环11级	冲锋光环	2	0	1	2	1	0	0	62050211	10000	-1	3	100	100	1	0	0	11423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050212	冲锋光环12级	冲锋光环	2	0	1	2	1	0	0	62050212	10000	-1	3	100	100	1	0	0	11730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050213	冲锋光环13级	冲锋光环	2	0	1	2	1	0	0	62050213	10000	-1	3	100	100	1	0	0	12037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050214	冲锋光环14级	冲锋光环	2	0	1	2	1	0	0	62050214	10000	-1	3	100	100	1	0	0	12344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61050215	冲锋光环15级	冲锋光环	2	0	1	2	1	0	0	62050215	10000	-1	3	100	100	1	0	0	12651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051201	冲锋光环1级	冲锋光环	2	0	1	2	1	0	0	62051201	10000	-1	3	100	100	1	0	0	8353	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051202	冲锋光环2级	冲锋光环	2	0	1	2	1	0	0	62051202	10000	-1	3	100	100	1	0	0	8660	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051203	冲锋光环3级	冲锋光环	2	0	1	2	1	0	0	62051203	10000	-1	3	100	100	1	0	0	8967	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051204	冲锋光环4级	冲锋光环	2	0	1	2	1	0	0	62051204	10000	-1	3	100	100	1	0	0	9274	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051205	冲锋光环5级	冲锋光环	2	0	1	2	1	0	0	62051205	10000	-1	3	100	100	1	0	0	9581	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051206	冲锋光环6级	冲锋光环	2	0	1	2	1	0	0	62051206	10000	-1	3	100	100	1	0	0	9888	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051207	冲锋光环7级	冲锋光环	2	0	1	2	1	0	0	62051207	10000	-1	3	100	100	1	0	0	10195	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051208	冲锋光环8级	冲锋光环	2	0	1	2	1	0	0	62051208	10000	-1	3	100	100	1	0	0	10502	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051209	冲锋光环9级	冲锋光环	2	0	1	2	1	0	0	62051209	10000	-1	3	100	100	1	0	0	10809	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051210	冲锋光环10级	冲锋光环	2	0	1	2	1	0	0	62051210	10000	-1	3	100	100	1	0	0	11116	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051211	冲锋光环11级	冲锋光环	2	0	1	2	1	0	0	62051211	10000	-1	3	100	100	1	0	0	11423	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051212	冲锋光环12级	冲锋光环	2	0	1	2	1	0	0	62051212	10000	-1	3	100	100	1	0	0	11730	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051213	冲锋光环13级	冲锋光环	2	0	1	2	1	0	0	62051213	10000	-1	3	100	100	1	0	0	12037	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051214	冲锋光环14级	冲锋光环	2	0	1	2	1	0	0	62051214	10000	-1	3	100	100	1	0	0	12344	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61051215	冲锋光环15级	冲锋光环	2	0	1	2	1	0	0	62051215	10000	-1	3	100	100	1	0	0	12651	0	0	6	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052201	冲锋光环1级	冲锋光环	2	0	1	2	1	0	0	62052201	10000	-1	3	100	100	1	0	0	8353	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052202	冲锋光环2级	冲锋光环	2	0	1	2	1	0	0	62052202	10000	-1	3	100	100	1	0	0	8660	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052203	冲锋光环3级	冲锋光环	2	0	1	2	1	0	0	62052203	10000	-1	3	100	100	1	0	0	8967	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052204	冲锋光环4级	冲锋光环	2	0	1	2	1	0	0	62052204	10000	-1	3	100	100	1	0	0	9274	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052205	冲锋光环5级	冲锋光环	2	0	1	2	1	0	0	62052205	10000	-1	3	100	100	1	0	0	9581	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052206	冲锋光环6级	冲锋光环	2	0	1	2	1	0	0	62052206	10000	-1	3	100	100	1	0	0	9888	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052207	冲锋光环7级	冲锋光环	2	0	1	2	1	0	0	62052207	10000	-1	3	100	100	1	0	0	10195	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052208	冲锋光环8级	冲锋光环	2	0	1	2	1	0	0	62052208	10000	-1	3	100	100	1	0	0	10502	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052209	冲锋光环9级	冲锋光环	2	0	1	2	1	0	0	62052209	10000	-1	3	100	100	1	0	0	10809	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052210	冲锋光环10级	冲锋光环	2	0	1	2	1	0	0	62052210	10000	-1	3	100	100	1	0	0	11116	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052211	冲锋光环11级	冲锋光环	2	0	1	2	1	0	0	62052211	10000	-1	3	100	100	1	0	0	11423	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052212	冲锋光环12级	冲锋光环	2	0	1	2	1	0	0	62052212	10000	-1	3	100	100	1	0	0	11730	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052213	冲锋光环13级	冲锋光环	2	0	1	2	1	0	0	62052213	10000	-1	3	100	100	1	0	0	12037	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052214	冲锋光环14级	冲锋光环	2	0	1	2	1	0	0	62052214	10000	-1	3	100	100	1	0	0	12344	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61052215	冲锋光环15级	冲锋光环	2	0	1	2	1	0	0	62052215	10000	-1	3	100	100	1	0	0	12651	0	0	6	2155	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
61060201	海洋之歌光环1级	海洋之歌	2	0	1	2	1	0	0	62060201	10000	-1	103	1140	100	1	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060202	海洋之歌光环2级	海洋之歌	2	0	1	2	1	0	0	62060202	10000	-1	103	1140	100	1	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060203	海洋之歌光环3级	海洋之歌	2	0	1	2	1	0	0	62060203	10000	-1	103	1140	100	1	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060204	海洋之歌光环4级	海洋之歌	2	0	1	2	1	0	0	62060204	10000	-1	103	1140	100	1	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060205	海洋之歌光环5级	海洋之歌	2	0	1	2	1	0	0	62060205	10000	-1	103	1140	100	1	0	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060206	海洋之歌光环6级	海洋之歌	2	0	1	2	1	0	0	62060206	10000	-1	103	1140	100	1	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060207	海洋之歌光环7级	海洋之歌	2	0	1	2	1	0	0	62060207	10000	-1	103	1140	100	1	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060208	海洋之歌光环8级	海洋之歌	2	0	1	2	1	0	0	62060208	10000	-1	103	1140	100	1	0	0	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060209	海洋之歌光环9级	海洋之歌	2	0	1	2	1	0	0	62060209	10000	-1	103	1140	100	1	0	0	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060210	海洋之歌光环10级	海洋之歌	2	0	1	2	1	0	0	62060210	10000	-1	103	1140	100	1	0	0	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060211	海洋之歌光环11级	海洋之歌	2	0	1	2	1	0	0	62060211	10000	-1	103	1140	100	1	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
