等级	主角ID	最低英雄基础星级	最高英雄基础星级	英雄数	突破等级	军队等级	技能等级	基础怒气	命中率	闪避率	暴击率	抗暴率	伤害加成	伤害减免	暴击伤害	暴击减伤	技能伤害加成	技能伤害减免	无视护甲	无视技防	治疗加成	怒气回复加成	负面抗性
351	20006	6	6	7	10	6	5	4298.9756594	8578.8447602	8578.8447602	8578.8447602	8578.8447602	8578.8447602	8578.8447602	5254.3035837	0	2865.9837729	6687.2954701	2388.3198108	2388.3198108	2388.3198108	2388.3198108	2388.3198108
352	20006	6	6	7	10	6	5	4321.1099397	8623.0149463	8623.0149463	8623.0149463	8623.0149463	8623.0149463	8623.0149463	5281.3565929	0	2880.7399598	6721.7265728	2400.6166332	2400.6166332	2400.6166332	2400.6166332	2400.6166332
353	20006	6	6	7	10	6	5	4343.2947261	8667.28592	8667.28592	8667.28592	8667.28592	8667.28592	8667.28592	5308.4713319	0	2895.5298174	6756.2362406	2412.9415145	2412.9415145	2412.9415145	2412.9415145	2412.9415145
354	20006	6	6	7	10	6	5	4365.5299898	8711.6576241	8711.6576241	8711.6576241	8711.6576241	8711.6576241	8711.6576241	5335.6477653	0	2910.3533265	6790.8244286	2425.2944388	2425.2944388	2425.2944388	2425.2944388	2425.2944388
355	20006	6	6	7	10	6	5	4387.8157023	8756.1300014	8756.1300014	8756.1300014	8756.1300014	8756.1300014	8756.1300014	5362.8858583	0	2925.2104682	6825.4910924	2437.6753902	2437.6753902	2437.6753902	2437.6753902	2437.6753902
356	20006	6	6	7	10	6	5	4410.1518349	8800.702995	8800.702995	8800.702995	8800.702995	8800.702995	8800.702995	5390.185576	0	2940.1012233	6860.2361877	2450.0843527	2450.0843527	2450.0843527	2450.0843527	2450.0843527
357	20006	6	6	7	10	6	5	4432.5383593	8845.3765481	8845.3765481	8845.3765481	8845.3765481	8845.3765481	8845.3765481	5417.5468836	0	2955.0255729	6895.05967	2462.5213107	2462.5213107	2462.5213107	2462.5213107	2462.5213107
358	20006	6	6	7	10	6	5	4454.9752471	8890.1506042	8890.1506042	8890.1506042	8890.1506042	8890.1506042	8890.1506042	5444.9697465	0	2969.9834981	6929.9614955	2474.9862484	2474.9862484	2474.9862484	2474.9862484	2474.9862484
359	20006	6	6	7	10	6	5	4477.46247	8935.0251069	8935.0251069	8935.0251069	8935.0251069	8935.0251069	8935.0251069	5472.4541301	0	2984.97498	6964.9416201	2487.47915	2487.47915	2487.47915	2487.47915	2487.47915
360	20006	6	6	7	10	6	5	4500	8980	8980	8980	8980	8980	8980	5500	0	3000	7000	2500	2500	2500	2500	2500
