索引ID	出现商店类型（1-神将，2-商店，3-竞技场，4-爬塔，5-弃用黑市，6-国家商店, 7-跨服战商店,8-荣誉商店,9-军团商店	获得物品	组id	组权重（0为必出）	最低刷出等级	最高刷出等级	物品刷新权重	将魂消耗	货币权重	元宝消耗	货币权重1	金币消耗	货币权重2	军功消耗	货币权重3	军团币消耗	货币权重4	令牌消耗	货币权重5	军团战功消耗	货币权重6	千层塔币消耗	货币权重7	试练代币消耗	货币权重8	国战货币消耗	货币权重9	俸禄消耗	货币权重10
507	1	card.4104:1	507	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	1	card.4105:1	508	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	1	card.4106:1	509	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	1	card.4107:1	510	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511	1	card.4108:1	511	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512	1	card.4109:1	512	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
513	1	card.4110:1	513	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
514	1	card.4201:1	514	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515	1	card.4202:1	515	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
516	1	card.4203:1	516	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	1	card.4204:1	517	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518	1	card.4205:1	518	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1	card.4206:1	519	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520	1	card.4207:1	520	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
521	1	card.4208:1	521	35	40	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	1	card.4209:1	522	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
523	1	card.4301:1	523	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	1	card.4302:1	524	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
525	1	card.4303:1	525	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
526	1	card.4304:1	526	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
527	1	card.4305:1	527	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
528	1	card.4306:1	528	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
529	1	card.4307:1	529	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
530	1	card.4308:1	530	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
531	1	card.4309:1	531	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
532	1	card.4401:1	532	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
533	1	card.4402:1	533	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
534	1	card.4403:1	534	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
535	1	card.4404:1	535	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
536	1	card.4405:1	536	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
537	1	card.4406:1	537	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
538	1	card.4407:1	538	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
539	1	card.4408:1	539	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
540	1	card.4409:1	540	35	0	40	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
541	1	card.4102:1	541	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
542	1	card.4103:1	542	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
543	1	card.4104:1	543	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
544	1	card.4105:1	544	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
545	1	card.4106:1	545	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
546	1	card.4107:1	546	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
547	1	card.4108:1	547	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
548	1	card.4109:1	548	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
549	1	card.4110:1	549	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
550	1	card.4201:1	550	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
551	1	card.4202:1	551	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
552	1	card.4203:1	552	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553	1	card.4204:1	553	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554	1	card.4205:1	554	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
555	1	card.4206:1	555	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
556	1	card.4207:1	556	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
557	1	card.4208:1	557	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
558	1	card.4209:1	558	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
559	1	card.4301:1	559	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
560	1	card.4302:1	560	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561	1	card.4303:1	561	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
562	1	card.4304:1	562	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
563	1	card.4305:1	563	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
564	1	card.4306:1	564	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
565	1	card.4307:1	565	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566	1	card.4308:1	566	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
567	1	card.4309:1	567	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568	1	card.4401:1	568	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
569	1	card.4402:1	569	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
570	1	card.4403:1	570	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
571	1	card.4404:1	571	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	1	card.4405:1	572	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
573	1	card.4406:1	573	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
574	1	card.4407:1	574	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
575	1	card.4408:1	575	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
576	1	card.4409:1	576	35	41	60	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
577	1	card.4102:1	577	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
578	1	card.4103:1	578	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
579	1	card.4104:1	579	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580	1	card.4105:1	580	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
581	1	card.4106:1	581	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
582	1	card.4107:1	582	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
583	1	card.4108:1	583	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
584	1	card.4109:1	584	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
585	1	card.4110:1	585	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586	1	card.4201:1	586	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
587	1	card.4202:1	587	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
588	1	card.4203:1	588	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
589	1	card.4204:1	589	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
590	1	card.4205:1	590	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591	1	card.4206:1	591	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592	1	card.4207:1	592	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
593	1	card.4208:1	593	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
594	1	card.4209:1	594	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
595	1	card.4301:1	595	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
596	1	card.4302:1	596	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
597	1	card.4303:1	597	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
598	1	card.4304:1	598	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
599	1	card.4305:1	599	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600	1	card.4306:1	600	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601	1	card.4307:1	601	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602	1	card.4308:1	602	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603	1	card.4309:1	603	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604	1	card.4401:1	604	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605	1	card.4402:1	605	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606	1	card.4403:1	606	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607	1	card.4404:1	607	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608	1	card.4405:1	608	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609	1	card.4406:1	609	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610	1	card.4407:1	610	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
611	1	card.4408:1	611	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612	1	card.4409:1	612	35	61	80	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613	1	card.4102:1	613	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614	1	card.4103:1	614	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615	1	card.4104:1	615	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616	1	card.4105:1	616	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617	1	card.4106:1	617	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618	1	card.4107:1	618	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619	1	card.4108:1	619	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
620	1	card.4109:1	620	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
621	1	card.4110:1	621	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
622	1	card.4201:1	622	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
623	1	card.4202:1	623	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
624	1	card.4203:1	624	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
625	1	card.4204:1	625	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
626	1	card.4205:1	626	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
627	1	card.4206:1	627	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
628	1	card.4207:1	628	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
629	1	card.4208:1	629	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630	1	card.4209:1	630	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
631	1	card.4301:1	631	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
632	1	card.4302:1	632	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633	1	card.4303:1	633	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
634	1	card.4304:1	634	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
635	1	card.4305:1	635	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
636	1	card.4306:1	636	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
637	1	card.4307:1	637	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638	1	card.4308:1	638	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639	1	card.4309:1	639	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640	1	card.4401:1	640	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
641	1	card.4402:1	641	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
642	1	card.4403:1	642	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
643	1	card.4404:1	643	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
644	1	card.4405:1	644	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645	1	card.4406:1	645	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646	1	card.4407:1	646	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
647	1	card.4408:1	647	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648	1	card.4409:1	648	35	81	90	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649	1	card.4102:1	649	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
650	1	card.4103:1	650	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
651	1	card.4104:1	651	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
652	1	card.4105:1	652	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653	1	card.4106:1	653	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
654	1	card.4107:1	654	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655	1	card.4108:1	655	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
656	1	card.4109:1	656	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
657	1	card.4110:1	657	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
658	1	card.4201:1	658	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
659	1	card.4202:1	659	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
660	1	card.4203:1	660	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
661	1	card.4204:1	661	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
662	1	card.4205:1	662	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
663	1	card.4206:1	663	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
664	1	card.4207:1	664	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
665	1	card.4208:1	665	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
666	1	card.4209:1	666	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
667	1	card.4301:1	667	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
668	1	card.4302:1	668	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
669	1	card.4303:1	669	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
670	1	card.4304:1	670	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
671	1	card.4305:1	671	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
672	1	card.4306:1	672	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
673	1	card.4307:1	673	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
674	1	card.4308:1	674	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
675	1	card.4309:1	675	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
676	1	card.4401:1	676	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
677	1	card.4402:1	677	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
678	1	card.4403:1	678	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	1	card.4404:1	679	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
