关卡ID	战斗ID	挑战限制	限制参数	首通奖励
500501	1500051	level	237	user.gold:300000,user.hero_exp:410000,material.1:50
500502	1500052	level	237	user.gold:320000,user.hero_exp:440000,material.1:50
500503	1500053	level	237	user.gold:340000,user.hero_exp:460000,material.1:50
500504	1500054	level	237	user.gold:360000,user.hero_exp:490000,material.1:50
500505	1500055	level	237	user.gold:370000,user.hero_exp:510000,material.1:50
500600	1500060	level	237	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
500601	1500061	level	237	user.gold:390000,user.hero_exp:530000,material.1:50
500602	1500062	level	237	user.gold:410000,user.hero_exp:560000,material.1:50
500603	1500063	level	237	user.gold:430000,user.hero_exp:580000,material.1:50
500604	1500064	level	237	user.gold:440000,user.hero_exp:610000,material.1:50
500605	1500065	level	237	user.gold:460000,user.hero_exp:630000,material.1:50
500700	1500070	level	237	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
500701	1500071	level	237	user.gold:480000,user.hero_exp:650000,material.1:50
500702	1500072	level	237	user.gold:500000,user.hero_exp:680000,material.1:50
500703	1500073	level	237	user.gold:510000,user.hero_exp:700000,material.1:50
500704	1500074	level	237	user.gold:530000,user.hero_exp:730000,material.1:50
500705	1500075	level	237	user.gold:550000,user.hero_exp:750000,material.1:50
500800	1500080	level	237	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
500801	1500081	level	237	user.gold:570000,user.hero_exp:770000,material.1:50
500802	1500082	level	237	user.gold:580000,user.hero_exp:800000,material.1:50
500803	1500083	level	237	user.gold:600000,user.hero_exp:820000,material.1:50
500804	1500084	level	237	user.gold:620000,user.hero_exp:850000,material.1:50
500805	1500085	level	237	user.gold:640000,user.hero_exp:870000,material.1:50
500900	1500090	level	238	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
500901	1500091	level	238	user.gold:300000,user.hero_exp:410000,material.1:50
500902	1500092	level	238	user.gold:320000,user.hero_exp:440000,material.1:50
500903	1500093	level	238	user.gold:340000,user.hero_exp:460000,material.1:50
500904	1500094	level	238	user.gold:360000,user.hero_exp:490000,material.1:50
500905	1500095	level	238	user.gold:370000,user.hero_exp:510000,material.1:50
501000	1500100	level	238	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
501001	1500101	level	238	user.gold:390000,user.hero_exp:530000,material.1:50
501002	1500102	level	238	user.gold:410000,user.hero_exp:560000,material.1:50
501003	1500103	level	238	user.gold:430000,user.hero_exp:580000,material.1:50
501004	1500104	level	238	user.gold:440000,user.hero_exp:610000,material.1:50
501005	1500105	level	238	user.gold:460000,user.hero_exp:630000,material.1:50
501100	1500110	level	238	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
501101	1500111	level	238	user.gold:480000,user.hero_exp:650000,material.1:50
501102	1500112	level	238	user.gold:500000,user.hero_exp:680000,material.1:50
501103	1500113	level	238	user.gold:510000,user.hero_exp:700000,material.1:50
501104	1500114	level	238	user.gold:530000,user.hero_exp:730000,material.1:50
501105	1500115	level	238	user.gold:550000,user.hero_exp:750000,material.1:50
501200	1500120	level	238	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
501201	1500121	level	238	user.gold:570000,user.hero_exp:770000,material.1:50
501202	1500122	level	238	user.gold:580000,user.hero_exp:800000,material.1:50
501203	1500123	level	238	user.gold:600000,user.hero_exp:820000,material.1:50
501204	1500124	level	238	user.gold:620000,user.hero_exp:850000,material.1:50
501205	1500125	level	238	user.gold:640000,user.hero_exp:870000,material.1:50
501300	1500130	level	239	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
501301	1500131	level	239	user.gold:300000,user.hero_exp:410000,material.1:50
501302	1500132	level	239	user.gold:320000,user.hero_exp:440000,material.1:50
501303	1500133	level	239	user.gold:340000,user.hero_exp:460000,material.1:50
501304	1500134	level	239	user.gold:360000,user.hero_exp:490000,material.1:50
501305	1500135	level	239	user.gold:370000,user.hero_exp:510000,material.1:50
501400	1500140	level	239	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
501401	1500141	level	239	user.gold:390000,user.hero_exp:530000,material.1:50
501402	1500142	level	239	user.gold:410000,user.hero_exp:560000,material.1:50
501403	1500143	level	239	user.gold:430000,user.hero_exp:580000,material.1:50
501404	1500144	level	239	user.gold:440000,user.hero_exp:610000,material.1:50
501405	1500145	level	239	user.gold:460000,user.hero_exp:630000,material.1:50
501500	1500150	level	239	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
501501	1500151	level	239	user.gold:480000,user.hero_exp:650000,material.1:50
501502	1500152	level	239	user.gold:500000,user.hero_exp:680000,material.1:50
501503	1500153	level	239	user.gold:510000,user.hero_exp:700000,material.1:50
501504	1500154	level	239	user.gold:530000,user.hero_exp:730000,material.1:50
501505	1500155	level	239	user.gold:550000,user.hero_exp:750000,material.1:50
501600	1500160	level	239	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
501601	1500161	level	239	user.gold:570000,user.hero_exp:770000,material.1:50
501602	1500162	level	239	user.gold:580000,user.hero_exp:800000,material.1:50
501603	1500163	level	239	user.gold:600000,user.hero_exp:820000,material.1:50
501604	1500164	level	239	user.gold:620000,user.hero_exp:850000,material.1:50
501605	1500165	level	239	user.gold:640000,user.hero_exp:870000,material.1:50
501700	1500170	level	240	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
501701	1500171	level	240	user.gold:300000,user.hero_exp:410000,material.1:50
501702	1500172	level	240	user.gold:320000,user.hero_exp:440000,material.1:50
501703	1500173	level	240	user.gold:340000,user.hero_exp:460000,material.1:50
501704	1500174	level	240	user.gold:360000,user.hero_exp:490000,material.1:50
501705	1500175	level	240	user.gold:370000,user.hero_exp:510000,material.1:50
501800	1500180	level	240	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
501801	1500181	level	240	user.gold:390000,user.hero_exp:530000,material.1:50
501802	1500182	level	240	user.gold:410000,user.hero_exp:560000,material.1:50
501803	1500183	level	240	user.gold:430000,user.hero_exp:580000,material.1:50
501804	1500184	level	240	user.gold:440000,user.hero_exp:610000,material.1:50
501805	1500185	level	240	user.gold:460000,user.hero_exp:630000,material.1:50
501900	1500190	level	240	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
501901	1500191	level	240	user.gold:480000,user.hero_exp:650000,material.1:50
501902	1500192	level	240	user.gold:500000,user.hero_exp:680000,material.1:50
501903	1500193	level	240	user.gold:510000,user.hero_exp:700000,material.1:50
501904	1500194	level	240	user.gold:530000,user.hero_exp:730000,material.1:50
501905	1500195	level	240	user.gold:550000,user.hero_exp:750000,material.1:50
502000	1500200	level	240	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
502001	1500201	level	240	user.gold:570000,user.hero_exp:770000,material.1:50
502002	1500202	level	240	user.gold:580000,user.hero_exp:800000,material.1:50
502003	1500203	level	240	user.gold:600000,user.hero_exp:820000,material.1:50
502004	1500204	level	240	user.gold:620000,user.hero_exp:850000,material.1:50
502005	1500205	level	240	user.gold:640000,user.hero_exp:870000,material.1:50
502100	1500210	level	241	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
502101	1500211	level	241	user.gold:300000,user.hero_exp:410000,material.1:50
502102	1500212	level	241	user.gold:320000,user.hero_exp:440000,material.1:50
502103	1500213	level	241	user.gold:340000,user.hero_exp:460000,material.1:50
502104	1500214	level	241	user.gold:360000,user.hero_exp:490000,material.1:50
502105	1500215	level	241	user.gold:370000,user.hero_exp:510000,material.1:50
502200	1500220	level	241	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
502201	1500221	level	241	user.gold:390000,user.hero_exp:530000,material.1:50
502202	1500222	level	241	user.gold:410000,user.hero_exp:560000,material.1:50
502203	1500223	level	241	user.gold:430000,user.hero_exp:580000,material.1:50
502204	1500224	level	241	user.gold:440000,user.hero_exp:610000,material.1:50
502205	1500225	level	241	user.gold:460000,user.hero_exp:630000,material.1:50
502300	1500230	level	241	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
502301	1500231	level	241	user.gold:480000,user.hero_exp:650000,material.1:50
502302	1500232	level	241	user.gold:500000,user.hero_exp:680000,material.1:50
502303	1500233	level	241	user.gold:510000,user.hero_exp:700000,material.1:50
502304	1500234	level	241	user.gold:530000,user.hero_exp:730000,material.1:50
502305	1500235	level	241	user.gold:550000,user.hero_exp:750000,material.1:50
502400	1500240	level	241	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
502401	1500241	level	241	user.gold:570000,user.hero_exp:770000,material.1:50
502402	1500242	level	241	user.gold:580000,user.hero_exp:800000,material.1:50
502403	1500243	level	241	user.gold:600000,user.hero_exp:820000,material.1:50
502404	1500244	level	241	user.gold:620000,user.hero_exp:850000,material.1:50
502405	1500245	level	241	user.gold:640000,user.hero_exp:870000,material.1:50
502500	1500250	level	242	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
502501	1500251	level	242	user.gold:300000,user.hero_exp:410000,material.1:50
502502	1500252	level	242	user.gold:320000,user.hero_exp:440000,material.1:50
502503	1500253	level	242	user.gold:340000,user.hero_exp:460000,material.1:50
502504	1500254	level	242	user.gold:360000,user.hero_exp:490000,material.1:50
502505	1500255	level	242	user.gold:370000,user.hero_exp:510000,material.1:50
502600	1500260	level	242	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
502601	1500261	level	242	user.gold:390000,user.hero_exp:530000,material.1:50
502602	1500262	level	242	user.gold:410000,user.hero_exp:560000,material.1:50
502603	1500263	level	242	user.gold:430000,user.hero_exp:580000,material.1:50
502604	1500264	level	242	user.gold:440000,user.hero_exp:610000,material.1:50
502605	1500265	level	242	user.gold:460000,user.hero_exp:630000,material.1:50
502700	1500270	level	242	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
502701	1500271	level	242	user.gold:480000,user.hero_exp:650000,material.1:50
502702	1500272	level	242	user.gold:500000,user.hero_exp:680000,material.1:50
502703	1500273	level	242	user.gold:510000,user.hero_exp:700000,material.1:50
502704	1500274	level	242	user.gold:530000,user.hero_exp:730000,material.1:50
502705	1500275	level	242	user.gold:550000,user.hero_exp:750000,material.1:50
502800	1500280	level	242	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
502801	1500281	level	242	user.gold:570000,user.hero_exp:770000,material.1:50
502802	1500282	level	242	user.gold:580000,user.hero_exp:800000,material.1:50
502803	1500283	level	242	user.gold:600000,user.hero_exp:820000,material.1:50
502804	1500284	level	242	user.gold:620000,user.hero_exp:850000,material.1:50
502805	1500285	level	242	user.gold:640000,user.hero_exp:870000,material.1:50
502900	1500290	level	243	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
502901	1500291	level	243	user.gold:300000,user.hero_exp:410000,material.1:50
502902	1500292	level	243	user.gold:320000,user.hero_exp:440000,material.1:50
502903	1500293	level	243	user.gold:340000,user.hero_exp:460000,material.1:50
502904	1500294	level	243	user.gold:360000,user.hero_exp:490000,material.1:50
502905	1500295	level	243	user.gold:370000,user.hero_exp:510000,material.1:50
503000	1500300	level	243	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
503001	1500301	level	243	user.gold:390000,user.hero_exp:530000,material.1:50
503002	1500302	level	243	user.gold:410000,user.hero_exp:560000,material.1:50
503003	1500303	level	243	user.gold:430000,user.hero_exp:580000,material.1:50
503004	1500304	level	243	user.gold:440000,user.hero_exp:610000,material.1:50
503005	1500305	level	243	user.gold:460000,user.hero_exp:630000,material.1:50
503100	1500310	level	243	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
503101	1500311	level	243	user.gold:480000,user.hero_exp:650000,material.1:50
503102	1500312	level	243	user.gold:500000,user.hero_exp:680000,material.1:50
503103	1500313	level	243	user.gold:510000,user.hero_exp:700000,material.1:50
503104	1500314	level	243	user.gold:530000,user.hero_exp:730000,material.1:50
503105	1500315	level	243	user.gold:550000,user.hero_exp:750000,material.1:50
503200	1500320	level	243	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
503201	1500321	level	243	user.gold:570000,user.hero_exp:770000,material.1:50
503202	1500322	level	243	user.gold:580000,user.hero_exp:800000,material.1:50
503203	1500323	level	243	user.gold:600000,user.hero_exp:820000,material.1:50
503204	1500324	level	243	user.gold:620000,user.hero_exp:850000,material.1:50
503205	1500325	level	243	user.gold:640000,user.hero_exp:870000,material.1:50
503300	1500330	level	244	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
503301	1500331	level	244	user.gold:300000,user.hero_exp:410000,material.1:50
503302	1500332	level	244	user.gold:320000,user.hero_exp:440000,material.1:50
503303	1500333	level	244	user.gold:340000,user.hero_exp:460000,material.1:50
503304	1500334	level	244	user.gold:360000,user.hero_exp:490000,material.1:50
503305	1500335	level	244	user.gold:370000,user.hero_exp:510000,material.1:50
503400	1500340	level	244	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
503401	1500341	level	244	user.gold:390000,user.hero_exp:530000,material.1:50
503402	1500342	level	244	user.gold:410000,user.hero_exp:560000,material.1:50
503403	1500343	level	244	user.gold:430000,user.hero_exp:580000,material.1:50
503404	1500344	level	244	user.gold:440000,user.hero_exp:610000,material.1:50
503405	1500345	level	244	user.gold:460000,user.hero_exp:630000,material.1:50
503500	1500350	level	244	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
503501	1500351	level	244	user.gold:480000,user.hero_exp:650000,material.1:50
503502	1500352	level	244	user.gold:500000,user.hero_exp:680000,material.1:50
503503	1500353	level	244	user.gold:510000,user.hero_exp:700000,material.1:50
503504	1500354	level	244	user.gold:530000,user.hero_exp:730000,material.1:50
503505	1500355	level	244	user.gold:550000,user.hero_exp:750000,material.1:50
503600	1500360	level	244	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
503601	1500361	level	244	user.gold:570000,user.hero_exp:770000,material.1:50
503602	1500362	level	244	user.gold:580000,user.hero_exp:800000,material.1:50
503603	1500363	level	244	user.gold:600000,user.hero_exp:820000,material.1:50
503604	1500364	level	244	user.gold:620000,user.hero_exp:850000,material.1:50
503605	1500365	level	244	user.gold:640000,user.hero_exp:870000,material.1:50
503700	1500370	level	245	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
503701	1500371	level	245	user.gold:300000,user.hero_exp:410000,material.1:50
503702	1500372	level	245	user.gold:320000,user.hero_exp:440000,material.1:50
503703	1500373	level	245	user.gold:340000,user.hero_exp:460000,material.1:50
503704	1500374	level	245	user.gold:360000,user.hero_exp:490000,material.1:50
503705	1500375	level	245	user.gold:370000,user.hero_exp:510000,material.1:50
503800	1500380	level	245	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
503801	1500381	level	245	user.gold:390000,user.hero_exp:530000,material.1:50
503802	1500382	level	245	user.gold:410000,user.hero_exp:560000,material.1:50
503803	1500383	level	245	user.gold:430000,user.hero_exp:580000,material.1:50
503804	1500384	level	245	user.gold:440000,user.hero_exp:610000,material.1:50
503805	1500385	level	245	user.gold:460000,user.hero_exp:630000,material.1:50
503900	1500390	level	245	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
503901	1500391	level	245	user.gold:480000,user.hero_exp:650000,material.1:50
503902	1500392	level	245	user.gold:500000,user.hero_exp:680000,material.1:50
503903	1500393	level	245	user.gold:510000,user.hero_exp:700000,material.1:50
503904	1500394	level	245	user.gold:530000,user.hero_exp:730000,material.1:50
503905	1500395	level	245	user.gold:550000,user.hero_exp:750000,material.1:50
504000	1500400	level	245	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
504001	1500401	level	245	user.gold:570000,user.hero_exp:770000,material.1:50
504002	1500402	level	245	user.gold:580000,user.hero_exp:800000,material.1:50
504003	1500403	level	245	user.gold:600000,user.hero_exp:820000,material.1:50
504004	1500404	level	245	user.gold:620000,user.hero_exp:850000,material.1:50
504005	1500405	level	245	user.gold:640000,user.hero_exp:870000,material.1:50
504100	1500410	level	246	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
504101	1500411	level	246	user.gold:300000,user.hero_exp:410000,material.1:50
504102	1500412	level	246	user.gold:320000,user.hero_exp:440000,material.1:50
504103	1500413	level	246	user.gold:340000,user.hero_exp:460000,material.1:50
504104	1500414	level	246	user.gold:360000,user.hero_exp:490000,material.1:50
504105	1500415	level	246	user.gold:370000,user.hero_exp:510000,material.1:50
504200	1500420	level	246	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
504201	1500421	level	246	user.gold:390000,user.hero_exp:530000,material.1:50
504202	1500422	level	246	user.gold:410000,user.hero_exp:560000,material.1:50
504203	1500423	level	246	user.gold:430000,user.hero_exp:580000,material.1:50
504204	1500424	level	246	user.gold:440000,user.hero_exp:610000,material.1:50
504205	1500425	level	246	user.gold:460000,user.hero_exp:630000,material.1:50
504300	1500430	level	246	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
504301	1500431	level	246	user.gold:480000,user.hero_exp:650000,material.1:50
504302	1500432	level	246	user.gold:500000,user.hero_exp:680000,material.1:50
504303	1500433	level	246	user.gold:510000,user.hero_exp:700000,material.1:50
504304	1500434	level	246	user.gold:530000,user.hero_exp:730000,material.1:50
504305	1500435	level	246	user.gold:550000,user.hero_exp:750000,material.1:50
504400	1500440	level	246	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
504401	1500441	level	246	user.gold:570000,user.hero_exp:770000,material.1:50
504402	1500442	level	246	user.gold:580000,user.hero_exp:800000,material.1:50
504403	1500443	level	246	user.gold:600000,user.hero_exp:820000,material.1:50
504404	1500444	level	246	user.gold:620000,user.hero_exp:850000,material.1:50
504405	1500445	level	246	user.gold:640000,user.hero_exp:870000,material.1:50
504500	1500450	level	247	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
504501	1500451	level	247	user.gold:300000,user.hero_exp:410000,material.1:50
504502	1500452	level	247	user.gold:320000,user.hero_exp:440000,material.1:50
504503	1500453	level	247	user.gold:340000,user.hero_exp:460000,material.1:50
504504	1500454	level	247	user.gold:360000,user.hero_exp:490000,material.1:50
504505	1500455	level	247	user.gold:370000,user.hero_exp:510000,material.1:50
504600	1500460	level	247	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
504601	1500461	level	247	user.gold:390000,user.hero_exp:530000,material.1:50
504602	1500462	level	247	user.gold:410000,user.hero_exp:560000,material.1:50
504603	1500463	level	247	user.gold:430000,user.hero_exp:580000,material.1:50
504604	1500464	level	247	user.gold:440000,user.hero_exp:610000,material.1:50
504605	1500465	level	247	user.gold:460000,user.hero_exp:630000,material.1:50
504700	1500470	level	247	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
504701	1500471	level	247	user.gold:480000,user.hero_exp:650000,material.1:50
504702	1500472	level	247	user.gold:500000,user.hero_exp:680000,material.1:50
504703	1500473	level	247	user.gold:510000,user.hero_exp:700000,material.1:50
504704	1500474	level	247	user.gold:530000,user.hero_exp:730000,material.1:50
504705	1500475	level	247	user.gold:550000,user.hero_exp:750000,material.1:50
504800	1500480	level	247	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
504801	1500481	level	247	user.gold:570000,user.hero_exp:770000,material.1:50
504802	1500482	level	247	user.gold:580000,user.hero_exp:800000,material.1:50
504803	1500483	level	247	user.gold:600000,user.hero_exp:820000,material.1:50
504804	1500484	level	247	user.gold:620000,user.hero_exp:850000,material.1:50
504805	1500485	level	247	user.gold:640000,user.hero_exp:870000,material.1:50
504900	1500490	level	248	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
504901	1500491	level	248	user.gold:300000,user.hero_exp:410000,material.1:50
504902	1500492	level	248	user.gold:320000,user.hero_exp:440000,material.1:50
504903	1500493	level	248	user.gold:340000,user.hero_exp:460000,material.1:50
504904	1500494	level	248	user.gold:360000,user.hero_exp:490000,material.1:50
504905	1500495	level	248	user.gold:370000,user.hero_exp:510000,material.1:50
505000	1500500	level	248	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
505001	1500501	level	248	user.gold:390000,user.hero_exp:530000,material.1:50
505002	1500502	level	248	user.gold:410000,user.hero_exp:560000,material.1:50
505003	1500503	level	248	user.gold:430000,user.hero_exp:580000,material.1:50
505004	1500504	level	248	user.gold:440000,user.hero_exp:610000,material.1:50
505005	1500505	level	248	user.gold:460000,user.hero_exp:630000,material.1:50
505100	1500510	level	248	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
505101	1500511	level	248	user.gold:480000,user.hero_exp:650000,material.1:50
505102	1500512	level	248	user.gold:500000,user.hero_exp:680000,material.1:50
505103	1500513	level	248	user.gold:510000,user.hero_exp:700000,material.1:50
505104	1500514	level	248	user.gold:530000,user.hero_exp:730000,material.1:50
505105	1500515	level	248	user.gold:550000,user.hero_exp:750000,material.1:50
505200	1500520	level	248	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
505201	1500521	level	248	user.gold:570000,user.hero_exp:770000,material.1:50
505202	1500522	level	248	user.gold:580000,user.hero_exp:800000,material.1:50
505203	1500523	level	248	user.gold:600000,user.hero_exp:820000,material.1:50
505204	1500524	level	248	user.gold:620000,user.hero_exp:850000,material.1:50
505205	1500525	level	248	user.gold:640000,user.hero_exp:870000,material.1:50
505300	1500530	level	249	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
505301	1500531	level	249	user.gold:300000,user.hero_exp:410000,material.1:50
505302	1500532	level	249	user.gold:320000,user.hero_exp:440000,material.1:50
505303	1500533	level	249	user.gold:340000,user.hero_exp:460000,material.1:50
505304	1500534	level	249	user.gold:360000,user.hero_exp:490000,material.1:50
505305	1500535	level	249	user.gold:370000,user.hero_exp:510000,material.1:50
505400	1500540	level	249	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
505401	1500541	level	249	user.gold:390000,user.hero_exp:530000,material.1:50
505402	1500542	level	249	user.gold:410000,user.hero_exp:560000,material.1:50
505403	1500543	level	249	user.gold:430000,user.hero_exp:580000,material.1:50
505404	1500544	level	249	user.gold:440000,user.hero_exp:610000,material.1:50
505405	1500545	level	249	user.gold:460000,user.hero_exp:630000,material.1:50
505500	1500550	level	249	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
505501	1500551	level	249	user.gold:480000,user.hero_exp:650000,material.1:50
505502	1500552	level	249	user.gold:500000,user.hero_exp:680000,material.1:50
505503	1500553	level	249	user.gold:510000,user.hero_exp:700000,material.1:50
505504	1500554	level	249	user.gold:530000,user.hero_exp:730000,material.1:50
505505	1500555	level	249	user.gold:550000,user.hero_exp:750000,material.1:50
505600	1500560	level	249	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
505601	1500561	level	249	user.gold:570000,user.hero_exp:770000,material.1:50
505602	1500562	level	249	user.gold:580000,user.hero_exp:800000,material.1:50
505603	1500563	level	249	user.gold:600000,user.hero_exp:820000,material.1:50
505604	1500564	level	249	user.gold:620000,user.hero_exp:850000,material.1:50
505605	1500565	level	249	user.gold:640000,user.hero_exp:870000,material.1:50
505700	1500570	level	250	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
505701	1500571	level	250	user.gold:300000,user.hero_exp:410000,material.1:50
505702	1500572	level	250	user.gold:320000,user.hero_exp:440000,material.1:50
505703	1500573	level	250	user.gold:340000,user.hero_exp:460000,material.1:50
505704	1500574	level	250	user.gold:360000,user.hero_exp:490000,material.1:50
505705	1500575	level	250	user.gold:370000,user.hero_exp:510000,material.1:50
505800	1500580	level	250	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
505801	1500581	level	250	user.gold:390000,user.hero_exp:530000,material.1:50
505802	1500582	level	250	user.gold:410000,user.hero_exp:560000,material.1:50
505803	1500583	level	250	user.gold:430000,user.hero_exp:580000,material.1:50
505804	1500584	level	250	user.gold:440000,user.hero_exp:610000,material.1:50
505805	1500585	level	250	user.gold:460000,user.hero_exp:630000,material.1:50
505900	1500590	level	250	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
505901	1500591	level	250	user.gold:480000,user.hero_exp:650000,material.1:50
505902	1500592	level	250	user.gold:500000,user.hero_exp:680000,material.1:50
505903	1500593	level	250	user.gold:510000,user.hero_exp:700000,material.1:50
505904	1500594	level	250	user.gold:530000,user.hero_exp:730000,material.1:50
505905	1500595	level	250	user.gold:550000,user.hero_exp:750000,material.1:50
506000	1500600	level	250	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
506001	1500601	level	250	user.gold:570000,user.hero_exp:770000,material.1:50
506002	1500602	level	250	user.gold:580000,user.hero_exp:800000,material.1:50
506003	1500603	level	250	user.gold:600000,user.hero_exp:820000,material.1:50
506004	1500604	level	250	user.gold:620000,user.hero_exp:850000,material.1:50
506005	1500605	level	250	user.gold:640000,user.hero_exp:870000,material.1:50
506100	1500610	level	251	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
506101	1500611	level	251	user.gold:300000,user.hero_exp:410000,material.1:50
506102	1500612	level	251	user.gold:320000,user.hero_exp:440000,material.1:50
506103	1500613	level	251	user.gold:340000,user.hero_exp:460000,material.1:50
506104	1500614	level	251	user.gold:360000,user.hero_exp:490000,material.1:50
506105	1500615	level	251	user.gold:370000,user.hero_exp:510000,material.1:50
506200	1500620	level	251	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
506201	1500621	level	251	user.gold:390000,user.hero_exp:530000,material.1:50
506202	1500622	level	251	user.gold:410000,user.hero_exp:560000,material.1:50
506203	1500623	level	251	user.gold:430000,user.hero_exp:580000,material.1:50
506204	1500624	level	251	user.gold:440000,user.hero_exp:610000,material.1:50
506205	1500625	level	251	user.gold:460000,user.hero_exp:630000,material.1:50
506300	1500630	level	251	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
506301	1500631	level	251	user.gold:480000,user.hero_exp:650000,material.1:50
506302	1500632	level	251	user.gold:500000,user.hero_exp:680000,material.1:50
506303	1500633	level	251	user.gold:510000,user.hero_exp:700000,material.1:50
506304	1500634	level	251	user.gold:530000,user.hero_exp:730000,material.1:50
506305	1500635	level	251	user.gold:550000,user.hero_exp:750000,material.1:50
506400	1500640	level	251	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
506401	1500641	level	251	user.gold:570000,user.hero_exp:770000,material.1:50
506402	1500642	level	251	user.gold:580000,user.hero_exp:800000,material.1:50
506403	1500643	level	251	user.gold:600000,user.hero_exp:820000,material.1:50
506404	1500644	level	251	user.gold:620000,user.hero_exp:850000,material.1:50
506405	1500645	level	251	user.gold:640000,user.hero_exp:870000,material.1:50
506500	1500650	level	252	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
506501	1500651	level	252	user.gold:300000,user.hero_exp:410000,material.1:50
506502	1500652	level	252	user.gold:320000,user.hero_exp:440000,material.1:50
506503	1500653	level	252	user.gold:340000,user.hero_exp:460000,material.1:50
506504	1500654	level	252	user.gold:360000,user.hero_exp:490000,material.1:50
506505	1500655	level	252	user.gold:370000,user.hero_exp:510000,material.1:50
