关键字	中文
SHIPPER_DESC_3	自己的鏢車不可掠奪
SHIPPER_DESC_4	已無可掠奪次數
SHIPPER_DESC_5	今日掠奪次數已用完
SHIPPER_DESC_6	掠奪CD中，請稍後再試
SHIPPER_DESC_7	目前不是運鏢吉時，是否開始？
SHIPPER_DESC_8	搶奪的鏢車已經不存在了
SHIPPER_DESC_9	鏢車的被搶奪次數已滿
SHIPPER_DESC_10	鏢車正在被掠奪
SOLDIER_UPGRADE_STR1	恭喜您軍隊人數增加
SOLDIER_UPGRADE_STR2	恭喜您解鎖新技能
SOLDIER_UPGRADE_STR3	恭喜您解鎖
RANKING_TITLE_V3_1	戰|鬥|力
RANKING_TITLE_V3_2	擂|臺
RANKING_TITLE_V3_3	千|層|塔
RANKING_TITLE_V3_4	皇|城
RANKING_TITLE_V3_5	爭|霸
RANKING_TITLE_V3_6	軍|團
RANKING_TITLE_V3_7	人|品
RANKING_TITLE_V3_8	跨|服
RANKING_TITLE_V3_9	本|服
RANKING_TITLE_V3_10	龍|境
RANKING_TITLE_V3_11	等|級
RANKING_SUBTITLE_V3_1	魏 國
RANKING_SUBTITLE_V3_2	蜀 國
RANKING_SUBTITLE_V3_3	吳 國
RANKING_TITLE_TX_1	戰鬥力排名
RANKING_TITLE_TX_2	擂臺排名
RANKING_TITLE_TX_3	千層塔排名
RANKING_TITLE_TX_4	魏國皇城排名
RANKING_TITLE_TX_5	蜀國皇城排名
RANKING_TITLE_TX_6	吳國皇城排名
RANKING_TITLE_TX_7	王者之戰排名
RANKING_TITLE_TX_8	軍團排名
RANKING_TITLE_TX_9	跨 服 排 行
RANKING_TITLE_TX_10	本 服 排 行
RANKING_TITLE_TX_11	人 品 排 名
RANKING_TITLE_TX_12	龍 境 排 名
RANKING_TITLE_TX_13	等 級 排 行
STR_KNOW_BY_KING	朕知道了
STR_HIGHTEST_RANK	歷史最高排名：
STR_MAY_GET_AWARDS	獲得獎勵：
FIRST_HORE	恭喜你，獲得了一個緣分將
NO_SKILL_UPGRADE_M	升級材料不足
NO_ADD_PROB_M	增加成功率材料不足
UPGRADE_FAIL	升級失敗
REMAINDER	剩餘
ACTIVITY_PRICE	討價還價
SKILL_UPGRADE_DESC_5	成功率+
TREASURE_DESC_4	高 級 轉 換
TREASURE_DESC_5	同 級 轉 換
TREASURE_DESC_6	合 成
TREASURE_DESC_7	選中龍晶與之前選中的龍晶等級不同，是否要改成轉換當前等級龍晶？
TREASURE_DESC_8	碎片數量不足
TREASURE_DESC_9	轉 換
TREASURE_DESC_10	請先轉換！
TREASURE_DESC_11	已經是最高等級了！
TREASURE_DESC_12	龍晶數量不足！
TREASURE_DESC_15	去挖礦
STR_GOTO_VIEW	前往查看
STR_MY_RANK	我的排名
STR_MY_LEGION	我的軍團
ELITE_DESC_1	請通關前一關精英關卡
FIRSTRECHARGE_1	充點小錢
FIRSTRECHARGE_2	點擊領取
FIRSTRECHARGE_3	激活首儲任務，獲得
FIRSTRECHARGE_4	頂級紅將！
FIRSTRECHARGE_5	頂級紅將
FIRSTRECHARGE_6	免費送，少年站起來吧！
FIRSTRECHARGE_7	我們的征途是星辰大海 !
ARENA_AWARD_DESC_1	恭喜獲得擂臺經驗
ARENA_AWARD_DESC_2	擂臺升級，獎勵軍功
TASK_DESC_1	當前
TASK_DESC_2	,再增加
TASK_DESC_3	可激活屬性
WHOS_EQUIP	的裝備
COST_CASH_TEN	是否花費2520鑽石十連抽
LORD_DESC_1	您的太守獎勵已經發送到您的郵箱。
ONCE_MORE	再來一次
TEN_MORE	再來十次
ILLEGAL_CHARACTER	輸入包含非法字符
ILLEGAL_CHARACTER_1	只能輸入中文、字母、數字
ILLEGAL_CHARACTER_2	非法的語音
GLODMINE_CRAFT	金礦爭霸
COLLECT_MINE	采集龍晶
REMAINDER_COUNT	剩餘購買%d次
STR_ZHE	折
ACTIVE_COUNT_ATTR	【%d件激活:%s+%d】
DRAGON_HELP_DES1	1、龍蛋技能效果受領主等級和鑲入卡槽等級影響。
DRAGON_HELP_DES2	2、卡槽升級後，嵌入其中的龍蛋技能等級將變為卡槽的等級。
DRAGON_HELP_DES3	3、可通過切換技能來預覽不同技能的升級效果。
DRAGON_HELP_DES4	4、卡槽升級消耗的材料均可通過礦洞獲得。
LIMIT_BATTLE_SPEEDUP	%d級開啟%d檔加速
GET_EQUIP	獲得可穿戴的裝備！
NOT_ENOUGH	不足
TAVERN_BUY	前往購買
BLACK_MACKET_NOT_OPEN	黑市商店未開放
BUY_COUTN_NOT_ENOUGH	購買次數不足
NOT_BOMB_EVERYTHING	什麼都沒炸到，再試試看！
CONFIRM_COLLECT	你現在沒有任何挖礦隊列，確定要一鍵收取嗎？
NOT_ENOUGH_GOTO_BUY_FOOD	糧草不足，是否前往購買糧草？
KING_LV_UP_LABEL	領主等級提升
CHART_TITLE	將 星 錄
WEI_JIANG	魏|將
SHU_JIANG	蜀|將
WU_JIANG	吳|將
QUN_XIONG	群|雄
TEST_TEXT	這這是測試文本！！這是測試文本！！這是測試文本！！這是測試文本！！這是測試文本！！這是測試文本！！是測試文本！！
HAS_COLLECT	已收集:
ROLE_DEMO_TEXT	武將試玩
COLLECT_NUM	%d/%d
DEMO_TEXT	試 玩
GET_TEXT	獲 取
SKILL_TEXT	技 能
START_TEXT	開 戰
GIVE_UP_TEXT	取 消
YUANFUN_TEXT	緣 分
SPECIAL_FATE_TEXT	特殊緣分
SPECIAL_FATE_DESC	2人共同上陣可激活各種突破加成
REQUIRE_TEXT	確 定
LUCK_EXCHANGE	將星兌換
TIANFU_TEXT	天 賦
TAVEN_CAN_START	可開啟
TAVEN_CAN_START2	開啟
HAS_ENOUTH_TEXT	武將數量最多只能選擇7個！！！！！
GEMSELECT_TITLE	寶石選擇
HAS_CHOOSE_THIS_ROLE	你已經選擇此武將！！！！！！
ROLE_ATT_TIPS_DESC1	基礎
ROLE_ATT_TIPS_DESC2	附加
MILITARY_BTN_DESC_1	資源獲取
MILITARY_BTN_DESC_2	商店入口
MILITARY_BTN_DESC_3	戰力提升
MILITARY_BTN_DESC_4	玩法推薦
MILITARY_DESC_1	完成度：
MILITARY_DESC_2	快速獲取
MILITARY_DESC_3	點擊前往
MILITARY_DESC_4	可領取獎勵
MILITARY_DESC_5	搜索次數：
MILITARY_DESC_6	可佔領
MILITARY_DESC_7	今日已佔領過
MILITARY_DESC_8	佔領時間：
MILITARY_DESC_9	巡邏時間：
MILITARY_DESC_10	可巡邏城池數：
MILITARY_DESC_11	正在進行
MILITARY_DESC_12	免費小酌
MILITARY_DESC_13	免費次數已用完
MILITARY_DESC_14	可招募
MILITARY_DESC_15	進貢時間：
MILITARY_DESC_16	合璧次數已用完
MILITARY_DESC_17	剩餘合璧次數：
MILITARY_DESC_18	合璧時間：
MILITARY_DESC_19	可進行支持
MILITARY_DESC_20	軍團%d級
MILITARY_DESC_21	級
MILITARY_DESC_22	的途徑
MILITARY_DESC_23	可進行挑戰
MILITARY_DESC_24	可進行支持
MILITARY_DESC_25	爭霸進行中
MILITARY_DESC_26	爭霸人數不足
MILITARY_DESC_27	免費增築次數：
MILITARY_DESC_28	攻擊次數：
MILITARY_DESC_29	佔領時間：
MILITARY_DESC_30	可駐守
MILITARY_DESC_31	周一00:00
MILITARY_DESC_32	加速搜索次數已用完
MILITARY_DESC_33	周四00:00
FATE_SPECIAL_DES1	%d級開啟
FATE_SPECIAL_DES2	緣分·%s
FATE_SPECIAL_DES3	全體上陣武將屬性提升
FATE_SPECIAL_DES4	升級
FATE_SPECIAL_DES6	【激活 +%s
FATE_SPECIAL_DES7	【Lv%d提升至 +%s
FATE_SPECIAL_DES8	【激活 +%d】
FATE_SPECIAL_DES9	【Lv%d提升至 +%d】
FATE_SPECIAL_DES10	緣分升級
FATE_SPECIAL_DES11	武 將 選 擇
FATE_SPECIAL_DES12	消耗4張任意%s%s
FATE_SPECIAL_DES13	擁有：
FATE_SPECIAL_DES14	選 擇
FATE_SPECIAL_DES15	暫時沒有武將
FATE_SPECIAL_DES16	滿足緣分條件
FATE_SPECIAL_DES17	頂級了！你真牛啊！
FATE_SPECIAL_DES18	放入4張滿足條件卡牌後才能升級
FATE_SPECIAL_DES19	放入4張滿足條件卡牌後才能激活
FATE_SPECIAL_DES20	沒想到有人能夠提升至頂級，你太牛了！
FATE_SPECIAL_DES21	可激活
FATE_SPECIAL_DES22	可提升至
FATE_SPECIAL_DES23	確定消耗列表中的卡牌提升緣分等級麼？
FATE_SPECIAL_DES24	超級緣分
HAD_EQUIPED	裝備於
GET_BTN_AWARD_TIPS	請先通關24.滎陽再來領獎吧
GET_BTN_AWARD_TIPS2	請先通關24.滎陽再來許願吧
GET_BTN_AWARD_TIPS3	許願活動已結束
GET_BTN_AWARD_DES	需先通過24.滎陽
TAVEN_SPECIAL_DES1	招募特定
TAVEN_SPECIAL_DES2	紅將
TAVEN_LIMIT_DES1	限時招募必得:
TAVEN_LIMIT_DES2	剩餘時間:
TAVEN_LIMIT_DES3	下期熱點:
TAVEN_LIMIT_DES4	招募1次
CLICK_VIEW	點擊查看
REMAINDER_FREE_TIME	剩餘免費時間
NI_BEI_TI_LE	長時間未操作，請重新登入
NETWORL_ERROR	網路異常，點擊重試
REPEAT_LOGIN	您的帳號異地登入，請重新登入
SERVER_RESTART	伺服器重啟，請重新登入
TAVEN_CAN_GET_DES1	招募可獲
TAVEN_CAN_GET_DES2	將星值
TAVEN_CAN_GET_DES3	滿後可兌換
TAVERN_LIMIT_GET_DES1	碎片
TAVERN_LIMIT_GET_DES2	(概率獲得
TAVERN_LIMIT_GET_DES3	整卡
TAVERN_LIMIT_GET_DES4	)
TAVERN_LIMIT_GET_DES5	已有
TAVERN_LIMIT_GET_DES6	: %d/%d
TAVERN_LIMIT_GET_DES7	將星值:%d/%d
TAVERN_LIMIT_GET_DES8	VIP%d開啟將星兌換
TAVERN_LIMIT_GET_DES9	愛心值不足，無法招募
TAVERN_EXCHANGE_DES	確定要花費%d將星值兌換
TAVERN_EXCHANGE_DES1	嗎?
TAVERN_EXCHANGE_LUCK_NOT_ENOUGH	將星值不足
TAVERN_AGAIN_TIME	再招1次
TAVERN_NOW_OWN	當前擁有
TAVERN_VIP_LIMIT_DES	VIP%d開啟招募並每日免費一次
TAVERN_VIP_LIMIT_DES2	VIP%d開啟刷新熱點武將
THIEF_DESC_1	你看不見我~
THIEF_DESC_2	你瞅啥！？
THIEF_DESC_3	下手溫柔點~
THIEF_DESC_4	快來點我呀~
THIEF_DESC_5	我是送快遞的~
AUTO_UPGRADE	一鍵合成
AUTO_UPGRADE_GEM	寶石批量合成
MAX_SWEEP	最高掃蕩
NO_LONGER_SHOW	不再提示
WHETHER_CONTINUE_SWEEP	掃蕩將按照歷史最高紀錄發放獎勵，是否繼續掃蕩？
AUTO_FILL	一鍵鑲嵌
C_GET_GOD_EQUIP	恭喜你獲得一件神器
STR_DEFENSE_EMBATTLE	防守陣型
STR_DEFENSE_EMBATTLE_1	戰鬥陣型
SELECT_SKILL	點擊選擇要預覽的技能
SELECT_CHANGE_SKILL	點擊更換技能
NOT_COMPLETE_HATCH	該龍尚未完全孵化
RELOAD_NEW_CLIENT	版本已更新，需要重新下載客戶端
MAX	MAX
FEI_HUA_DESC	抵制不良遊戲 拒絕盜版遊戲 注意自我保護 謹防受騙上當 適度遊戲益腦 沉迷遊戲傷身 合理安排時間 享受健康生活
WHETHER_LOGOUT_ACCOUNT	是否確定要注銷帳號?
LAST_RECHARGE_UNFINISHED	上一筆訂單尚未處理完，請稍後重試。
SERVER_BUSY	伺服器繁忙，請重新登入
TODAY_DOUBLE_DES1	周一
TODAY_DOUBLE_DES2	周二
TODAY_DOUBLE_DES3	周三
TODAY_DOUBLE_DES4	周四
TODAY_DOUBLE_DES5	周五
TODAY_DOUBLE_DES6	周六
TODAY_DOUBLE_DES7	周日
TODAY_DOUBLE_DES8	開心好禮，今日雙倍
TODAY_DOUBLE_DES9	每日雙倍，天天驚喜
TODAY_DOUBLE_DES10	點擊圖標按鈕進入今日雙倍活動
TODAY_DOUBLE_DES11	今日雙倍剩餘時間：
TODAY_DOUBLE_DES12	%s雙倍獎勵
TODAY_DOUBLE_DES13	%d關
TODAY_DOUBLE_DES14	%d級
TODAY_DOUBLE_DES15	開啟%s
TODAY_DOUBLE_DES16	活動非本日雙倍活動
TODAY_DOUBLE_DES17	%s未開啟
ACTIVE_PAY_ONLY_DES1	當前累計儲值鑽石：%d
ACTIVE_PAY_ONLY_DES2	1.活動期間玩家儲值鑽石數達到一定數量可折扣購買相應檔次道具。%s2.活動倒計時結束後活動關閉，儲值贈送道具請及時領取以免造成損失。 
ACTIVE_PAY_ONLY_DES3	儲值專享規則
ACTIVE_PAY_ONLY_DES4	儲值%d鑽石，享受%s折
ACTIVE_PAY_ONLY_DES5	剩餘數量：%d個
ACTIVE_PAY_ONLY_DES6	%s折
ACTIVE_LIMIT_GROUP_DES1	當前累計返還:%d
ACTIVE_LIMIT_GROUP_DES2	限時團購規則
ACTIVE_LIMIT_GROUP_DES3	1.活動期間團購人數越多折扣力度越大%s2.活動期間道具最終價格由最低折扣力度決定%s3.活動期間購買道具次數每日重置%s4.活動期間購買道具價格與最終價格之間的差價將在活動結束後通過郵件返還
ACTIVE_LIMIT_GROUP_DES4	購買人次越多，最終返還鑽石越多！
ACTIVE_LIMIT_GROUP_DES5	已購買：
ACTIVE_LIMIT_GROUP_DES6	次
ACTIVE_LIMIT_GROUP_DES7	%s折
ACTIVE_LIMIT_GROUP_DES8	售價：%d
ACTIVE_LIMIT_GROUP_DES9	單人限購%d/%d次
ACTIVE_LIMIT_GROUP_DES10	購買次數不足
ACTIVE_LIMIT_GROUP_DES11	活動結束後，返還鑽石將通過郵箱發放
ACTIVE_LIMIT_GROUP_DES12	不能購買0次
ACTIVE_LIMIT_GROUP_DES13	%d次
ACTIVE_LUCKY_WHEEL_DES1	當前轉動積分：%d
ACTIVE_LUCKY_WHEEL_DES2	1.活動期間所有伺服器的玩家每轉動一次獎池增加%d鑽石%s2.活動期間每轉動一次獲得一積分，積分達到%d分可爭奪全服排名獎勵%s3.活動結束後全服積分排名前十玩家可獲得排行獎勵%s4.活動結束後根據轉動排行榜排名通過郵件發放獎勵
ACTIVE_LUCKY_WHEEL_DES3	積分獎勵
ACTIVE_LUCKY_WHEEL_DES4	%d/%d
ACTIVE_LUCKY_WHEEL_DES5	積分排行
ACTIVE_LUCKY_WHEEL_DES6	抽 獎
ACTIVE_LUCKY_WHEEL_DES7	十連抽
ACTIVE_LUCKY_WHEEL_DES8	消耗：
ACTIVE_LUCKY_WHEEL_DES9	獎池
ACTIVE_LUCKY_WHEEL_DES10	鑽石不足
ACTIVE_LUCKY_WHEEL_DES11	確認花費%d鑽石進行十連抽？
ACTIVE_LUCKY_WHEEL_DES12	萬
ACTIVE_LUCKY_WHEEL_DES13	積分不足
ACTIVE_LUCKY_WHEEL_DES14	跨服積分排行
ACTIVE_LUCKY_WHEEL_DES15	轉到積分達到%d分可爭奪全服排行獎勵
ACTIVE_LUCKY_WHEEL_DES16	活動結束後通過郵件發放排行獎勵
ACTIVE_LUCKY_WHEEL_DES17	獲得獎池鑽石數%d
ACTIVE_LUCKY_WHEEL_DES30	活動內容每天5點重置
ACTIVE_LUCKY_WHEEL_DES31	確認花費%d鑽石進行五十連抽？
ACTIVE_SURPRIESE_STEP_DESC1	走一步
ACTIVE_SURPRIESE_STEP_DESC2	走十步
ACTIVE_SURPRIESE_STEP_DESC3	走%d步
ACTIVE_SURPRIESE_STEP_DESC4	翠晶石數量不足
ACTIVE_DRAGON_DIDI_DES1	滴 滴 打 龍
ACTIVE_DRAGON_DIDI_DES2	滴滴打龍幸運轉盤！
ACTIVE_DRAGON_DIDI_DES3	抽   獎
ACTIVE_DRAGON_DIDI_DES4	抽獎次數
ACTIVE_DRAGON_DIDI_DES5	轉盤解鎖
ACTIVE_DRAGON_DIDI_DES6	轉盤解鎖
ACTIVE_DRAGON_DIDI_DES7	抽獎次數不足，無法抽獎
ACTIVE_DRAGON_DIDI_DES8	主公解救劉備已完成
ACTIVE_TAVERN_RECRUIT_DES1	【傳說神將】
ACTIVE_TAVERN_RECRUIT_DES2	酒館招募累計%d次(領取任意一張神將)         1、 酒宴1次+1              2、歃血為盟1次+2
ACTIVE_TAVERN_RECRUIT_DES3	招 募
ACTIVE_TAVERN_RECRUIT_DES4	已招募次數：
ACTIVE_TAVERN_RECRUIT_DES5	酒館招募次數達到
ACTIVE_TAVERN_RECRUIT_DES6	次可領取
ACTIVE_TAVERN_RECRUIT_DES7	魏
ACTIVE_TAVERN_RECRUIT_DES8	蜀
ACTIVE_TAVERN_RECRUIT_DES9	吳
ACTIVE_TAVERN_RECRUIT_DES10	群
ACTIVE_TAVERN_RECRUIT_DES11	招募次數不夠
ACTIVE_TAVERN_RECRUIT_DES12	獎勵已經領完了
ACTIVE_TAVERN_RECRUIT_DES13	確定領取此武將嗎？
ACTIVE_TAVERN_RECRUIT_DES14	酒館招募累計
ACTIVE_TAVERN_RECRUIT_DES15	%d次
ACTIVE_TAVERN_RECRUIT_DES16	(領取任意一張神將)
ACTIVE_TAVERN_RECRUIT_DES17	              2、歃血為盟1次
ACTIVE_TAVERN_RECRUIT_DES18	1、 酒宴1次
ACTIVE_LUCKY_WHEEL_DES18	幸運輪盤規則
ACTIVE_LUCKY_WHEEL_DES19	暫未上榜
ACTIVE_LUCKY_WHEEL_DES20	五十抽
LOGIN_GOOD_GIFT1	每 日 登 錄
LOGIN_GOOD_GIFT2	天 天 好 禮
LOGIN_GOOD_GIFT3	累計登入%d天
LOGIN_GOOD_GIFT4	%d/%d
ACCUMULATE_RECHARGE_1	累計儲值
ACCUMULATE_RECHARGE_2	超值豪禮
ACCUMULATE_RECHARGE_3	累計儲值%d鑽石
ACTIVE_EXPEND_GIFT_DES1	你消費 我送禮
ACTIVE_EXPEND_GIFT_DES2	豪華大禮領不停
ACTIVE_EXPEND_GIFT_DES3	累計消費%d鑽石
ACTIVE_SINGLE_RECHARGE_1	充，充，充
ACTIVE_SINGLE_RECHARGE_2	單筆儲值
ACTIVE_SINGLE_RECHARGE_3	單筆儲值
ACTIVE_SINGLE_RECHARGE_4	大回饋！
ACTIVE_SINGLE_RECHARGE_5	限領 %d/%d
ACTIVE_SINGLE_RECHARGE_6	已領光
ACTIVE_DAY_CHALLENGE_1	完成目標
ACTIVE_DAY_CHALLENGE_2	獲得獎勵！
ACTIVE_DAY_CHALLENGE_3	進度：%d/%d
ACTIVE_DAY_CHALLENGE_4	今日任務剩餘時間：
ACTIVE_DAY_CHALLENGE_5	剩餘次數：%d
ACTIVE_PROMOTE_EXCHANGE_1	封將材料大兌換，
ACTIVE_PROMOTE_EXCHANGE_2	快來參加吧！
ACTIVE_PROMOTE_EXCHANGE_3	擁有：%d
ACTIVE_PROMOTE_EXCHANGE_4	兌 換
ACTIVE_PROMOTE_EXCHANGE_5	兌換比例：
ACTIVE_PROMOTE_EXCHANGE_6	換
ACTIVE_PROMOTE_EXCHANGE_7	道具不足，無法兌換
ACTIVE_PROMOTE_EXCHANGE_8	剩餘次數不足，無法兌換
ACTIVE_PROMOTE_EXCHANGE_9	是否消耗%d鑽石兌換？
ACTIVE_PROMOTE_EXCHANGE_10	次數不足，無法兌換
MINE_GOLD_DES1	本層沒有普通boss，請其他層查看
MINE_GOLD_DES2	本層沒有終極boss，請其他層查看
HEALTH_GAME_NOTICE_1	健康遊戲忠告
HEALTH_GAME_NOTICE_2	抵制不良遊戲，拒絕盜版遊戲。
HEALTH_GAME_NOTICE_3	注意自我保護，謹防受騙上當。
HEALTH_GAME_NOTICE_4	適度遊戲益腦，沉迷遊戲傷身。
HEALTH_GAME_NOTICE_5	合理安排時間，享受健康生活。
LIUBEI_INFO_DESC_1	再通關%d關可得%d個劉備碎片
LIUBEI_INFO_DESC_2	通關%s可獲得
ARENA_DESC_1	加速需消耗%d鑽石，是否確認加速?
ROLE_RISE_STAR_1	等級 Lv.
ROLE_RISE_STAR_2	進階 Lv.
ROLE_RISE_STAR_3	突破 Lv.
ROLE_RISE_STAR_4	已達成
ROLE_RISE_STAR_5	未達到升品條件
ROLE_RISE_STAR_6	武將升品
ROLE_RISE_STAR_7	升品材料不足
ROLE_RISE_STAR_8	一鍵升品
SPECIAL_FATE	特殊緣分：
SPECIAL_FATE_1	（只能上陣激活）
ROLE_DESC_1	開啟進階
ROLE_DESC_2	開啟突破
ACTION_POINT_RESTORE_DESC_1	行動力恢復時間：
ACTION_POINT_RESTORE_DESC_2	下次恢復：
ACTION_POINT_RESTORE_DESC_3	全部恢復：
STAYING_POWER_RESTORE_DESC_1	耐力恢復時間：
STAYING_POWER_RESTORE_DESC_2	下次恢復：
STAYING_POWER_RESTORE_DESC_3	全部恢復：
ACTIVE_GORW_FUND_DES1	已購人數:
ACTIVE_GORW_FUND_DES2	購買基金
ACTIVE_GORW_FUND_DES3	全服購買基金人數達到一定值還可再領豪禮
ACTIVE_GORW_FUND_DES4	成長基金
ACTIVE_GORW_FUND_DES5	全民獎勵
ACTIVE_GORW_FUND_DES6	及以上玩家花費
ACTIVE_GORW_FUND_DES7	鑽石購買成長基金
ACTIVE_GORW_FUND_DES8	累計可返還
ACTIVE_GORW_FUND_DES9	鑽石！
ACTIVE_GORW_FUND_DES10	領主等級
ACTIVE_GORW_FUND_DES11	購買人數
ACTIVE_GORW_FUND_DES12	vip等級不足
ACTIVE_GORW_FUND_DES13	是否花費%d鑽石購買成長基金,累計可返還4888鑽石？
ACTIVE_GORW_FUND_DES14	購買基金成功
ACTIVE_GORW_FUND_DES15	已購買
ACTIVE_GORW_FUND_DES16	未購買
ACTIVE_GORW_FUND_DES17	你還沒購買基金
ACTIVE_GORW_FUND_DES18	升級基金
ACTIVE_GORW_FUND_DES19	購買後，達到指定等級即可領取獎勵，等級超過的玩家，可直接領取之前的獎勵。
ACTIVE_EXCHANGE_POINTS_DES1	活動期間玩家完成積分任務可獲得積分，前往積分兌換頁面使用積分可兌換所需道具
ACTIVE_EXCHANGE_POINTS_DES2	本輪任務剩餘時間：
ACTIVE_EXCHANGE_POINTS_DES3	積分兌換
ACTIVE_EXCHANGE_POINTS_DES4	當前積分：
ACTIVE_EXCHANGE_POINTS_DES5	本輪積分任務
ACTIVE_EXCHANGE_POINTS_DES6	領 取
ACTIVE_EXCHANGE_POINTS_DES7	%d積分
ACTIVE_EXCHANGE_POINTS_DES8	完成%d次精英關卡
ACTIVE_EXCHANGE_POINTS_DES9	%d/%d
ACTIVE_EXCHANGE_POINTS_DES10	前 往
ACTIVE_EXCHANGE_POINTS_DES11	恭喜獲得%d積分
ACTIVE_EXCHANGE_POINTS_DES12	積分大兌換
ACTIVE_EXCHANGE_POINTS_DES13	%d積分
ACTIVE_EXCHANGE_POINTS_DES14	兌換
ACTIVE_EXCHANGE_POINTS_DES15	積分不足
ACTIVE_EXCHANGE_POINTS_DES16	你還沒選擇國家
ACTIVE_EXCHANGE_POINTS_DES17	鑽石升級成長基金
ACTIVE_EXCHANGE_POINTS_DES18	確認花費%d鑽石升級基金，升級基金累計可返還14888鑽石，當前立即返還%d鑽石？
ACTIVE_EXCHANGE_POINTS_DES19	人皇之翼功能還沒開
ACTIVE_EXCHANGE_POINTS_DES20	人皇之武功能還沒開
MAIL_DES1	%d%s
MAIL_DES2	%d個%s的嘉獎
BATTLE_VICTORY_DES1	獲得塔幣：
BATTLE_VICTORY_DES2	（暴擊）
BATTLE_VICTORY_DES3	（幸運暴擊）
ROLE_EQUIP_DESC_1	洗練出現最大值則該屬性鎖定
ROLE_EQUIP_DESC_2	領主%d級以上可鑲嵌寶石
ROLE_EQUIP_DESC_3	領主%d級可洗練
SAVE_FORMATION	保存%s陣型
SAVE_FORMATION_SUCESS	保存陣型成功
SAVE_FORMATION_CANCEL_TIP	是否放棄對陣型的更改直接退出
ERROR_NO_LOCAL_MANIFEST	客戶端文件缺失，請重新下載客戶端
ERROR_GET_DOWNLOAD_FILELIST	更新文件列表獲取失敗，請檢查網路並重試
ERROR_PARSE_MANIFEST	解析文件列表失敗，請重試
ERROR_UPDATE	個文件更新失敗，點擊重新下載失敗文件
ERROR_MOVE_SCRIPT_FILES	整理文件失敗,請重試
MOVING_SCRIPT_FILES	整理中
SHOP_RECOMMOND	推薦
CITY_CELL_NAME_1	外城
CITY_CELL_NAME_2	內城
CITY_CELL_NAME_3	帥府
CITY_CELL_TALK_1	想攻城，先過我這關！
CITY_CELL_TALK_2	一夫當關、萬夫莫開！
CITY_CELL_DESC_1	戰利品
STR_WAR_COLLEGE	戰爭學院
GOOD_STUDY_GET_AWARDS	好好學習，天天向上！還有獎勵可拿哦！
SETTING_DESC_1	用戶中心
SETTING_DESC_2	注銷帳號
SETTING_DESC_3	客服中心
GET_SERVER_LIST_FAILED	獲取伺服器列表失敗，點擊重試
GET_UID_FAILED	獲取角色信息失敗，點擊重試
GET_LOGIN_INFO_FAILED	獲取登入信息失敗，點擊重試
SKILL_EFFECT_DESC_1	下一階技能效果：
SKILL_EFFECT_DESC_2	最高級技能效果：
DRAGON_DESC	龍晶等級：
STR_PLAY_AGAIN	重  玩
INDEX_OF_LESSON	第%d課：
STR_AWARDS	獎勵：
OPEN_AFTER_STAGE	通關%d關開啟
GO_AND_FIGHT	出  戰
OPEN_AFTER_LAST_LESSON	完成上一課開啟
GET_WIN_AFTER_SEVERAL_ATTACK	再守住   波進攻，取得勝利！
ARENA_COLD_SPEED_VIP_LIMIT_DES	VIP%d後開啟加速冷卻功能
TRAIN_SPEED_VIP_LIMIT_DES	VIP%d後開啟訓練加速功能
SHIPPER_SPEED_VIP_LIMIT_DES	VIP%d後開啟押鏢加速功能
KING_LV_UPDES1	領主等級：
KING_LV_UPDES2	武將等級上限
KING_LV_UPDES3	開啟
KING_LV_UPDES4	開啟3檔加速
KING_LV_UPDES5	級等級禮包
KING_LV_UPDES6	上陣武將數
KING_LV_UPDES7	檔加速
WAR_COLLEGE_INFO_1_1	歡迎來到戰爭學院，在這裡您可以學習到高級佈陣的方法。
WAR_COLLEGE_INFO_1_2	步兵通常是用來抵擋敵人的，步兵可以吸引兩個近戰單位。
WAR_COLLEGE_INFO_1_3	試試用步兵擋住敵人的騎兵吧！
WAR_COLLEGE_INFO_2_1	騎兵只能吸引一個近戰單位，其餘的近戰單位會越過騎兵。
WAR_COLLEGE_INFO_2_2	試試用騎兵保護自己的遠程吧！
WAR_COLLEGE_INFO_3_1	遠程只能吸引一個近戰單位，其餘的近戰單位會越過遠程。
WAR_COLLEGE_INFO_3_2	試試用遠程擋住敵人的步兵吧！
WAR_COLLEGE_INFO_4_1	注意對面的騎兵，他們的攻擊力很高。
WAR_COLLEGE_INFO_4_2	用你的步兵好好的保護遠程吧！
WAR_COLLEGE_INFO_5_1	注意對面的遠程，他們的攻擊力很高。
WAR_COLLEGE_INFO_5_2	利用騎兵的繞後特性幹掉他們的遠程吧！
WAR_COLLEGE_INFO_6_1	注意對面的步兵，他們的防禦力很高。
WAR_COLLEGE_INFO_6_2	利用遠程的齊射特性幹掉他們的步兵吧！
STR_MOUNT	鑲  嵌
EXCHANGE_DRAGON_GEM_ERROR	低等級龍晶不能替換高等級龍晶
DRAGON_GEM_LEVEL_NOT_ENOUGH	龍晶等級不足
DRAGON_CAN_NOT_TAME	無法馴養
NOT_GET	尚未獲得
EXCHANGE_DRAGON_GEM	龍晶轉換
DRAGON_MERGE_DESC_1	個同等級的龍晶兌換
DRAGON_MERGE_DESC_2	個隨機同等級龍晶
DRAGON_MERGE_DESC_3	個隨機高等級龍晶
DRAGON_MERGE_DESC_4	據傳是小白龍所變，騎上去就會變成風度翩翩的白馬王子(唐僧)
STR_UPGRADE	進 化
