Key	文本内容
text_moduleOpeName_territorywar	村莊爭奪
text_moduleOpeName_worldIn	世界入口
text_moduleOpeName_worldwar	王者之戰
text_moduleOpeName_equip	穿戴裝備
text_moduleOpeName_equipShop	裝備商店
text_moduleOpeName_equip5	神話裝備商店
text_moduleOpeName_equip6	遠古裝備商店
text_moduleOpeName_equip7	創世裝備商店
text_moduleOpeName_battleSpeedUpLimit1	戰鬥2倍加速
text_moduleOpeName_heroLvUp	夥伴升級
text_moduleOpeName_equipUpgrade	裝備強化
text_moduleOpeName_guideTask	新手引導任務
text_moduleOpeName_statueAward	點金雕像
text_moduleOpeName_equipImprove	裝備改良
text_moduleOpeName_equipSagecraft	裝備附魔
text_moduleOpeName_permute	英雄置換
text_moduleOpeName_evolution	英雄合成
text_moduleOpeName_growhelp	我要變強
text_moduleOpeName_abyss	深淵世界
text_moduleOpeName_abyssTreasure	深淵礦洞
text_moduleOpeDesc_altar	每日在祭壇可祭祀獲得大量資源！
text_moduleOpeDesc_gloryHall	這裡陳列著當前世界中最為偉大的領主們！
text_moduleOpeDesc_mail	存放在領取尚未領取的郵件或獎勵！
text_moduleOpeDesc_task	完成每日任務，即可獲取海量經驗與豐厚獎勵！
text_moduleOpeDesc_chat	快來參與這場領主的聚會吧！
text_moduleOpeDesc_tavern	在酒館中可遇到各色各樣的英雄哦！
text_moduleOpeDesc_kingMe	挑戰爵位，拿取更多稅收薪資！
text_moduleOpeDesc_friend	結識戰友，讓你我更強大！
text_moduleOpeDesc_team	五人戰隊，挑戰世界之巔!
text_moduleOpeDesc_report	戰況信息，記錄旅程艱辛！
text_moduleOpeDesc_skyweapon	獲取神聖武器，激發強大戰力！
text_moduleOpeDesc_skywing	幻化聖翼，提升強大戰力！
text_moduleOpeDesc_skymount	駕馭聖騎，獲取強大戰力！
text_moduleOpeDesc_exploreMonster	開啟掛機探索，不斷收獲獎勵！
text_moduleOpeDesc_exploreBoss	捕獲盜賊哥布林，獲得豐富獎勵！
text_moduleOpeDesc_exploreTask	派遣英雄前往探索，獲取豐富探索獎勵！
text_moduleOpeDesc_tower	挑戰勇者之塔，體驗符文魔法！
text_moduleOpeDesc_mine_enter	進入礦洞世界，體驗魔幻歷程！
text_moduleOpeDesc_mine_digging	挖掘地底龍晶，強化神龍之力!
text_moduleOpeDesc_mine_trial	探索秘境礦洞，體驗萬千奇遇！
text_moduleOpeDesc_shop	更多低價好貨，盡在商店之中！
text_moduleOpeDesc_legion	加入軍團，成就萬千英雄夢！
text_moduleOpeDesc_customcave	探索尋寶，無盡樂趣盡在其中！
text_moduleOpeDesc_elite	挑戰精英關卡，強化部隊裝備！
text_moduleOpeDesc_hard	領主！噩夢關卡可獲得大量資源！
text_moduleOpeDesc_equipRefine	裝備精煉，鍛鑄屬於你的神兵利器！
text_moduleOpeDesc_arena	強者，將在競技場中證明自己！
text_moduleOpeDesc_king	帝王篇章，展開您的王者之路！
text_moduleOpeDesc_king_role	挑戰冒險世界，開啟帝王之路！
text_moduleOpeDesc_king_dragon	獲取神龍，獲取無上戰力！
text_moduleOpeDesc_king_book	獲得神書，開啟更多魔幻功能！
text_moduleOpeDesc_king_treasure	奪得寶物，激活領主緣分!
text_moduleOpeDesc_maincity	進入主城，開啟您的豐富冒險路途！
text_moduleOpeDesc_reborn	英雄突破，激發英雄無限潛力！
text_moduleOpeDesc_destiny	天命技能，提升英雄技能威力！
text_moduleOpeDesc_soldier	武裝部隊，所向披靡！
text_moduleOpeDesc_part	覺醒部位，提升戰力！
text_moduleOpeDesc_war_college	學習排兵佈陣，施展您的謀略！
text_moduleOpeDesc_territorywar	搶奪村莊地塊，爭最強領主！
text_moduleOpeDesc_worldIn	領地打寶，等你來贏！
text_moduleOpeDesc_worldwar	王者之戰是名揚天下最好的地方！
text_moduleOpeDesc_battleSpeedUpLimit1	開啟戰鬥2倍加速！
text_moduleOpeDesc_heroLvUp	提升夥伴等級，助你征戰天下！
text_moduleOpeDesc_equipUpgrade	開啟裝備強化，提升英雄戰力！
text_moduleOpeDesc_statueAward	點金雕像，可獲得神秘的賞賜！
text_moduleOpeDesc_equipImprove	裝備改良，獲取頂級神兵！
text_moduleOpeDesc_equipSagecraft	為你的裝備附上神秘的力量！
text_moduleOpeDesc_permute	兌換英雄，隨心所欲！
text_shopUniversalTabName_1	珍品商店
text_shopUniversalTabName_2	英雄商店
text_shopUniversalTabName_3	裝備商店
text_shopUniversalTabName_4	活躍商店
text_shopUniversalTabName_5	競技商店
text_shopUniversalTabName_6	戰隊商店
text_shopUniversalTabName_7	軍團商店
text_shopUniversalTabName_8	王城商店
text_shopUniversalTabName_9	符文商店
text_shopUniversalConfigName_101	珍品商店
text_shopUniversalConfigName_102	vip商店
text_shopUniversalConfigName_103	幸運商店
text_shopUniversalConfigName_201	英雄商店
text_shopUniversalConfigName_202	遠古英雄商店
text_shopUniversalConfigName_301	裝備改良材料
text_shopUniversalConfigName_302	稀有裝備
text_shopUniversalConfigName_303	史詩裝備
text_shopUniversalConfigName_304	神話裝備
text_shopUniversalConfigName_305	遠古裝備
text_shopUniversalConfigName_306	創世裝備
text_shopUniversalConfigName_401	活躍商店
text_shopUniversalConfigName_501	競技商店
text_shopUniversalConfigName_601	戰隊商店
text_shopUniversalConfigName_701	軍團商店
text_shopUniversalConfigName_801	王城商店
text_shopUniversalConfigName_901	符文商店
text_shopUniversalConfigDesc1_1	每日5:00重置
text_shopUniversalConfigDesc1_2	周一5:00重置
text_shopUniversalConfigDesc1_3	你好，我的朋友！
text_shopUniversalConfigDesc2_101	珍惜的道具都在這裡了！
text_shopUniversalConfigDesc2_102	超高折扣，每周限購1次哦！
text_shopUniversalConfigDesc2_103	幸運會降臨到你的身上！
text_shopUniversalConfigDesc2_202	在這裡可以召喚強大的英雄~
text_shopUniversalConfigDesc2_301	這些東西可以讓裝備變得更完美~
text_shopUniversalConfigDesc2_302	穿上他們，你可以變得更強~~
text_shopUniversalConfigDesc2_401	每天記得來這裡兌換貨品哦！
text_shopUniversalConfigDesc2_501	只有強者可以帶走這裡的東西！
text_shopUniversalConfigDesc2_601	這是戰隊成員協作的成果！
text_shopUniversalConfigDesc2_701	這是軍團給予你的福利！
text_shopUniversalConfigDesc2_801	謀奪高等官職，獲得高級獎勵~
text_shopUniversalConfigDesc2_901	合理分配符文結晶強化您的英雄！
text_shopUniversalGoodsLabel_1	推薦
text_shopUniversalGoodsLabel_21	1折
text_shopUniversalGoodsLabel_22	2折
text_shopUniversalGoodsLabel_23	3折
text_shopUniversalGoodsLabel_24	4折
text_shopUniversalGoodsLabel_25	5折
text_skyWeapName_0	聖武未激活
text_skyWeapName_1	聖武
text_skyWingName_0	聖翼未激活
text_skyWingName_1	聖翼
text_skyMountName_0	聖騎未激活
text_skyMountName_1	聖騎
text_skySkillName1_1	天賦技能#1
text_skySkillName1_2	天賦技能#2
text_skySkillName1_3	天賦技能#3
text_skySkillName1_4	天賦技能#4
text_skyChangeName1_1	天使之劍
text_skyChangeName1_2	寒冰之刃
text_skyChangeName1_3	魔法之刃
text_skyChangeName1_4	黃金聖劍
text_skyChangeName1_5	絕版·不朽之劍
text_skyChangeName1_6	王城權杖
text_skyChangeName1_7	貪婪棒棒糖
text_skyChangeName1_8	灰燼之刃
text_skyChangeName1_9	蔚藍之刃
text_skyChangeName1_10	墮天使之劍
text_skyChangeName1_11	不朽之劍
text_skyChangeName2_1	天使之翼
text_skyChangeName2_2	寒冰之翼
text_skyChangeName2_3	魔法羽翼
text_skyChangeName2_4	黃金羽翼
text_skyChangeName2_5	絕版·不朽羽翼
text_skyChangeName2_6	王城聖翼
text_skyChangeName2_7	貪婪羽翼
text_skyChangeName2_8	灰燼之翼
text_skyChangeName2_9	蔚藍之翼
text_skyChangeName2_10	墮天使之翼
text_skyChangeName2_11	不朽羽翼
text_skyChangeName3_1	狂狼
text_skyChangeName3_2	巨齒獅
text_skyChangeName3_3	化石龍
text_skyChangeName3_4	黃金聖龍
text_skyChangeName3_5	絕版·不朽骨龍
text_skyChangeName3_6	王城鐵騎
text_skyChangeName3_7	黑臉羊
text_skyChangeName3_8	灰燼戰騎
text_skyChangeName3_9	暗黑魔龍
text_skyChangeName3_10	死靈駒
text_skyChangeName3_11	不朽骨龍
text_skyChangeGetWayDesc1_0	聖武0階解鎖
text_skyChangeGetWayDesc1_1	聖武1階解鎖
text_skyChangeGetWayDesc1_2	聖武4階解鎖
text_skyChangeGetWayDesc1_3	聖武7階解鎖
text_skyChangeGetWayDesc1_4	聖武10階解鎖
text_skyChangeGetWayDesc1_5	開服戰力榜第一
text_skyChangeGetWayDesc1_6	王城商店
text_skyChangeGetWayDesc1_7	活動
text_skyChangeGetWayDesc1_8	豪華助戰禮包#1
text_skyChangeGetWayDesc1_9	購買特權卡
text_skyChangeGetWayDesc1_10	活動
text_skyChangeGetWayDesc1_11	活動
text_skyChangeGetWayDesc2_0	聖翼0階解鎖
text_skyChangeGetWayDesc2_1	聖翼1階解鎖
text_skyChangeGetWayDesc2_2	聖翼4階解鎖
text_skyChangeGetWayDesc2_3	聖翼7階解鎖
text_skyChangeGetWayDesc2_4	聖翼10階解鎖
text_skyChangeGetWayDesc2_5	開服戰力榜第一
text_skyChangeGetWayDesc2_6	王城商店
text_skyChangeGetWayDesc2_7	活動
text_skyChangeGetWayDesc2_8	豪華助戰禮包#2
text_skyChangeGetWayDesc2_9	購買高級特權卡
text_skyChangeGetWayDesc2_10	活動
text_skyChangeGetWayDesc2_11	活動
text_skyChangeGetWayDesc3_0	聖騎0階解鎖
text_skyChangeGetWayDesc3_1	聖騎1階解鎖
text_skyChangeGetWayDesc3_2	聖騎4階解鎖
text_skyChangeGetWayDesc3_3	聖騎7階解鎖
text_skyChangeGetWayDesc3_4	聖騎10階解鎖
text_skyChangeGetWayDesc3_5	開服戰力榜第一
text_skyChangeGetWayDesc3_6	VIP商店
text_skyChangeGetWayDesc3_7	活動
text_skyChangeGetWayDesc3_8	豪華助戰禮包#3
text_skyChangeGetWayDesc3_9	王者之戰獎勵
text_skyChangeGetWayDesc3_10	幸運商店
text_skyChangeGetWayDesc3_11	活動
text_skyChangeClassDesc_1	永久
text_skyChangeClassDesc_2	限時
text_chatLordName_fight_force	戰力霸主
text_chatLordName_arena	競技霸主
text_chatLordName_tower	爬塔霸主
text_chatLordName_country1	魏王
text_chatLordName_country2	吳王
text_chatLordName_country3	蜀王
text_chatLordName_world_war	王者
text_chatLordName_legion	軍團霸主
text_chatLordName_tavern	人品帝
text_setting_headFrameDesc	極具收藏價值的限量版頭像，獲得後可前往[玩家設置]介面使用。
text_setting_headFrameType1	活動頭像
text_setting_headFrameType2	尊享頭像
text_setting_headFrameType3	圖鑒頭像
text_settingHeadFrameName_1_10001	金豬賀歲
text_settingHeadFrameName_1_10002	勞動最光榮
text_settingHeadFrameName_1_10003	小乖波板糖
text_settingHeadFrameName_1_10004	粽子寶寶
text_settingHeadFrameName_1_10005	先鋒騎士
text_settingHeadFrameName_1_10006	先鋒騎士
text_settingHeadFrameName_1_10007	男領主
text_settingHeadFrameName_1_10008	女領主
text_settingHeadFrameName_1_10009	國旗
text_settingHeadFrameName_2_20001	戰力霸主
text_settingHeadFrameName_3_1	普通頭像
text_settingHeadFrameConditionDesc_1_1	活動解鎖
text_settingHeadFrameConditionDesc_2_1	本服戰力第一解鎖
text_settingHeadFrameConditionDesc_3_1	點亮圖鑒解鎖
text_settingHeadFrameConditionDesc_3_2	傑出領主解鎖
text_settingHeadFrameConditionDesc_3_3	普通.150解鎖
text_settingHeadFrameConditionDesc_3_4	精英.150解鎖
text_settingHeadFrameConditionDesc_3_5	困難.150解鎖
text_settingHeadFrameConditionDesc_3_6	噩夢.150解鎖
text_settingHeadFrameConditionDesc_3_7	地獄.150解鎖
text_settingHeadFrameTimDesc_1	永久擁有
text_settingHeadFrameTimDesc_2	戰力第一期間
text_fateName_1	蘿莉姐妹
text_fateName_2	小人物
text_fateName_3	美女野獸
text_fateName_4	突擊好手
text_fateName_5	聯合打擊
text_fateName_6	攻守兼備
text_fateName_7	小綠帽
text_fateName_8	萬金油
text_fateName_9	自然守護
text_fateName_10	矮人精英
text_fateName_11	娜迦氏族
text_fateName_12	光之守護
text_fateName_13	黑暗使者
text_fateName_14	美食家
text_fateName_15	統治者
text_fateName_16	老好人
text_fateName_17	唇齒相依
text_fateName_18	神秘人
text_fateName_19	最佳搭檔
text_fateName_20	矯健身形
text_fateName_21	海洋生靈
text_fateName_22	輸出機器
text_fateName_23	魔力精通者
text_fateName_24	正義聯盟
text_fateName_25	靈魂收割機
text_fateName_26	完美瞄準
text_fateName_27	古老力量
text_fateName_28	最強後援團
text_fateName_29	皇家衛士
text_fateName_30	中立榮耀
text_fateName_31	背道而馳
text_fateName_32	起死回生
text_fateName_33	勢不兩立
text_fateName_34	女王降臨
text_fateName_35	相生相克
text_fateName_36	遠古記憶
text_fateName_37	視死如歸
text_fateName_38	堅如磐石
text_fateName_39	特殊作戰
text_fateName_40	光暗融合
text_fateName_41	凜然正氣
text_fateName_42	古怪服飾
text_fateName_43	強力幹擾
text_fateName_44	穿透打擊
text_fateName_45	知己知彼
text_fateName_46	公主組合
text_fateName_47	死亡掌控者
text_fateName_48	魔法大師
text_fateName_49	銅墻鐵壁
text_fateName_50	瘋狂三人組
text_fateName_51	近戰榮耀
text_fateName_52	輸出機器
text_fateName_53	共同作戰
text_fateName_54	強強聯合
text_fateName_55	強力輔助
text_fateName_56	智勇雙全
text_fateName_57	古靈精怪
text_fateName_58	無堅不摧
text_heroQualityTitle_1	見習
text_heroQualityTitle_2	白銀
text_heroQualityTitle_3	黃金
text_heroQualityTitle_4	紫金
text_heroQualityTitle_5	鑽石
text_heroQualityTitle_6	王者
text_heroEquipConfName_10101	旅人頭盔
text_heroEquipConfName_20101	旅人長刀
text_heroEquipConfName_30101	旅人護肩
text_heroEquipConfName_40101	旅人胸甲
text_heroEquipConfName_50101	旅人斗篷
text_heroEquipConfName_60101	旅人項鏈
text_heroEquipConfName_10301	軍團頭盔
text_heroEquipConfName_20301	軍團長刀
text_heroEquipConfName_30301	軍團護肩
text_heroEquipConfName_40301	軍團胸甲
text_heroEquipConfName_50301	軍團斗篷
text_heroEquipConfName_60301	軍團項鏈
text_heroEquipConfName_10401	犀牛頭盔
text_heroEquipConfName_20401	犀牛之爪
text_heroEquipConfName_30401	犀牛護肩
text_heroEquipConfName_40401	犀牛胸甲
text_heroEquipConfName_50401	犀牛斗篷
text_heroEquipConfName_60401	犀牛項鏈
text_heroEquipConfName_10402	豺狼頭盔
text_heroEquipConfName_20402	豺狼長矛
text_heroEquipConfName_30402	豺狼護肩
text_heroEquipConfName_40402	豺狼胸甲
text_heroEquipConfName_50402	豺狼斗篷
text_heroEquipConfName_60402	豺狼項鏈
text_heroEquipConfName_10501	冰晶頭盔
text_heroEquipConfName_20501	冰晶之刃
text_heroEquipConfName_30501	冰晶護肩
text_heroEquipConfName_40501	冰晶胸甲
text_heroEquipConfName_50501	冰晶斗篷
text_heroEquipConfName_60501	冰晶項鏈
text_heroEquipConfName_10502	雷霆頭盔
text_heroEquipConfName_20502	雷霆巨斧
text_heroEquipConfName_30502	雷霆護肩
text_heroEquipConfName_40502	雷霆胸甲
text_heroEquipConfName_50502	雷霆斗篷
text_heroEquipConfName_60502	雷霆項鏈
text_heroEquipConfName_10503	龍麟頭盔
text_heroEquipConfName_20503	龍麟戰斧
text_heroEquipConfName_30503	龍麟護肩
text_heroEquipConfName_40503	龍麟胸甲
text_heroEquipConfName_50503	龍麟斗篷
text_heroEquipConfName_60503	龍麟掛飾
text_heroEquipConfName_10601	巨龍頭盔
text_heroEquipConfName_20601	巨龍之刃
text_heroEquipConfName_30601	巨龍護肩
text_heroEquipConfName_40601	巨龍胸甲
text_heroEquipConfName_50601	巨龍斗篷
text_heroEquipConfName_60601	巨龍項鏈
text_heroEquipConfName_10602	血魔頭盔
text_heroEquipConfName_20602	血魔長劍
text_heroEquipConfName_30602	血魔護肩
text_heroEquipConfName_40602	血魔胸甲
text_heroEquipConfName_50602	血魔斗篷
text_heroEquipConfName_60602	血魔項鏈
text_heroEquipConfName_10603	幽魂頭盔
text_heroEquipConfName_20603	幽魂之杖
text_heroEquipConfName_30603	幽魂護肩
text_heroEquipConfName_40603	幽魂胸甲
text_heroEquipConfName_50603	幽魂斗篷
text_heroEquipConfName_60603	幽魂項鏈
text_heroEquipConfName_10701	泰坦頭盔
text_heroEquipConfName_20701	泰坦之刃
text_heroEquipConfName_30701	泰坦護肩
text_heroEquipConfName_40701	泰坦胸甲
text_heroEquipConfName_50701	泰坦斗篷
text_heroEquipConfName_60701	泰坦項鏈
text_heroEquipConfName_10702	雷神頭盔
text_heroEquipConfName_20702	雷神之錘
text_heroEquipConfName_30702	雷神護肩
text_heroEquipConfName_40702	雷神胸甲
text_heroEquipConfName_50702	雷神斗篷
text_heroEquipConfName_60702	雷神項鏈
text_heroEquipConfName_10703	冥王頭盔
text_heroEquipConfName_20703	冥王長劍
text_heroEquipConfName_30703	冥王護肩
text_heroEquipConfName_40703	冥王胸甲
text_heroEquipConfName_50703	冥王斗篷
text_heroEquipConfName_60703	冥王項鏈
text_heroEquipConfDesc_10101	專為初級冒險者縫制的旅行者帽子。
text_heroEquipConfDesc_20101	專為初級冒險者打造的鐵質長刀，是打怪狩獵的好幫手。
text_heroEquipConfDesc_30101	並不特別牢靠的護肩，適用於抵擋一些輕微傷害。
text_heroEquipConfDesc_40101	專為初級冒險者打造的布甲，適用於抵擋一些輕微傷害。
text_heroEquipConfDesc_50101	專為初級冒險者縫制的防風斗篷，適用於抵擋一些輕微傷害。
text_heroEquipConfDesc_60101	專為初級冒險者打造的裝飾項鏈，可調用微弱的魔法能量。
text_heroEquipConfDesc_10301	為軍隊中戰士們打造的堅硬頭盔。
text_heroEquipConfDesc_20301	為軍隊中戰士們打造的堅硬長刀，可以切開一切輕甲。
text_heroEquipConfDesc_30301	為軍隊中戰士們打造的堅硬護肩，適用於抵抗刀劍傷害。
text_heroEquipConfDesc_40301	為軍隊中戰士們打造的堅硬護甲，適用於抵抗刀劍傷害。
text_heroEquipConfDesc_50301	專為軍隊戰士縫制的防風斗篷，適用於抵擋一些戰場傷害。
text_heroEquipConfDesc_60301	專為軍隊戰士打造的魔法項鏈，適用於抵擋輕微的魔法傷害。
text_heroEquipConfDesc_10401	由犀牛角打造而成的堅硬的頭盔，是不錯的防禦裝備。
text_heroEquipConfDesc_20401	由犀牛角與生鐵打造而成的鋒利的鐵爪，可造成撕裂傷害。
text_heroEquipConfDesc_30401	通過在生鐵上鑲嵌犀牛角而打造成的牢固護肩。
text_heroEquipConfDesc_40401	通過在生鐵上鑲嵌犀牛頭骨打造而成的堅固護甲。
text_heroEquipConfDesc_50401	結合犀牛角的韌性並縫制而成的斗篷，是相當不錯的防具。
text_heroEquipConfDesc_60401	由犀牛角構成的魔法項鏈。可調用少量的魔法能量。
text_heroEquipConfDesc_10402	印有豺狼圖騰的鋼鐵頭盔，是相當適用的防具。
text_heroEquipConfDesc_20402	由豺狼利牙打磨而成的鋒利長矛，有著不錯的穿刺傷害。
text_heroEquipConfDesc_30402	通過在生鐵上鑲嵌豺狼牙而打造成的牢固護肩。
text_heroEquipConfDesc_40402	有著豺狼圖騰的堅硬的護甲，有著不錯的防護性。
text_heroEquipConfDesc_50402	由狼皮縫制的漂亮斗篷，有著不錯的保暖性和防護性。
text_heroEquipConfDesc_60402	由狼牙打造而成的魔法項鏈。可調用少量的魔法能量。
text_heroEquipConfDesc_10501	冰川雪原之主所佩戴的冰晶王冠，可提升適用者的命中傷害。
text_heroEquipConfDesc_20501	蘊藏與極寒之地中的寒冰利刃，攻擊時伴隨著額外寒冰傷害。
text_heroEquipConfDesc_30501	寒冰玄鐵打造而成的堅毅護肩，可抵抗一部分的魔法傷害。
text_heroEquipConfDesc_40501	寒冰玄鐵打造而成的堅毅胸甲，可為英雄提供極高的護甲。
text_heroEquipConfDesc_50501	不斷散發著冰冷的寒氣，有一定機率閃避其他英雄的傷害。
text_heroEquipConfDesc_60501	由冰冷的寒冬之心打造而成冰晶項鏈，大幅提升英雄暴擊。
text_heroEquipConfDesc_10502	傳聞被神族戰士穿戴過的頭盔，可讓被穿戴者充滿力量。
text_heroEquipConfDesc_20502	蘊含雷霆之力的鋒利戰斧，以雷霆萬鈞之勢擊潰眼睛的敵人。
text_heroEquipConfDesc_30502	有著澎湃力量的護肩，能提供不錯的魔法抗性。
text_heroEquipConfDesc_40502	傳聞其中蘊藏強大的能力能有效的抵禦敵人的傷害。
text_heroEquipConfDesc_50502	有著澎湃力量的斗篷，能提供不錯的防護效果。
text_heroEquipConfDesc_60502	傳聞其中蘊藏強大的能力能有效的提升對敵人的傷害。
text_heroEquipConfDesc_10503	傳聞這是屠龍者所佩戴的面具，能讓佩戴者充滿勇氣。
text_heroEquipConfDesc_20503	傳聞由龍鱗打造而成的銳利戰斧，削鐵如泥。
text_heroEquipConfDesc_30503	由堅毅的龍鱗打造而成的護肩，是極其珍貴的防具裝備。
text_heroEquipConfDesc_40503	由堅毅的龍鱗打造而成的胸甲，能抵禦絕大部分的物理傷害。
text_heroEquipConfDesc_50503	傳聞由龍鱗打造而成的帥氣斗篷，可提升玩家對敵方傷害的閃避。
text_heroEquipConfDesc_60503	由巨龍之心創造神秘項鏈，能夠極大的提升玩家的攻擊強度。
text_heroEquipConfDesc_10601	傳聞由巨龍之骨打造而成的強力頭盔，乃世間不可多得的強力裝備。
text_heroEquipConfDesc_20601	血紅的巨龍之刃是讓無盡英雄隕落的神兵利器。
text_heroEquipConfDesc_30601	由巨龍之角打造而成的強力護肩，可抵禦幾乎全部的魔法傷害。
text_heroEquipConfDesc_40601	火紅赤炎的巨龍胸甲，蘊含著紅龍之力，讓攻擊無所適從。
text_heroEquipConfDesc_50601	傳聞由屠龍者親手縫制的巨龍斗篷，能使其隱逸於巨龍之間。
text_heroEquipConfDesc_60601	矮人中的屠龍者在擊殺火龍後，利用巨龍之血打造而成的項鏈。
text_heroEquipConfDesc_10602	藏逸於黑夜之中的血魔，時常佩戴兇惡的頭盔，以彰顯其威嚴。
text_heroEquipConfDesc_20602	傳聞此為血魔之主使用的利刃，無數怨魂命喪於劍下。
text_heroEquipConfDesc_30602	尖銳高貴的血魔護肩，時刻展示血族的神秘與嗜血。
text_heroEquipConfDesc_40602	血魔一族的至寶，傳聞能使穿戴者藏逸與黑衣之中。
text_heroEquipConfDesc_50602	最具象征的血族神器，兩對蝠翼讓人魂飛膽顫。
text_heroEquipConfDesc_60602	萬年血池中孕育而出的血魔項鏈，是世間至邪之物。
text_heroEquipConfDesc_10603	冥界無畏者所佩戴的頭盔，這讓無畏者們所向睥睨。
text_heroEquipConfDesc_20603	無畏者所持有的法杖，傳聞能召喚冥界的一切亡靈之魂。
text_heroEquipConfDesc_30603	冥界惡犬所化身的幽魂護臂，可抵禦一切世間魔法。
text_heroEquipConfDesc_40603	幽魂胸甲為冥王親手鍛造之物，僅賜予冥界最強大的無畏者。
text_heroEquipConfDesc_50603	幽魂斗篷乃冥界千萬幽魂所鑄，其周身千萬幽魂圍繞。
text_heroEquipConfDesc_60603	由幽冥之眼為主體而構成的幽魂項鏈，是幽魂魔法力量的源泉。
text_heroEquipConfDesc_10701	泰坦族人所穿戴的金色頭盔，威嚴而莊重。
text_heroEquipConfDesc_20701	泰坦之王所揮舞的巨劍，傳聞其勢可力劈山河。
text_heroEquipConfDesc_30701	泰坦一族的精良工藝鍛造的泰坦護肩。
text_heroEquipConfDesc_40701	輕薄堅硬，卻又極富韌性，可極大的提升英雄的護甲。
text_heroEquipConfDesc_50701	泰坦斗篷，乃泰坦皇族必備之物，穿戴者皆為被命運眷顧者。
text_heroEquipConfDesc_60701	泰坦族人用天界神石打造而成，可匯集天地間無窮盡的魔法力量。
text_heroEquipConfDesc_10702	雷神所佩戴的神力頭盔，傳聞諸神黃昏後，遺落凡塵不知去向。
text_heroEquipConfDesc_20702	雷神生前最愛之物，其雷霆之力，讓諸神膽顫。
text_heroEquipConfDesc_30702	雷神護甲，常年伴隨雷神，使其散發著雷神所特有的雷霆之力。
text_heroEquipConfDesc_40702	雷霆如蛇蔓一般纏繞胸甲，讓人無不退讓三分。
text_heroEquipConfDesc_50702	雷神標志般的雷神斗篷，如同藍色閃光一般耀眼奪目。
text_heroEquipConfDesc_60702	鑲嵌有雷霆之心的珍貴項鏈，這是讓諸神垂涎的物件。
text_heroEquipConfDesc_10703	幽冥世界之主-冥王出戰時所穿戴的頭盔。
text_heroEquipConfDesc_20703	蘊含冥界千王魂魄的冥王之劍，所揮之處，皆為亡魂。
text_heroEquipConfDesc_30703	冥界暗河中所淬煉的冥王護肩，所觸之物，皆灰飛煙滅。
text_heroEquipConfDesc_40703	冥王命冥界眾人在世間尋得的隕暗之金鑄造而成的神甲。
text_heroEquipConfDesc_50703	王者的象征與榮耀，沒人希望看見冥王斗篷之內的真相。
text_heroEquipConfDesc_60703	冥王用天界隕落諸神之魂制成此項鏈。其中蘊含著令天地膽顫的力量。
text_heroEquipSuitName_201	旅人套裝
text_heroEquipSuitName_301	軍團套裝
text_heroEquipSuitName_401	犀牛套裝
text_heroEquipSuitName_402	豺狼套裝
text_heroEquipSuitName_501	冰晶套裝
text_heroEquipSuitName_502	雷霆套裝
text_heroEquipSuitName_503	龍麟套裝
text_heroEquipSuitName_601	巨龍套裝
text_heroEquipSuitName_602	血魔套裝
text_heroEquipSuitName_603	幽魂套裝
text_heroEquipSuitName_701	泰坦套裝
text_heroEquipSuitName_702	雷神套裝
text_heroEquipSuitName_703	冥王套裝
text_soldierName_100	初級步兵
text_soldierName_101	初級步兵
text_soldierName_102	中級步兵
text_soldierName_103	高級步兵
text_soldierName_104	精銳步兵
text_soldierName_105	榮耀步兵
text_soldierName_106	狂戰士
text_soldierName_200	初級射手
text_soldierName_201	初級射手
text_soldierName_202	中級射手
text_soldierName_203	高級射手
text_soldierName_204	精銳射手
text_soldierName_205	榮耀射手
text_soldierName_206	神射手
text_soldierName_300	初級騎兵
text_soldierName_301	初級騎兵
text_soldierName_302	中級騎兵
text_soldierName_303	高級騎兵
text_soldierName_304	精銳騎兵
text_soldierName_305	榮耀騎兵
text_soldierName_306	龍騎士
text_summonName_5001	迅龍寶寶
text_summonName_40050201	狂暴小豬
text_summonName_51100201	骷髏兵
text_summonName_51130101	蛇棒
text_summonName_61020101	熔岩精靈
text_summonName_61020201	地獄火
text_summonName_61030201	獅鷲分身
text_battletalk_1	唉，為何還要抵抗？
text_battletalk_2	這樣沒有意義！
text_battletalk_3	看我的力量！
text_battletalk_4	果然有效！
text_battletalk_5	你們完蛋了！
text_battletalk_6	這次要贏！
text_battletalk_7	誰也不能阻擋我的腳步！
text_battletalk_8	有人能打敗我麼？
text_battletalk_9	哼，看我的厲害！
text_battletalk_10	此戰必勝！
text_battletalk_11	哼，手下敗將！
text_battletalk_12	你們不要太猖狂！
text_battletalk_13	沒人能打敗我！
text_battletalk_14	看我大展身手！
text_battletalk_15	殺！殺！殺！
text_innateDesc_1	攻擊+
text_innateDesc_2	護甲+
text_innateDesc_3	技防+
text_innateDesc_4	生命+
text_innateDesc_5	防禦+
text_innateDesc_11	攻擊提高+
text_innateDesc_12	護甲提高+
text_innateDesc_13	技防提高+
text_innateDesc_14	生命提高+
text_innateDesc_15	防禦提高+
text_innateDesc_21	護甲穿透提高+
text_innateDesc_22	技防穿透提高+
text_innateDesc_23	技能傷害加成提高+
text_innateDesc_24	技能傷害減免提高+
text_innateDesc_25	技能暴擊率提高+
text_innateDesc_26	負面抗性提高+
text_innateDesc_27	治療加成提高+
text_innateDesc_28	無視防禦提高+
text_innateDesc_41	暴擊傷害提高+
