关键字	中文
SOLDIER_UPGRADE_STR2	恭喜您解锁新技能
SOLDIER_UPGRADE_STR3	恭喜您解锁
RANKING_TITLE_V3_1	战|斗|力
RANKING_TITLE_V3_2	擂|台
RANKING_TITLE_V3_3	千|层|塔
RANKING_TITLE_V3_4	皇|城
RANKING_TITLE_V3_5	争|霸
RANKING_TITLE_V3_6	军|团
RANKING_TITLE_V3_7	人|品
RANKING_TITLE_V3_8	跨|服
RANKING_TITLE_V3_9	本|服
RANKING_TITLE_V3_10	龙|境
RANKING_TITLE_V3_11	等|级
RANKING_SUBTITLE_V3_1	魏 国
RANKING_SUBTITLE_V3_2	蜀 国
RANKING_SUBTITLE_V3_3	吴 国
RANKING_TITLE_TX_1	战斗力排名
RANKING_TITLE_TX_2	擂台排名
RANKING_TITLE_TX_3	千层塔排名
RANKING_TITLE_TX_4	魏国皇城排名
RANKING_TITLE_TX_5	蜀国皇城排名
RANKING_TITLE_TX_6	吴国皇城排名
RANKING_TITLE_TX_7	王者之战排名
RANKING_TITLE_TX_8	军团排名
RANKING_TITLE_TX_9	跨 服 排 行
RANKING_TITLE_TX_10	本 服 排 行
RANKING_TITLE_TX_11	人 品 排 名
RANKING_TITLE_TX_12	龙 境 排 名
RANKING_TITLE_TX_13	等 级 排 行
STR_KNOW_BY_KING	朕知道了
STR_HIGHTEST_RANK	历史最高排名：
STR_MAY_GET_AWARDS	获得奖励：
FIRST_HORE	恭喜你，获得了一个缘分将
NO_SKILL_UPGRADE_M	升级材料不足
NO_ADD_PROB_M	增加成功率材料不足
UPGRADE_FAIL	升级失败
REMAINDER	剩余
ACTIVITY_PRICE	讨价还价
SKILL_UPGRADE_DESC_5	成功率+
TREASURE_DESC_4	高 级 转 换
TREASURE_DESC_5	同 级 转 换
TREASURE_DESC_6	合 成
TREASURE_DESC_7	选中龙晶与之前选中的龙晶等级不同，是否要改成转换当前等级龙晶？
TREASURE_DESC_8	碎片数量不足
TREASURE_DESC_9	转 换
TREASURE_DESC_10	请先转换！
TREASURE_DESC_11	已经是最高等级了！
TREASURE_DESC_12	龙晶数量不足！
TREASURE_DESC_15	去挖矿
STR_GOTO_VIEW	前往查看
STR_MY_RANK	我的排名
STR_MY_LEGION	我的军团
ELITE_DESC_1	请通关前一关精英关卡
FIRSTRECHARGE_1	充点小钱
FIRSTRECHARGE_2	点击领取
FIRSTRECHARGE_3	激活首充任务，获得
FIRSTRECHARGE_4	顶级红将！
FIRSTRECHARGE_5	顶级红将
FIRSTRECHARGE_6	免费送，少年站起来吧！
FIRSTRECHARGE_7	我们的征途是星辰大海 !
ARENA_AWARD_DESC_1	恭喜获得擂台经验
ARENA_AWARD_DESC_2	擂台升级，奖励军功
TASK_DESC_1	当前
TASK_DESC_2	,再增加
TASK_DESC_3	可激活属性
WHOS_EQUIP	的装备
COST_CASH_TEN	是否花费2520钻石十连抽
LORD_DESC_1	您的太守奖励已经发送到您的邮箱。
ONCE_MORE	再来一次
TEN_MORE	再来十次
ILLEGAL_CHARACTER	输入包含非法字符
ILLEGAL_CHARACTER_1	只能输入中文、字母、数字
ILLEGAL_CHARACTER_2	非法的语音
GLODMINE_CRAFT	金矿争霸
COLLECT_MINE	采集龙晶
REMAINDER_COUNT	剩余购买%d次
STR_ZHE	折
ACTIVE_COUNT_ATTR	【%d件激活:%s+%d】
DRAGON_HELP_DES1	1、龙蛋技能效果受领主等级和镶入卡槽等级影响。
DRAGON_HELP_DES2	2、卡槽升级后，嵌入其中的龙蛋技能等级将变为卡槽的等级。
DRAGON_HELP_DES3	3、可通过切换技能来预览不同技能的升级效果。
DRAGON_HELP_DES4	4、卡槽升级消耗的材料均可通过矿洞获得。
LIMIT_BATTLE_SPEEDUP	%d级开启%d档加速
GET_EQUIP	获得可穿戴的装备！
NOT_ENOUGH	不足
TAVERN_BUY	前往购买
BLACK_MACKET_NOT_OPEN	黑市商店未开放
BUY_COUTN_NOT_ENOUGH	购买次数不足
NOT_BOMB_EVERYTHING	什么都没炸到，再试试看！
CONFIRM_COLLECT	你现在没有任何挖矿队列，确定要一键收取吗？
NOT_ENOUGH_GOTO_BUY_FOOD	粮草不足，是否前往购买粮草？
KING_LV_UP_LABEL	领主等级提升
CHART_TITLE	将 星 录
WEI_JIANG	魏|将
SHU_JIANG	蜀|将
WU_JIANG	吴|将
QUN_XIONG	群|雄
TEST_TEXT	这这是测试文本！！这是测试文本！！这是测试文本！！这是测试文本！！这是测试文本！！这是测试文本！！是测试文本！！
HAS_COLLECT	已收集:
ROLE_DEMO_TEXT	武将试玩
COLLECT_NUM	%d/%d
DEMO_TEXT	试 玩
GET_TEXT	获 取
SKILL_TEXT	技 能
START_TEXT	开 战
GIVE_UP_TEXT	取 消
YUANFUN_TEXT	缘 分
SPECIAL_FATE_TEXT	特殊缘分
SPECIAL_FATE_DESC	2人共同上阵可激活各种突破加成
REQUIRE_TEXT	确 定
LUCK_EXCHANGE	将星兑换
TIANFU_TEXT	天 赋
TAVEN_CAN_START	可开启
TAVEN_CAN_START2	开启
HAS_ENOUTH_TEXT	武将数量最多只能选择7个！！！！！
GEMSELECT_TITLE	宝石选择
HAS_CHOOSE_THIS_ROLE	你已经选择此武将！！！！！！
ROLE_ATT_TIPS_DESC1	基础
ROLE_ATT_TIPS_DESC2	附加
MILITARY_BTN_DESC_1	资源获取
MILITARY_BTN_DESC_2	商店入口
MILITARY_BTN_DESC_3	战力提升
MILITARY_BTN_DESC_4	玩法推荐
MILITARY_DESC_1	完成度：
MILITARY_DESC_2	快速获取
MILITARY_DESC_3	点击前往
MILITARY_DESC_4	可领取奖励
MILITARY_DESC_5	搜索次数：
MILITARY_DESC_6	可占领
MILITARY_DESC_7	今日已占领过
MILITARY_DESC_8	占领时间：
MILITARY_DESC_9	巡逻时间：
MILITARY_DESC_10	可巡逻城池数：
MILITARY_DESC_11	正在进行
MILITARY_DESC_12	免费小酌
MILITARY_DESC_13	免费次数已用完
MILITARY_DESC_14	可招募
MILITARY_DESC_15	进贡时间：
MILITARY_DESC_16	合璧次数已用完
MILITARY_DESC_17	剩余合璧次数：
MILITARY_DESC_18	合璧时间：
MILITARY_DESC_19	可进行支持
MILITARY_DESC_20	军团%d级
MILITARY_DESC_21	级
MILITARY_DESC_22	的途径
MILITARY_DESC_23	可进行挑战
MILITARY_DESC_24	可进行支持
MILITARY_DESC_25	争霸进行中
MILITARY_DESC_26	争霸人数不足
MILITARY_DESC_27	免费增筑次数：
MILITARY_DESC_28	攻击次数：
MILITARY_DESC_29	占领时间：
MILITARY_DESC_30	可驻守
MILITARY_DESC_31	周一00:00
MILITARY_DESC_32	加速搜索次数已用完
MILITARY_DESC_33	周四00:00
FATE_SPECIAL_DES1	%d级开启
FATE_SPECIAL_DES2	缘分·%s
FATE_SPECIAL_DES3	全体上阵武将属性提升
FATE_SPECIAL_DES4	升级
FATE_SPECIAL_DES6	【激活 +%s
FATE_SPECIAL_DES7	【Lv%d提升至 +%s
FATE_SPECIAL_DES8	【激活 +%d】
FATE_SPECIAL_DES9	【Lv%d提升至 +%d】
FATE_SPECIAL_DES10	缘分升级
FATE_SPECIAL_DES11	武 将 选 择
FATE_SPECIAL_DES12	消耗4张任意%s%s
FATE_SPECIAL_DES13	拥有：
FATE_SPECIAL_DES14	选 择
FATE_SPECIAL_DES15	暂时没有武将
FATE_SPECIAL_DES16	满足缘分条件
FATE_SPECIAL_DES17	顶级了！你真牛啊！
FATE_SPECIAL_DES18	放入4张满足条件卡牌后才能升级
FATE_SPECIAL_DES19	放入4张满足条件卡牌后才能激活
FATE_SPECIAL_DES20	没想到有人能够提升至顶级，你太牛了！
FATE_SPECIAL_DES21	可激活
FATE_SPECIAL_DES22	可提升至
FATE_SPECIAL_DES23	确定消耗列表中的卡牌提升缘分等级么？
FATE_SPECIAL_DES24	超级缘分
HAD_EQUIPED	装备于
GET_BTN_AWARD_TIPS	请先通关24.荥阳再来领奖吧
GET_BTN_AWARD_TIPS2	请先通关24.荥阳再来许愿吧
GET_BTN_AWARD_TIPS3	许愿活动已结束
GET_BTN_AWARD_DES	需先通过24.荥阳
TAVEN_SPECIAL_DES1	招募特定
TAVEN_SPECIAL_DES2	红将
TAVEN_LIMIT_DES1	限时招募必得:
TAVEN_LIMIT_DES2	剩余时间:
TAVEN_LIMIT_DES3	下期热点:
TAVEN_LIMIT_DES4	招募1次
CLICK_VIEW	点击查看
REMAINDER_FREE_TIME	剩余免费时间
NI_BEI_TI_LE	长时间未操作，请重新登录
NETWORL_ERROR	网络异常，点击重试
REPEAT_LOGIN	您的账号异地登录，请重新登录
SERVER_RESTART	服务器重启，请重新登录
TAVEN_CAN_GET_DES1	招募可获
TAVEN_CAN_GET_DES2	将星值
TAVEN_CAN_GET_DES3	满后可兑换
TAVERN_LIMIT_GET_DES1	碎片
TAVERN_LIMIT_GET_DES2	(概率获得
TAVERN_LIMIT_GET_DES3	整卡
TAVERN_LIMIT_GET_DES4	)
TAVERN_LIMIT_GET_DES5	已有
TAVERN_LIMIT_GET_DES6	: %d/%d
TAVERN_LIMIT_GET_DES7	将星值:%d/%d
TAVERN_LIMIT_GET_DES8	VIP%d开启将星兑换
TAVERN_LIMIT_GET_DES9	爱心值不足，无法招募
TAVERN_EXCHANGE_DES	确定要花费%d将星值兑换
TAVERN_EXCHANGE_DES1	吗?
TAVERN_EXCHANGE_LUCK_NOT_ENOUGH	将星值不足
TAVERN_AGAIN_TIME	再招1次
TAVERN_NOW_OWN	当前拥有
TAVERN_VIP_LIMIT_DES	VIP%d开启招募并每日免费一次
TAVERN_VIP_LIMIT_DES2	VIP%d开启刷新热点武将
THIEF_DESC_1	你看不见我~
THIEF_DESC_2	你瞅啥！？
THIEF_DESC_3	下手温柔点~
THIEF_DESC_4	快来点我呀~
THIEF_DESC_5	我是送快递的~
AUTO_UPGRADE	一键合成
AUTO_UPGRADE_GEM	宝石批量合成
MAX_SWEEP	最高扫荡
NO_LONGER_SHOW	不再提示
WHETHER_CONTINUE_SWEEP	扫荡将按照历史最高纪录发放奖励，是否继续扫荡？
AUTO_FILL	一键镶嵌
C_GET_GOD_EQUIP	恭喜你获得一件神器
STR_DEFENSE_EMBATTLE	防守阵型
STR_DEFENSE_EMBATTLE_1	战斗阵型
SELECT_SKILL	点击选择要预览的技能
SELECT_CHANGE_SKILL	点击更换技能
NOT_COMPLETE_HATCH	该龙尚未完全孵化
RELOAD_NEW_CLIENT	版本已更新，需要重新下载客户端
MAX	MAX
FEI_HUA_DESC	抵制不良游戏 拒绝盗版游戏 注意自我保护 谨防受骗上当 适度游戏益脑 沉迷游戏伤身 合理安排时间 享受健康生活
WHETHER_LOGOUT_ACCOUNT	是否确定要注销账号?
LAST_RECHARGE_UNFINISHED	上一笔订单尚未处理完，请稍后重试。
SERVER_BUSY	服务器忙，请重新登录
TODAY_DOUBLE_DES1	周一
TODAY_DOUBLE_DES2	周二
TODAY_DOUBLE_DES3	周三
TODAY_DOUBLE_DES4	周四
TODAY_DOUBLE_DES5	周五
TODAY_DOUBLE_DES6	周六
TODAY_DOUBLE_DES7	周日
TODAY_DOUBLE_DES8	开心好礼，今日双倍
TODAY_DOUBLE_DES9	每日双倍，天天惊喜
TODAY_DOUBLE_DES10	点击图标按钮进入今日双倍活动
TODAY_DOUBLE_DES11	今日双倍剩余时间：
TODAY_DOUBLE_DES12	%s双倍奖励
TODAY_DOUBLE_DES13	%d关
TODAY_DOUBLE_DES14	%d级
TODAY_DOUBLE_DES15	开启%s
TODAY_DOUBLE_DES16	活动非本日双倍活动
TODAY_DOUBLE_DES17	%s未开启
ACTIVE_PAY_ONLY_DES1	当前累计充值钻石：%d
ACTIVE_PAY_ONLY_DES2	1.活动期间玩家充值钻石数达到一定数量可折扣购买相应档次道具。%s2.活动倒计时结束后活动关闭，充值赠送道具请及时领取以免造成损失。 
ACTIVE_PAY_ONLY_DES3	充值专享规则
ACTIVE_PAY_ONLY_DES4	充值%d钻石，享受%s折
ACTIVE_PAY_ONLY_DES5	剩余数量：%d个
ACTIVE_PAY_ONLY_DES6	%s折
ACTIVE_LIMIT_GROUP_DES1	当前累计返还:%d
ACTIVE_LIMIT_GROUP_DES2	限时团购规则
ACTIVE_LIMIT_GROUP_DES3	1.活动期间团购人数越多折扣力度越大%s2.活动期间道具最终价格由最低折扣力度决定%s3.活动期间购买道具次数每日重置%s4.活动期间购买道具价格与最终价格之间的差价将在活动结束后通过邮件返还
ACTIVE_LIMIT_GROUP_DES4	购买人次越多，最终返还钻石越多！
ACTIVE_LIMIT_GROUP_DES5	已购买：
ACTIVE_LIMIT_GROUP_DES6	次
ACTIVE_LIMIT_GROUP_DES7	%s折
ACTIVE_LIMIT_GROUP_DES8	售价：%d
ACTIVE_LIMIT_GROUP_DES9	单人限购%d/%d次
ACTIVE_LIMIT_GROUP_DES10	购买次数不足
ACTIVE_LIMIT_GROUP_DES11	活动结束后，返还钻石将通过邮箱发放
ACTIVE_LIMIT_GROUP_DES12	不能购买0次
ACTIVE_LIMIT_GROUP_DES13	%d次
ACTIVE_LUCKY_WHEEL_DES1	当前转动积分：%d
ACTIVE_LUCKY_WHEEL_DES2	1.活动期间所有服务器的玩家每转动一次奖池增加%d钻石%s2.活动期间每转动一次获得一积分，积分达到%d分可争夺全服排名奖励%s3.活动结束后全服积分排名前十玩家可获得排行奖励%s4.活动结束后根据转动排行榜排名通过邮件发放奖励
ACTIVE_LUCKY_WHEEL_DES3	积分奖励
ACTIVE_LUCKY_WHEEL_DES4	%d/%d
ACTIVE_LUCKY_WHEEL_DES5	积分排行
ACTIVE_LUCKY_WHEEL_DES6	抽 奖
ACTIVE_LUCKY_WHEEL_DES7	十连抽
ACTIVE_LUCKY_WHEEL_DES8	消耗：
ACTIVE_LUCKY_WHEEL_DES9	奖池
ACTIVE_LUCKY_WHEEL_DES10	钻石不足
ACTIVE_LUCKY_WHEEL_DES11	确认花费%d钻石进行十连抽？
ACTIVE_LUCKY_WHEEL_DES12	万
ACTIVE_LUCKY_WHEEL_DES13	积分不足
ACTIVE_LUCKY_WHEEL_DES14	跨服积分排行
ACTIVE_LUCKY_WHEEL_DES15	转到积分达到%d分可争夺全服排行奖励
ACTIVE_LUCKY_WHEEL_DES16	活动结束后通过邮件发放排行奖励
ACTIVE_LUCKY_WHEEL_DES17	获得奖池钻石数%d
ACTIVE_LUCKY_WHEEL_DES30	活动内容每天5点重置
ACTIVE_LUCKY_WHEEL_DES31	确认花费%d钻石进行五十连抽？
ACTIVE_SURPRIESE_STEP_DESC1	走一步
ACTIVE_SURPRIESE_STEP_DESC2	走十步
ACTIVE_SURPRIESE_STEP_DESC3	走%d步
ACTIVE_SURPRIESE_STEP_DESC4	翠晶石数量不足
ACTIVE_DRAGON_DIDI_DES1	滴 滴 打 龙
ACTIVE_DRAGON_DIDI_DES2	滴滴打龙幸运转盘！
ACTIVE_DRAGON_DIDI_DES3	抽   奖
ACTIVE_DRAGON_DIDI_DES4	抽奖次数
ACTIVE_DRAGON_DIDI_DES5	转盘解锁
ACTIVE_DRAGON_DIDI_DES6	转盘解锁
ACTIVE_DRAGON_DIDI_DES7	抽奖次数不足，无法抽奖
ACTIVE_DRAGON_DIDI_DES8	主公解救刘备已完成
ACTIVE_TAVERN_RECRUIT_DES1	【传说神将】
ACTIVE_TAVERN_RECRUIT_DES2	酒馆招募累计%d次(领取任意一张神将)         1、 酒宴1次+1              2、歃血为盟1次+2
ACTIVE_TAVERN_RECRUIT_DES3	招 募
ACTIVE_TAVERN_RECRUIT_DES4	已招募次数：
ACTIVE_TAVERN_RECRUIT_DES5	酒馆招募次数达到
ACTIVE_TAVERN_RECRUIT_DES6	次可领取
ACTIVE_TAVERN_RECRUIT_DES7	魏
ACTIVE_TAVERN_RECRUIT_DES8	蜀
ACTIVE_TAVERN_RECRUIT_DES9	吴
ACTIVE_TAVERN_RECRUIT_DES10	群
ACTIVE_TAVERN_RECRUIT_DES11	招募次数不够
ACTIVE_TAVERN_RECRUIT_DES12	奖励已经领完了
ACTIVE_TAVERN_RECRUIT_DES13	确定领取此武将吗？
ACTIVE_TAVERN_RECRUIT_DES14	酒馆招募累计
ACTIVE_TAVERN_RECRUIT_DES15	%d次
ACTIVE_TAVERN_RECRUIT_DES16	(领取任意一张神将)
ACTIVE_TAVERN_RECRUIT_DES17	              2、歃血为盟1次
ACTIVE_TAVERN_RECRUIT_DES18	1、 酒宴1次
ACTIVE_LUCKY_WHEEL_DES18	幸运轮盘规则
ACTIVE_LUCKY_WHEEL_DES19	暂未上榜
ACTIVE_LUCKY_WHEEL_DES20	五十抽
LOGIN_GOOD_GIFT1	每 日 登 录
LOGIN_GOOD_GIFT2	天 天 好 礼
LOGIN_GOOD_GIFT3	累计登录%d天
LOGIN_GOOD_GIFT4	%d/%d
ACCUMULATE_RECHARGE_1	累计充值
ACCUMULATE_RECHARGE_2	超值豪礼
ACCUMULATE_RECHARGE_3	累计充值%d钻石
ACTIVE_EXPEND_GIFT_DES1	你消费 我送礼
ACTIVE_EXPEND_GIFT_DES2	豪华大礼领不停
ACTIVE_EXPEND_GIFT_DES3	累计消费%d钻石
ACTIVE_SINGLE_RECHARGE_1	充，充，充
ACTIVE_SINGLE_RECHARGE_2	单笔充值
ACTIVE_SINGLE_RECHARGE_3	单笔充值
ACTIVE_SINGLE_RECHARGE_4	大回馈！
ACTIVE_SINGLE_RECHARGE_5	限领 %d/%d
ACTIVE_SINGLE_RECHARGE_6	已领光
ACTIVE_DAY_CHALLENGE_1	完成目标
ACTIVE_DAY_CHALLENGE_2	获得奖励！
ACTIVE_DAY_CHALLENGE_3	进度：%d/%d
ACTIVE_DAY_CHALLENGE_4	今日任务剩余时间：
ACTIVE_DAY_CHALLENGE_5	剩余次数：%d
ACTIVE_PROMOTE_EXCHANGE_1	封将材料大兑换，
ACTIVE_PROMOTE_EXCHANGE_2	快来参加吧！
ACTIVE_PROMOTE_EXCHANGE_3	拥有：%d
ACTIVE_PROMOTE_EXCHANGE_4	兑 换
ACTIVE_PROMOTE_EXCHANGE_5	兑换比例：
ACTIVE_PROMOTE_EXCHANGE_6	换
ACTIVE_PROMOTE_EXCHANGE_7	道具不足，无法兑换
ACTIVE_PROMOTE_EXCHANGE_8	剩余次数不足，无法兑换
ACTIVE_PROMOTE_EXCHANGE_9	是否消耗%d钻石兑换？
ACTIVE_PROMOTE_EXCHANGE_10	次数不足，无法兑换
MINE_GOLD_DES1	本层没有普通boss，请其他层查看
MINE_GOLD_DES2	本层没有终极boss，请其他层查看
HEALTH_GAME_NOTICE_1	健康游戏忠告
HEALTH_GAME_NOTICE_2	抵制不良游戏，拒绝盗版游戏。
HEALTH_GAME_NOTICE_3	注意自我保护，谨防受骗上当。
HEALTH_GAME_NOTICE_4	适度游戏益脑，沉迷游戏伤身。
HEALTH_GAME_NOTICE_5	合理安排时间，享受健康生活。
LIUBEI_INFO_DESC_1	再通关%d关可得%d个刘备碎片
LIUBEI_INFO_DESC_2	通关%s可获得
ARENA_DESC_1	加速需消耗%d钻石，是否确认加速?
ROLE_RISE_STAR_1	等级 Lv.
ROLE_RISE_STAR_2	进阶 Lv.
ROLE_RISE_STAR_3	突破 Lv.
ROLE_RISE_STAR_4	已达成
ROLE_RISE_STAR_5	未达到升品条件
ROLE_RISE_STAR_6	武将升品
ROLE_RISE_STAR_7	升品材料不足
ROLE_RISE_STAR_8	一键升品
SPECIAL_FATE	特殊缘分：
SPECIAL_FATE_1	（只能上阵激活）
ROLE_DESC_1	开启进阶
ROLE_DESC_2	开启突破
ACTION_POINT_RESTORE_DESC_1	行动力恢复时间：
ACTION_POINT_RESTORE_DESC_2	下次恢复：
ACTION_POINT_RESTORE_DESC_3	全部恢复：
STAYING_POWER_RESTORE_DESC_1	耐力恢复时间：
STAYING_POWER_RESTORE_DESC_2	下次恢复：
STAYING_POWER_RESTORE_DESC_3	全部恢复：
ACTIVE_GORW_FUND_DES1	已购人数:
ACTIVE_GORW_FUND_DES2	购买基金
ACTIVE_GORW_FUND_DES3	全服购买基金人数达到一定值还可再领豪礼
ACTIVE_GORW_FUND_DES4	成长基金
ACTIVE_GORW_FUND_DES5	全民奖励
ACTIVE_GORW_FUND_DES6	及以上玩家花费
ACTIVE_GORW_FUND_DES7	钻石购买成长基金
ACTIVE_GORW_FUND_DES8	累计可返还
ACTIVE_GORW_FUND_DES9	钻石！
ACTIVE_GORW_FUND_DES10	领主等级
ACTIVE_GORW_FUND_DES11	购买人数
ACTIVE_GORW_FUND_DES12	vip等级不足
ACTIVE_GORW_FUND_DES13	是否花费%d钻石购买成长基金,累计可返还4888钻石？
ACTIVE_GORW_FUND_DES14	购买基金成功
ACTIVE_GORW_FUND_DES15	已购买
ACTIVE_GORW_FUND_DES16	未购买
ACTIVE_GORW_FUND_DES17	你还没购买基金
ACTIVE_GORW_FUND_DES18	升级基金
ACTIVE_GORW_FUND_DES19	购买后，达到指定等级即可领取奖励，等级超过的玩家，可直接领取之前的奖励。
ACTIVE_EXCHANGE_POINTS_DES1	活动期间玩家完成积分任务可获得积分，前往积分兑换页面使用积分可兑换所需道具
ACTIVE_EXCHANGE_POINTS_DES2	本轮任务剩余时间：
ACTIVE_EXCHANGE_POINTS_DES3	积分兑换
ACTIVE_EXCHANGE_POINTS_DES4	当前积分：
ACTIVE_EXCHANGE_POINTS_DES5	本轮积分任务
ACTIVE_EXCHANGE_POINTS_DES6	领 取
ACTIVE_EXCHANGE_POINTS_DES7	%d积分
ACTIVE_EXCHANGE_POINTS_DES8	完成%d次精英关卡
ACTIVE_EXCHANGE_POINTS_DES9	%d/%d
ACTIVE_EXCHANGE_POINTS_DES10	前 往
ACTIVE_EXCHANGE_POINTS_DES11	恭喜获得%d积分
ACTIVE_EXCHANGE_POINTS_DES12	积分大兑换
ACTIVE_EXCHANGE_POINTS_DES13	%d积分
ACTIVE_EXCHANGE_POINTS_DES14	兑换
ACTIVE_EXCHANGE_POINTS_DES15	积分不足
ACTIVE_EXCHANGE_POINTS_DES16	你还没选择国家
ACTIVE_EXCHANGE_POINTS_DES17	钻石升级成长基金
ACTIVE_EXCHANGE_POINTS_DES18	确认花费%d钻石升级基金，升级基金累计可返还14888钻石，当前立即返还%d钻石？
ACTIVE_EXCHANGE_POINTS_DES19	人皇之翼功能还没开
ACTIVE_EXCHANGE_POINTS_DES20	人皇之武功能还没开
MAIL_DES1	%d%s
MAIL_DES2	%d个%s的嘉奖
BATTLE_VICTORY_DES1	获得塔币：
BATTLE_VICTORY_DES2	（暴击）
BATTLE_VICTORY_DES3	（幸运暴击）
ROLE_EQUIP_DESC_1	洗练出现最大值则该属性锁定
ROLE_EQUIP_DESC_2	领主%d级以上可镶嵌宝石
ROLE_EQUIP_DESC_3	领主%d级可洗练
SAVE_FORMATION	保存%s阵型
SAVE_FORMATION_SUCESS	保存阵型成功
SAVE_FORMATION_CANCEL_TIP	是否放弃对阵型的更改直接退出
ERROR_NO_LOCAL_MANIFEST	客户端文件缺失，请重新下载客户端
ERROR_GET_DOWNLOAD_FILELIST	更新文件列表获取失败，请检查网络并重试
ERROR_PARSE_MANIFEST	解析文件列表失败，请重试
ERROR_UPDATE	个文件更新失败，点击重新下载失败文件
ERROR_MOVE_SCRIPT_FILES	整理文件失败,请重试
MOVING_SCRIPT_FILES	整理中
SHOP_RECOMMOND	推荐
CITY_CELL_NAME_1	外城
CITY_CELL_NAME_2	内城
CITY_CELL_NAME_3	帅府
CITY_CELL_TALK_1	想攻城，先过我这关！
CITY_CELL_TALK_2	一夫当关、万夫莫开！
CITY_CELL_DESC_1	战利品
STR_WAR_COLLEGE	战争学院
GOOD_STUDY_GET_AWARDS	好好学习，天天向上！还有奖励可拿哦！
SETTING_DESC_1	用户中心
SETTING_DESC_2	注销账号
SETTING_DESC_3	客服中心
GET_SERVER_LIST_FAILED	获取服务器列表失败，点击重试
GET_UID_FAILED	获取角色信息失败，点击重试
GET_LOGIN_INFO_FAILED	获取登录信息失败，点击重试
SKILL_EFFECT_DESC_1	下一阶技能效果：
SKILL_EFFECT_DESC_2	最高级技能效果：
DRAGON_DESC	龙晶等级：
STR_PLAY_AGAIN	重  玩
INDEX_OF_LESSON	第%d课：
STR_AWARDS	奖励：
OPEN_AFTER_STAGE	通关%d关开启
GO_AND_FIGHT	出  战
OPEN_AFTER_LAST_LESSON	完成上一课开启
GET_WIN_AFTER_SEVERAL_ATTACK	再守住   波进攻，取得胜利！
ARENA_COLD_SPEED_VIP_LIMIT_DES	VIP%d后开启加速冷却功能
TRAIN_SPEED_VIP_LIMIT_DES	VIP%d后开启训练加速功能
SHIPPER_SPEED_VIP_LIMIT_DES	VIP%d后开启押镖加速功能
KING_LV_UPDES1	领主等级：
KING_LV_UPDES2	武将等级上限
KING_LV_UPDES3	开启
KING_LV_UPDES4	开启3档加速
KING_LV_UPDES5	级等级礼包
KING_LV_UPDES6	上阵武将数
KING_LV_UPDES7	档加速
WAR_COLLEGE_INFO_1_1	欢迎来到战争学院，在这里您可以学习到高级布阵的方法。
WAR_COLLEGE_INFO_1_2	步兵通常是用来抵挡敌人的，步兵可以吸引两个近战单位。
WAR_COLLEGE_INFO_1_3	试试用步兵挡住敌人的骑兵吧！
WAR_COLLEGE_INFO_2_1	骑兵只能吸引一个近战单位，其余的近战单位会越过骑兵。
WAR_COLLEGE_INFO_2_2	试试用骑兵保护自己的远程吧！
WAR_COLLEGE_INFO_3_1	远程只能吸引一个近战单位，其余的近战单位会越过远程。
WAR_COLLEGE_INFO_3_2	试试用远程挡住敌人的步兵吧！
WAR_COLLEGE_INFO_4_1	注意对面的骑兵，他们的攻击力很高。
WAR_COLLEGE_INFO_4_2	用你的步兵好好的保护远程吧！
WAR_COLLEGE_INFO_5_1	注意对面的远程，他们的攻击力很高。
WAR_COLLEGE_INFO_5_2	利用骑兵的绕后特性干掉他们的远程吧！
WAR_COLLEGE_INFO_6_1	注意对面的步兵，他们的防御力很高。
WAR_COLLEGE_INFO_6_2	利用远程的齐射特性干掉他们的步兵吧！
STR_MOUNT	镶  嵌
EXCHANGE_DRAGON_GEM_ERROR	低等级龙晶不能替换高等级龙晶
DRAGON_GEM_LEVEL_NOT_ENOUGH	龙晶等级不足
DRAGON_CAN_NOT_TAME	无法驯养
NOT_GET	尚未获得
EXCHANGE_DRAGON_GEM	龙晶转换
DRAGON_MERGE_DESC_1	个同等级的龙晶兑换
DRAGON_MERGE_DESC_2	个随机同等级龙晶
DRAGON_MERGE_DESC_3	个随机高等级龙晶
DRAGON_MERGE_DESC_4	据传是小白龙所变，骑上去就会变成风度翩翩的白马王子(唐僧)
STR_UPGRADE	进 化
DRAGON_MERGE_DESC_5	解锁后
STR_SKIP	跳过
VIP_DES1	普通头像：
GEM_DESC_1	宝石已满
MAP_ERROR	数据异常
VIP_DES2	解锁：
VIP_DES3	VIP%d之后解锁
TRIBUTE_DESC_1	占领后每日可领取
TRIBUTE_DESC_2	百姓送来贡品
TRIBUTE_DESC_3	百姓进贡
TRIBUTE_DESC_4	奖励已领完
TRIBUTE_DESC_5	一键领取
POWER_END_DESC_1	公元
POWER_END_DESC_2	年玩家
POWER_END_DESC_3	灭了
NO_NEED_BUY_TIMES	您当前剩余次数未用完，不能进行重置
NO_NEED_BUY_TIMES_1	当前无需购买次数
VIP_LOW_CANNOT_RESET	您的VIP等级不足，提升VIP等级到%d可重置
VIP_LOW_CANNOT_BUY	您的VIP等级不足，提升VIP等级到%d可购买
RESET_TIMES_REACH_MAX	重置次数已达上限
OPEN_AFTER_VIP	VIP%d开启
KAICHANGDONGHUA_DANMU_1	这配音太逗了
KAICHANGDONGHUA_DANMU_2	音乐666
KAICHANGDONGHUA_DANMU_3	不开声音简直白玩了
KAICHANGDONGHUA_DANMU_4	字幕也很搞笑
